GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417;G418;G419;G420
Республика Адыгея;71 622 253;12 409 541;3 174 882;1 194 063;67 425 804;12 762 132;3 725 784;2 254 346;12 880;213;329;104;0;0;3 658 099;314 536;19;3 343 563;1 412 765;668 638;100 307;3;91 441;13 725;58 908;2 959;8 803;441;62 907;75;1;0;0;0;0;0;215;0;0;839;102;445;215;494;0;712 953;14 452;619 650;10 861;93 710;3 592;18 742;718;2 811;108;407;0;46;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 523 904;1 474 488;177 798;35 560;5 334;128 382;9;5;0;12;0;0;12;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;14 903;15 554;0;0;0;225 822;48 555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;11 592;70 171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;752;1;0;0;486;2;57;1;0;0;159;1;2 727;3;0;0;0;0;0;0;0;0;870;2;0;0;0;0;0;0;0;0;0;0;2 046 666;363;106 840;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Башкортостан;2 222 527 341;224 461 372;101 491 766;23 059 764;2 035 883 233;237 073 566;79 324 718;60 176 381;640 045;104 829;14 398 581;3 090 907;156 515;5 568;195 502 998;3 498 078;339;192 004 921;52 718 271;38 394 724;5 760 109;53 625;4 902 430;735 440;1 532 968;41 467;229 682;6 219;699 617;6 058;1;0;0;0;0;0;0;0;0;16 428;2 797;8 264;1 792;6 984;0;6 233 994;42 925;5 786 419;41 041;479 100;1 987;95 820;398;14 372;59;31 525;103;343;27;4;2;0;0;6 375 071;0;0;6 310 564;0;0;129 074;0;0;6 454;0;0;19 361;0;0;3 873;0;0;64 567;0;0;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 163 119;11 630 068;1 645 515;329 103;49 366;112 464;47;8;173 644;152 913;0;25 355;4 623;5 071;760;4;2;12;7;0;0;0;0;0;0;0;18 963 686;18 877 323;23 120 277;22 493 518;0;0;609 076;43 355 919;2 345 589;1 536 867;161 312;0;0;0;0;0;0;0;0;0;31 830;0;43 200;0;0;0;0;0;0;0;0;0;8 000;254 960;16;207;1 452 684;11 978 627;161;2;11 007;5;0;0;0;0;0;0;0;0;1 294 021;9;816 367;8;0;0;0;0;0;0;10 735;4;0;0;1 796;1;0;0;0;0;0;0;0;0;126;1;0;0;19 741;1;232 145;26;27 098;14;92 155;29;191 309;74;1 328;6;1 604;2;379 865;16;450 067;58;18 203;25;84 769;22;9 090;5;14 975;4;287 336;87;0;0;0;0;0;0;0;0;5 431;2;45 149 061;5 548;1 148 666;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Бурятия;162 938 060;6 875 030;19 717 674;611 291;144 211 017;8 658 250;15 042 400;1 050 142;204 386;31 057;276 875;0;430;972;23 329 434;5 053 333;35;18 276 101;2 191 986;3 455 859;548 283;0;383 147;57 516;652 087;1 580;115 442;237;1 010 667;199 362;3;0;0;0;0;0;0;0;0;1 826;205;758;448;455;0;1 144 355;6 600;1 037 088;5 292;107 267;1 308;21 453;262;3 218;39;0;0;101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 903 524;1 643 877;261 149;52 230;7 834;1 502;8;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;223 809;344 545;0;0;35;1 104 830;68 551;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;55 364;563 140;0;0;0;0;0;0;0;0;0;0;0;0;23 123;2;3 964;1;0;0;0;0;0;0;1 163;1;0;0;71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 110;1;0;0;1 584;5;32 442;6;0;0;0;0;3 803;1;9 391;5;475;4;19 377;1;0;0;0;0;21 632;6;0;0;0;0;0;0;0;0;0;0;3 380 210;487;2 707 319;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Алтай;102 042 923;3 176 145;7 280 130;875 383;95 349 460;3 709 216;5 798 749;1 179 419;17 790;26 429;3 200 058;445 778;1 936;0;4 990 662;578 503;16;4 412 160;1 256 436;827 846;132 365;0;66 134;12 004;336 443;27 586;12 860;4 964;115 701;54 583;82;0;0;0;0;0;0;0;0;704;73;508;133;440;0;52 971;199;37 873;199;15 098;0;3 020;0;453;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56 269;80 646;17 108;3 422;513;41 485;3;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1 116 116;1 001 970;1 894 678;1 894 976;0;0;44;248 266;83 113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;17;42 801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;1;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 731 017;249;17 865;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Дагестан;88 412 997;29 326 100;3 624 246;1 953 284;83 230 374;33 405 472;3 074 269;4 114 683;42 814;220 751;1 155;0;0;0;5 774 262;254 273;25;5 519 990;6 020 018;1 095 075;165 597;0;234 498;35 153;119 977;10 706;18 209;1 646;50 855;8 923;3;0;0;0;0;0;0;0;0;1 478;304;1 247;752;2 599;0;1 020 921;0;880 381;0;151 080;0;30 216;0;4 535;0;10 541;0;42;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99 224;91 908;7 316;1 464;220;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 727;16 235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48 465;2;12;5 238;154 639;0;0;59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 689 301;460;6 347;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Ингушетия;11 633 178;2 946 939;88 752;38 239;10 835 261;3 385 173;157 412;271 053;0;1;0;0;0;0;729 257;22;1;729 235;671 047;145 714;21 877;0;71 560;10 924;8 899;79;1 346;12;4;133;1;0;0;0;0;0;0;0;0;332;22;442;119;827;0;769;0;134;0;635;0;127;0;19;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;527 370;526 547;823;165;25;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423 672;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кабардино-Балкарская Республика;74 752 373;12 121 896;2 279 323;1 074 471;72 706 447;13 215 769;2 451 891;1 291 836;8 167;9 297;4;0;0;0;1 881 919;1 186;4;1 880 733;1 301 939;376 145;56 422;21;76 260;11 436;71 529;316;10 734;48;237;0;0;0;0;0;0;0;0;0;0;877;132;1 039;424;799;0;603 077;0;376 087;0;227 004;0;45 401;0;6 810;0;14;0;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;995 777;916 997;78 823;15 765;2 365;43;8;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;26 849;27 636;231 984;231 926;0;0;392;208;5 016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 000;1;6;1 689;27 685;1 020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371;1;0;0;0;0;0;0;0;0;0;0;1 946 902;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Калмыкия;26 865 950;2 562 226;623 596;98 368;26 281 831;2 900 746;800 754;510 160;1 000;2 152;0;0;0;0;407 962;21 891;5;386 071;748 160;77 052;11 558;0;16 390;2 472;8 418;30;1 263;4;4 378;0;0;0;0;0;0;0;0;0;0;378;58;498;207;210;0;36 347;2 526;35 420;2 410;927;116;185;23;28;4;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;847;805;42;8;1;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433;14 779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585 734;105;132;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Карачаево-Черкесская Республика;71 323 478;15 304 900;4 489 154;1 151 161;67 825 429;16 195 471;5 712 998;3 017 382;12 753;879;2 328;3 758;45;36 568;2 284 587;24 328;8;2 260 259;2 752 773;451 580;67 806;597;78 874;12 051;31 953;7 074;4 705;1 061;4 866;3;3;0;468;1;0;0;0;0;0;554;83;825;186;656;0;57 701;0;53 480;0;4 221;0;844;0;127;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843 925;641 033;210 842;42 168;6 326;7 950;7;1;66 415;19 714;0;46 702;0;9 340;1 401;1;0;0;0;0;0;0;0;0;0;0;415 472;411 157;129 600;0;0;0;43 465;0;7 805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;450;15 407;604;1;1 543;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 552;2;15 718;2;64;2;675;3;0;0;0;0;0;0;1 243;3;0;0;0;0;0;0;0;0;1 853;2;0;0;0;0;0;0;0;0;0;0;2 227 754;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Карелия;137 152 799;33 491 847;9 666 941;1 880 634;122 244 615;37 332 383;13 089 313;61 314 691;26 763;31 819;183 482;2 163;28 699;1 047;11 300 395;1 335 227;142;9 965 168;63 245 982;1 933 928;298 954;1 153;426 678;66 084;119 439;8 227;18 130;1 217;267 046;59 105;8;0;0;0;0;0;0;0;0;1 913;654;755;672;1 200;0;958 219;13 057;907 029;12 254;52 425;803;10 485;161;1 573;24;1 236;0;59;2;1;0;4 146 802;0;18 158;4 632 215;0;237 327;0;0;0;0;0;0;0;0;0;0;0;0;485 413;0;219 169;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 351 366;2 049 441;448 001;89 600;13 441;146 076;19;8;86 001;89 315;0;3 447;6 760;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;411 081;411 623;0;0;0;7 615 660;227 398;620 284;5 212;12 098;0;0;0;0;0;11 500;0;0;0;0;0;0;0;0;0;0;0;0;596 686;0;0;6 308;1;44;67 732;434 006;1 590;1;10;1;0;0;0;0;0;0;0;0;19 524;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 754;1;0;0;0;0;499;2;3 407;2;5 347;10;13 446;15;0;0;0;0;0;0;34 031;6;19;1;150;1;15;1;657;1;15 829;23;0;0;0;0;0;0;0;0;0;0;5 307 136;1 020;72 759;9;0;0;0;0;0;0;0;0;0;0;314 277;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
