GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
Пермский край;700683155;700176806;44333;24406460;24374640;243746320;3924;1130;26;282;5;3959;527226083;526797019;2633984119;43246;20;6012888;6022100;36132576;996;-2355;325;1625;6;0;0;0;0;2671303;2670643;13353213;381;117020108;117039288;705711886;22051;21084935;21035608;11185;459795;459795;35;23337583;23263593;15884;1181994;1176246;2720;126914;126914;6;8876;8955;47;1899624;1895468;34;489;698;6;508882091;508831140;42744;367340699;367414241;42454;10101470;10092480;1241;1949636;1934013;508;22770313;22705198;10416;2663536;2662880;364;103004645;102994511;21039;1056632;1045222;395;-82;0;0;9;9;3;2855737;2855868;220;210333205;209888913;45756;0;0;0;18129712;18187128;524;13559422;13561140;143;493977123;13700;76044577;15208915;14260994;2852201;1276764;11079950;12475;2495;7023;1405;2208;-1118;31;15;55662821;11132564;19232580;3846516;64553;7221495;0;0;0;0;131707398;26341479;33493574;6698717;1341317;18301445;34016983;6803396;982917;196584;93744;6513068;31177;44909;8982;57;22138;19;10;7303327;41320310;80894;7717;13;8;493977123;1966953
Самарская область;1068269558;1066509806;79425;43805483;43806296;438051239;6811;7385;9815;107966;25;3960;763197389;761783891;3808819667;76950;1;14926004;14917022;89502134;1056;1670;1655;16297;9;80;80;479;1;609715;604292;3021461;332;200028884;199898292;1225212720;37555;42296886;42139532;17468;208794;204581;91;45690121;45482632;24401;3172694;3375225;2390;1738529;1738529;15;1976;1915;45;128220;138970;60;149;152;3;847621189;846851453;76891;576556466;576329088;76368;33691230;33628758;2043;2634861;2635511;825;50122942;49942534;16559;602541;596113;310;182667268;182387517;35517;1345657;1331673;707;80;80;1;4255;3896;6;8801131;8784910;526;233152736;232370015;79089;0;0;0;17948720;17922304;819;13329146;13304103;181;401957031;25098;114712192;22942436;29602381;5920476;2770845;14251115;62937;12587;3454;691;6344;5552;17;8;103184336;20636866;22864189;4572837;145216;15918813;0;0;0;0;217896528;43579302;52466570;10493313;2916061;30169928;41463129;8292624;1163144;232628;1525514;6534482;37777;1723;345;0;37432;43;27;7707337;49170466;107340;7135;25;14;401957031;8638404
Саратовская область;389528965;389360852;30920;41896872;41853925;418311390;4560;28814;36362;399982;19;7220;229566408;229492601;1147652662;29216;37;12769632;12742346;76454077;610;0;0;558;0;-26;45;449;2;804441;804444;4022222;210;80264880;80282304;521278426;16667;21830665;21773883;7716;963116;965052;67;24192190;24142208;10700;270208;269284;1045;0;0;0;5302;5302;26;9410;5131;24;0;0;0;339967291;340361052;29858;234493554;234931261;29638;6044725;6053715;632;807955;799357;426;23290650;23281156;7304;818709;818408;196;74301309;74267313;15594;207165;207207;222;0;0;0;2684;1975;7;1532991;1534656;213;66750563;66266313;30806;0;0;0;18414638;18499199;588;1769191;1773865;41;110725070;9359;36657098;7331416;7149685;1429940;1067516;4833960;391797;78359;53199;10640;881;66838;19;12;21243642;4248729;2296816;459363;6842;3782524;0;0;0;0;57900740;11580145;9446501;1889303;1074358;8616484;14851521;2970304;499068;99814;36766;2833724;11286;39552;7910;166;3210;25;13;878395;15729916;7920;0;4;3;110725070;1422648
Ульяновская область;188483797;186362828;19425;16329600;16321973;163219821;2107;2743;3168;34844;15;248;130158405;128097480;640508773;18701;24;2724041;2725217;16351302;400;618;618;3088;4;0;0;1;1;141265;140980;704899;140;31278300;31271962;196697645;8888;7050088;7036082;4023;50583;50607;20;7849147;7801720;5971;268092;267647;1120;1642;1642;3;1105;1105;11;1905;1814;6;23;23;1;170266861;168327851;18826;126738089;124776386;18705;7334982;7354188;450;472940;470835;221;8526181;8530103;3720;136846;136193;132;26777953;26782061;8362;279845;278059;236;0;0;0;0;0;1;1204507;1203293;81;23643482;23477149;19677;0;0;0;6348436;6361964;340;53217;53217;18;35866861;6271;27691811;5538363;7633234;1526647;678441;3333275;422;84;0;0;0;84;4;2;6232520;1246504;890583;178116;27129;1041259;0;0;0;0;33924331;6784867;8523817;1704763;705570;4374534;5323464;1064692;314730;62946;60525;941221;241;61;12;0;229;2;2;10800397;16123861;3780;0;2;1;35866861;1201338
Курганская область;98853621;98712344;6496;8088651;8057034;80570039;1258;2303;2303;25338;14;118;60690595;60659120;303295003;6041;0;748159;748061;4488364;230;91;91;878;2;0;0;0;0;159819;135221;676104;134;22827447;22814980;139998941;2886;6094622;6096631;1338;101076;101076;7;6336529;6295501;2008;72808;72692;535;336;336;1;4986;4986;28;76;76;3;0;0;1;83898059;83836470;6220;56594838;56565328;6188;967543;966028;128;251753;251140;118;9805889;9797731;1257;157732;133134;129;16083396;16079625;2652;41604;44053;109;57;57;3;0;0;0;112971;112982;19;16167804;16088163;6577;0;0;0;1242609;1243047;206;182768;181996;18;7698917;2106;10075392;2015080;978601;195721;65103;1754256;12343;2469;58;12;0;2457;4;3;4589901;917980;2502110;500423;12095;405462;0;0;0;0;14665293;2933060;3480711;696144;77198;2159718;352840;70567;28833;5766;148;64653;2363;0;0;0;2363;9;3;108495;461335;156461;346;18;7;7698917;112981
Свердловская область;2189351645;2162680649;115847;58451996;58442339;584423378;7803;72795;72733;800066;57;-12798;1408373086;1381574939;6907878701;112741;135;161544792;161529030;969174174;2583;950;875;101328;12;27165;27165;136263;9;1955715;1954344;9771721;659;446506523;446613446;2699762259;64525;103894961;104002177;32010;2020747;2037430;198;112442145;112339797;41798;1422530;1387929;5430;10362;10362;18;50686;50997;142;321009;187738;117;0;0;3;1979326766;1945662136;112669;1402249016;1369996978;111941;50872340;49561179;4632;14035065;14035427;1599;124647038;124277606;29732;1938638;1936276;634;384779343;384874142;61907;1389335;1199689;1221;-380173;4604;13;34620;11558;21;4797912;11650354;933;282622547;282275969;117513;0;0;0;74311653;73981622;1356;7960420;7881672;268;872123926;36514;223768730;44753743;53198438;10639692;5778388;28335663;1008900;201780;16194;3239;22991;175550;44;28;766372261;153274453;292865384;58573076;680259;94021118;0;0;0;0;990140991;198028196;346063822;69212768;6458647;122356781;73507930;14701586;3778208;755642;117877;13828067;250088;1290473;258095;4639;-12646;78;36;7772772;81280702;741002;250344;49;30;872123926;11412074
Тюменская область;734231803;733481601;26018;14368604;14349005;143490720;2557;695;681;7491;19;1026;521022895;520681492;2603407514;25045;16;2092506;2054959;12388274;482;1021;1021;5107;9;0;0;0;0;816284;816667;4083337;171;164862978;164523660;994330448;13044;27012120;27019528;6982;28842;29196;38;31067688;31047417;10092;2307591;2339036;1719;0;0;0;2228;2228;39;4613;2405;7;3;3;1;588273566;588318098;25001;392576650;392937786;24762;8741566;8745474;377;682994;682534;177;34867892;34796415;6526;797933;798316;164;148687650;148314775;12337;2184649;2267122;353;0;0;0;0;0;0;216695;206910;67;157963041;157200805;26574;0;0;0;9715373;9730929;543;11477662;11441832;60;323210123;8165;87176176;17435238;21162763;4232551;2258524;10944163;223729;44746;12850;2570;352;41824;17;9;19904299;3980860;2563960;512792;490924;2977144;0;0;0;0;107080475;21416098;23726723;4745343;2749448;13921307;55048586;11009717;4883948;976789;1048184;8984744;286688;4262;852;4236;281600;42;20;9372038;64420624;1485;60;1;1;323210123;205526
Челябинская область;1155710710;1155879244;77841;36859196;36831015;368309363;4592;23479;20331;223638;39;4626;818295621;817760577;4088782134;75706;486;23585626;23441681;140650083;1577;0;0;0;0;0;0;0;0;1364159;1362831;6814157;414;232055811;232209139;1409603370;41010;39867942;40579318;19642;922271;932562;83;43515828;44247265;25949;611097;608175;3269;883;879;12;13692;13620;79;203576;100135;107;-50;10;4;1020988451;1021780173;75831;717896102;718242668;75313;30161880;30158763;2457;16792139;16810187;1161;47071711;46826377;18568;981911;980768;399;207912644;208287714;38909;520109;524948;603;-271196;0;0;883;808;9;8667787;8698585;877;152046289;151308771;77932;0;0;0;25095721;25108792;1967;7834850;7848836;172;489718916;24227;112588499;22517700;19059054;3811811;1245314;17460575;108536;21707;176035;35207;11897;-25397;38;21;530104142;106020828;379835562;75967112;185768;29867948;0;0;0;0;642692641;128538528;398894616;79778923;1431082;47328523;19424578;3884915;465351;93071;55752;3736092;43361;60546;12109;2566;28686;42;27;4861768;24286346;306540;31733;64;35;489718916;8516364
Ханты-Мансийский автономный округ - Югра;1409181480;1409583398;18635;5307913;5215103;52151039;1053;709;709;7795;11;-1396;1185507048;1186086341;5930431865;18308;57748;1857101;1846275;11077650;429;611;611;3057;3;3;3;28;1;37498125;37486088;187430441;227;141583037;141386213;856603708;6748;34852408;35014189;3403;35177;34453;8;37130887;37507241;5534;636348;626653;1951;701;22;1;1826;142;13;4058;1432;5;-1156;2;1;777405264;778224217;17343;571412582;572375438;17216;2753357;2719968;179;542648;590127;77;48671404;48785958;3120;18262131;18247280;216;135211761;134945241;6447;579749;570404;477;1;1;1;31;0;1;62409755;62413700;95;596863417;596480951;19759;0;0;0;26772879;26820856;315;55715757;55662120;149;2735015961;5872;50136898;10027378;14723519;2944704;1096606;5986068;98527;19705;1286;257;709;18739;27;15;84411310;16882262;16111592;3222319;28750;13631193;0;0;0;0;134548208;26909640;30835111;6167023;1125356;19617261;13491539;2698305;1121241;224247;164827;2309231;207748;23611;4722;16238;186788;42;18;7187913;20679452;0;0;0;0;2735015961;62401355
Ямало-Ненецкий автономный округ;1218329380;1218138499;3992;699568;698946;6990092;290;2901;2901;31908;8;77238;1081381696;1081366026;5406803129;3893;75;108962;110462;662772;106;0;0;0;0;0;0;0;0;301324;292309;1461546;130;98573893;98552069;605086182;1735;29679924;29577838;947;0;0;0;37179671;37039048;1385;6856570;6855666;827;120;120;3;1160;1160;10;0;0;0;-547;-1;1;739664975;740178427;3639;596695378;597279423;3608;2196862;2196862;43;14397;17311;15;36780374;36870192;873;301131;291922;129;96421206;96274932;1636;7266115;7266259;293;0;0;0;0;0;0;9361664;9365684;28;562971276;562237998;4474;0;0;0;86735714;86723139;114;94050228;94119945;118;1137836053;1320;20700532;4140108;11282518;2256504;257985;1625619;64347;12869;103970;20794;32567;-40492;18;6;59618647;11923729;10511857;2102371;24588;9796770;0;0;0;0;80319179;16063837;21794375;4358875;282573;11422389;11359199;2271840;1310687;262138;28976;1980726;52256;690;138;0;52118;34;10;187601;11546800;22706;0;4;1;1137836053;9365585
Республика Алтай;35510281;35466371;1448;3969776;3967134;39671337;224;54;54;594;2;83;22920956;22909105;114546441;1375;0;231718;231718;1390176;51;0;0;10584;0;0;0;0;0;439;439;2194;6;6451741;6450768;45450087;613;1766478;1763025;304;0;0;0;1931158;1902715;496;23688;23700;81;0;0;0;101;101;7;3454;3454;4;0;0;0;34089505;34110355;1337;25423247;25449080;1330;103594;103594;17;83900;83900;18;2533461;2531919;281;306;306;5;5936944;5933712;552;7844;7844;22;0;0;0;526;526;1;252438;252438;37;4735979;4673770;1413;0;0;0;3548495;3542554;80;0;0;0;15503432;469;1923382;384676;135031;27006;8844;348826;0;0;0;0;0;0;0;0;1340341;268068;125827;25165;3121;239782;0;0;0;0;3263723;652744;260858;52171;11965;588608;732694;146539;9135;1827;26;144686;413;2063;413;0;0;1;1;1426888;2159582;0;0;0;0;15503432;252438
Республика Тыва;6152680;6118110;397;146725;146718;1467180;47;114;195;2149;1;58;4714502;4685794;23428968;388;0;509;366;2197;8;0;0;0;0;0;0;0;0;100643;90364;451818;20;904981;899550;5398369;125;231059;233677;63;0;0;0;284904;294821;121;83018;83018;40;0;0;0;1;1;1;0;0;0;243;243;1;4750147;4748197;345;3515456;3530607;342;256842;256842;4;27036;27036;4;133329;129915;63;100615;90336;19;636139;633106;103;80357;80355;19;0;0;0;0;0;0;1337791;1338308;22;1994762;1966208;415;0;0;0;1842447;1847019;37;1381;1381;2;22827957;141;1202589;240519;55778;11155;11787;217577;15850;3170;0;0;0;3170;2;1;4680436;936087;5081;1016;10449;924622;0;0;0;0;5883025;1176606;60859;12171;22236;1142199;17381;3476;0;0;0;3476;734;0;0;0;734;1;1;0;17381;0;0;0;0;22827957;1338308
Республика Хакасия;73889540;73846145;3734;1998426;1992833;19928325;626;2847;2847;29096;10;5;59215679;59183185;295916167;3538;0;158420;156215;937290;80;0;0;0;0;0;0;0;0;325049;325099;1625496;63;10234087;10234254;61745136;1631;1496467;1492211;783;9968;9291;10;1955269;1951906;1225;53348;53283;549;0;0;0;14785;14785;19;37957;36957;6;3;3;1;61799959;61788396;3452;47524811;47529978;3431;1937162;1925943;75;325980;325980;39;1756576;1755230;729;318267;318317;60;9908289;9904074;1504;28874;28874;53;0;0;0;10301;10243;6;8236391;8235940;83;12068771;12033278;4090;0;0;0;8125030;8121859;130;447298;448535;23;126301412;1261;6309132;1261825;1260103;252018;102726;907081;0;0;0;0;0;0;0;0;2403762;480752;147;29;147;480576;0;0;0;0;8712894;1742577;1260250;252047;102873;1387657;2741240;548249;72705;14540;855;532854;363;0;0;0;363;3;1;2903;2744143;1500;0;1;1;126301412;8233871
Алтайский край;375332480;364676228;34366;54359910;54264098;542621209;7601;32343;40783;448609;53;9777;246101855;235739915;1178701455;31690;223;1653514;1654162;9924973;488;1203;1203;8043;7;50;50;250;1;505705;501347;2506737;306;58644270;58590086;388927204;15757;12127563;12039601;7538;1157328;1157871;50;14010756;13864401;11548;171743;172167;1496;39;39;1;667;665;38;19750;14534;38;1387;1407;6;337125258;326801550;33428;261371224;251177228;33262;4933284;4931817;913;2413122;2405060;587;13216821;13198037;6887;445255;440580;290;54640058;54566829;14864;111813;111647;239;1936;1936;9;1308;719;2;2262705;2258679;306;47870529;47540101;34010;0;0;0;11687732;11680152;1405;941813;942283;60;107080949;10542;40276638;8055328;9545331;1909066;703140;5443122;15040;3008;301;60;0;2948;20;9;7311054;1462211;2555577;511115;2926;948170;0;0;0;0;47587692;9517539;12100908;2420181;706066;6391292;8325717;1665142;327156;65432;5819;1593891;1399;630;126;0;1273;21;13;626028;8951745;45889;0;3;3;107080949;2245531
Красноярский край;1100454618;1099052813;45842;36170653;36117481;361189658;5268;10454;11630;127911;62;38269;849480382;848896397;4244474098;44212;14;2411815;2386756;14320503;750;3020;3006;28310;4;13929;13790;68950;2;2478561;2473378;12366891;357;156036483;155809194;957374093;21804;50531671;50245560;11093;42879;43100;26;53844114;53340845;16125;1067787;1065148;2950;5769;5769;5;628;649;19;82015;40574;31;2;41;6;950225175;949872167;44354;705419051;705172742;44071;22058501;22043670;1135;793852;793756;351;75347579;75240519;10328;2465823;2460193;344;143240586;143292005;20584;900363;883817;620;161;161;2;723;696;4;19016471;18980130;465;267808700;266801668;45865;0;0;0;135278322;135326825;1621;48731306;48741310;195;1002288468;14187;91812356;18362472;26669039;5333810;2032895;10995767;771315;154263;2726;545;882;152836;33;17;47598430;9519685;4214320;842863;18033;8658789;0;0;0;0;139410786;27882157;30883359;6176673;2050928;19654556;58127718;11625542;1819074;363815;152949;11108778;206288;20702;4140;1338;200810;41;21;3369461;61497179;59486;135;6;4;1002288468;18919519
Иркутская область;666842552;664653852;29094;20627744;20573100;205730999;3151;6424;7800;85798;21;7558;492563192;490790843;2453954210;28187;4;1767861;1764958;10589748;558;0;0;0;0;0;0;0;0;2599724;2594635;12973175;278;121000836;120789013;727562081;13968;26796820;26684032;7528;1673;1054;6;28269192;28131874;10856;1352583;1348466;2962;181;181;4;3836;3820;31;31266;3924;16;15;1;2;510284712;507691363;27877;351288023;348843670;27694;12882940;12884973;913;234195;232151;186;27131967;27054440;6894;1822734;1817649;275;115696090;115631041;13132;1228762;1227438;396;0;0;0;4264;975;4;27660227;27684551;542;186935561;185866032;30241;0;0;0;56571457;55158360;1336;10340457;8944399;93;578523880;9459;59183974;11836794;15102715;3020542;839320;7976932;1490;298;787;157;0;141;5;3;57750091;11550017;14265125;2853025;18572;8678420;0;0;0;0;116934065;23386811;29367840;5873567;857892;16655352;14012655;2802532;335829;67166;27479;2707887;98;0;0;11;87;2;2;1443095;15455750;0;0;0;0;578523880;27632617
Кемеровская область - Кузбасс;941094115;940823727;24549;16470488;16461377;164613897;2288;5711;1111;12224;9;364;688944827;688729674;3443645960;23744;0;37188830;37160175;222961000;564;0;0;0;0;0;0;0;0;3892559;3891317;19456585;397;140460474;140437038;850229147;10975;49925853;49918221;5161;930292;931809;51;54130367;54142502;8141;466965;465511;1741;147;147;2;2708;2708;34;262632;128610;50;0;0;0;810595240;810994128;22759;613412312;614025250;22637;8978745;9020616;657;3286740;3287243;238;53485629;53474230;4701;3846015;3844768;392;127292976;127105466;10441;376004;375622;368;0;0;0;69804;53771;17;85691083;85661609;325;173148372;172606943;24889;0;0;0;127552977;127813838;657;6113193;6081702;184;1603477530;7747;55907128;11181424;13312158;2662434;1227414;7291576;11387;2277;1095;219;109;1949;19;9;174719726;34943946;80957579;16191516;71143;18681287;0;0;0;0;230626854;46125370;94269737;18853950;1298557;25972863;15858288;3171659;1104518;220905;167895;2782859;1;0;0;0;1;1;1;72506728;88365016;0;0;0;0;1603477530;85451003
Новосибирская область;815345993;814556006;79346;81548108;81374689;813743677;8978;42135;42033;462358;48;6249;549060026;548717293;2744732949;76680;166;4487274;4456606;26937091;1211;1003;1071;11109;4;0;0;0;0;429291;428505;2142524;207;149752587;149689146;1034566878;39662;27261219;27078364;18884;147396;146382;66;30030966;29841283;26902;610210;610731;2200;1433;1419;12;14343;14416;65;278747;161386;89;-1838;0;0;719295344;718912596;77575;517460905;517609299;77120;29480156;29479570;3466;7814256;7816341;1327;32983381;32924648;17692;420821;421457;189;130262362;130176168;37557;530497;529670;504;0;0;0;171860;98645;16;28414464;28460072;442;114069140;113655093;78434;0;0;0;45592887;45657876;1365;2847844;2770962;94;412613133;23776;142813884;28562774;44312518;8862505;2997723;16702546;471421;94284;236268;47254;6990;40040;48;25;319884421;63976885;149143298;29828660;1409705;32738520;0;0;0;0;462698305;92539659;193455816;38691165;4407428;49441066;340032328;68006465;4487405;897481;32680;67076304;706779;748309;149662;270;556847;94;40;12961626;352993954;471522;13616;53;31;412613133;28155443
Омская область;335647305;335538339;27145;24787579;24779615;247796834;4289;20224;31247;343721;25;-294;237194133;237442600;1187212701;25869;0;588309;579396;3476377;275;0;0;0;0;0;0;0;0;197928;194884;974421;153;57368075;57105421;355527750;11654;14702036;14622081;5328;13388;13420;36;15491299;15404200;8408;368403;375306;1157;419;419;4;570;581;23;69624;49932;20;0;0;0;271946889;272028237;26320;204304809;204741170;26159;3217271;3206446;536;1211718;1206771;578;15945691;15923161;5071;197989;194611;150;46779817;46461742;10992;287268;294251;203;128;0;0;590;182;2;610175;612475;279;74333252;74133578;26872;0;0;0;10774834;10755644;762;8791213;8791527;50;73112094;8658;41168748;8233749;10832706;2166541;686907;5380301;20625;4125;7592;1518;355;2252;6;6;11907729;2381548;9293833;1858767;7263;515518;0;0;0;0;53076477;10615297;20126539;4025308;694170;5895819;21703441;4340688;209961;41992;103182;4195514;5982;195;39;0;5943;7;4;3092995;24796436;1973;0;3;3;73112094;586347
Томская область;352677016;352680648;15063;20572220;20573634;205736453;1679;8407;8407;92472;3;432;275374011;275447503;1377238021;14636;-4;897895;920465;5522791;246;0;0;4673;0;0;0;0;0;251157;251157;1255785;95;46213461;46163746;281298652;7314;8584128;8543304;3529;274675;275228;12;9359002;9314591;5067;124831;122154;1302;854;854;4;1396;1233;19;24817;8918;16;-20;3;1;269017473;269224273;14565;210770855;211065168;14462;3282629;3279657;332;345036;344540;135;11287795;11276951;3241;251073;251073;94;43020047;42952223;6988;65209;65282;184;0;0;0;387;387;1;518352;531036;58;89708935;89481688;15706;0;0;0;6421797;6405523;415;5123992;5129087;88;38053407;4759;33424619;6684926;5623928;1124787;571593;4988546;392422;78484;5730;1146;1261;76077;9;6;14394049;2878811;1386658;277332;30413;2571066;0;0;0;0;47818668;9563737;7010586;1402119;602006;7559612;5612805;1122560;32887;6577;29591;1086392;4173;0;0;0;4173;18;7;2528387;8141192;405191;0;4;2;38053407;524681
Республика Бурятия;75814689;75793338;4921;7390413;7388113;73881136;946;-142;0;0;0;138;47926619;47922798;239614431;4566;0;108983;110244;661465;88;0;0;7;0;0;0;0;0;141771;141771;708856;48;16567543;16576297;100853775;1718;3055259;3043864;877;343042;396204;6;3679363;3653977;1597;144639;144282;673;0;0;0;594;330;13;42708;34727;11;0;0;0;73189564;73107486;4648;53061657;53070952;4584;1351466;1351066;151;223710;223710;39;5089891;5024693;808;139774;139774;46;13152898;13141038;1554;170094;156252;93;0;0;0;1504;1504;1;5365581;5379509;204;10769848;10694052;5129;0;0;0;13300057;13186611;432;401628;401628;10;169274422;1688;18306253;3661248;4383896;876778;473494;2310976;675;135;0;0;0;135;4;1;2566920;513384;6592;1318;463;511603;0;0;0;0;20873173;4174632;4390488;878096;473957;2822579;2115831;423167;9096;1819;692;420656;0;0;0;0;0;0;0;499934;2615765;0;0;0;0;169274422;5344115
Республика Саха (Якутия);194887823;194977424;5483;3249858;3204401;32044014;768;11371;11319;124504;12;956;152565963;152733424;763669884;5258;1;180197;186091;1116547;121;0;0;0;0;0;0;0;0;2196050;2187559;10937794;127;25952409;26057946;157899318;2272;9018164;8938455;1086;0;0;0;10734119;10598884;1857;477044;476124;799;117;117;1;34;34;2;0;0;0;0;0;0;140186960;139966630;5096;103595053;103480615;5032;580796;517578;77;16488;16488;20;9469181;9344467;1033;2182561;2174070;122;24006573;24097540;2090;336307;335873;178;0;0;0;0;0;0;43398964;43398482;194;66495540;66565500;5701;0;0;0;54644247;54406096;574;4231510;4231468;58;665078638;1914;20072267;4014455;5222139;1044424;522231;2447800;12060;2412;1546;309;1645;458;9;4;84467975;16893597;13014681;2602937;201025;14089635;0;0;0;0;104540242;20908052;18236820;3647361;723256;16537435;2772816;554563;218568;43713;1562;509288;138259;0;0;16;138243;15;6;4280321;7053137;0;0;0;0;665078638;43398481
Приморский край;690040595;689527768;35342;35827940;35879736;358797352;5587;56265;55425;609675;28;1359;495909533;495792802;2479154574;33838;719;2676200;2396128;14376768;453;2987;3132;16301;9;9;0;0;0;572631;560049;2800243;204;124150272;124176870;766637879;16071;28331131;28234610;7225;574028;574028;37;30842720;30661228;10303;1167296;1129182;1905;14934;14934;6;-108;72;6;72684;65781;23;4;4;1;641153379;641691355;33977;401397417;402079249;33362;90190551;90025852;5474;3454611;3456696;172;38628875;38690353;6751;535905;523318;199;106153658;106118162;15126;813779;812897;403;39;39;2;1934;1876;7;15167140;14768854;1135;83411216;82614319;34683;0;0;0;48216699;48136737;1884;2863606;2869312;110;505747332;11221;78572055;15714412;15588503;3117701;2270908;10325803;606501;121300;1344;269;0;121031;22;10;411984652;82396931;474180343;94836068;299989;-12739126;0;0;0;0;490556707;98111343;489768846;97953769;2570897;-2413323;48921684;9784339;15121058;3024213;171137;6588989;2720561;14230523;2846105;572;-126116;24;8;24574954;73496638;75486;183;16;10;505747332;14661399
Хабаровский край;353071131;352548300;20586;20731119;20751998;207519979;2868;1187;979;10770;9;18179;232825370;232369029;1161844782;19922;69;10448408;10455800;62734803;388;63;63;3095;2;0;0;0;0;862284;849640;4248198;198;60998528;60985973;369177207;9793;23260942;23244885;4765;69937;69937;16;27185550;27125641;7247;529472;511577;2388;50;50;1;641;630;16;56224;12741;6;437;471;2;328400924;328162040;19624;241568587;241727381;19434;9166615;9168135;929;4668978;4668234;101;17455198;17432070;4501;860707;848484;198;54149618;53857075;9203;530614;463615;303;0;0;0;42567;10062;5;10927295;10867233;381;67888320;67421473;21765;0;0;0;53317966;53303911;1097;4941213;4932134;51;338024489;6675;37606564;7521313;10946993;2189402;693972;4637939;149678;29936;0;0;0;29936;6;3;8253862;1650772;450113;90023;3216;1557533;0;0;0;0;45860426;9172085;11397106;2279425;697188;6195472;14277426;2855485;288895;57779;20295;2777411;7537;9920;1984;444;5109;29;13;2766102;17043528;81412;3116;7;5;338024489;10796148
Амурская область;170889234;167800419;8686;11971994;11929977;119299775;1841;198170;198190;2180088;18;5404;106867821;106402382;559021604;7990;0;98941;98834;593001;132;155;150;752;3;1;1;7;1;498904;498471;2492354;68;28872084;26784542;165912383;3370;21533045;21078136;1657;76;48;2;22375917;21883091;2555;1618597;1608142;1168;0;0;0;2289;2289;11;86;0;0;0;0;0;192848489;190652827;8217;131913650;131577649;8082;6336115;6342166;809;125958;125897;60;26298843;24598665;1529;496575;496271;65;26103242;25940640;3078;1574027;1571539;122;0;0;0;0;0;0;4261171;4233503;204;35013960;34285652;8952;0;0;0;59488227;59684659;926;25134002;23979217;35;144195143;2927;24924996;4985001;8149755;1629952;74730;3280319;1151556;230311;1108;222;8353;221736;8;3;95401824;19080364;86086139;17217227;37731;1825406;0;0;0;0;120326820;24065365;94235894;18847179;112461;5105725;39497085;7899417;166034;33206;14217;7851994;343213;1682;336;219;342658;12;6;235904;39732989;124055;23560;3;2;144195143;4233505
Камчатский край;73019067;72668723;3281;9614526;9575631;95756309;1010;8506;8397;92366;17;-83;44065941;43796442;218982235;3047;0;207152;206331;1237884;113;0;0;0;0;0;0;0;0;363498;362612;1813059;71;11627770;11612272;78066420;1482;6820999;6788046;602;120628;120485;3;7131756;7107077;1026;114700;114578;291;0;0;0;0;0;0;28891;20213;2;0;0;0;72239145;72055986;2998;52421359;52310692;2970;2378832;2355749;236;19076;19076;22;7304456;7302582;535;358290;357404;69;9654886;9615137;1411;101051;94150;122;0;0;0;0;0;0;2824370;2826255;53;11894868;11742557;3137;0;0;0;13765597;13791133;382;417497;417489;14;143747034;995;6844873;1368975;581489;116298;59113;1193564;25176;5035;0;0;0;5035;2;1;2310517;462103;119583;23916;24241;413946;0;0;0;0;9155390;1831078;701072;140214;83354;1607510;492080;98416;35;7;58;98351;0;0;0;0;0;0;0;10454391;10946471;0;0;0;0;143747034;2816818
Магаданская область;61130903;59553308;2094;1545606;1380075;13800750;360;21182;21182;233000;4;160;44940339;44449329;222246646;2009;190;13513;10251;61506;33;0;0;0;0;0;0;0;0;1779334;1700396;8501979;53;8444520;8342776;50157108;686;4334759;3465326;347;6377;6377;2;4386060;3648950;678;359856;359786;416;0;0;0;47;47;2;0;0;0;0;0;0;65722035;64069940;2011;50623282;49851818;1969;646959;652763;50;4961;4961;5;5139012;4440205;322;1749261;1670323;51;7254581;7152603;641;282937;282937;70;9803;3616;3;0;0;0;15218903;15414989;259;11984056;11938166;2111;0;0;0;31424618;31501211;555;1364500;1389432;20;251501969;738;1336528;267304;147541;29509;13887;223908;1607;321;0;0;792;-471;8;3;4809313;961862;20293;4059;26;957777;0;0;0;0;6145841;1229166;167834;33568;13913;1181685;8890891;1778178;3290;658;4595;1772925;840;0;0;0;840;3;1;4387713;13278604;0;0;0;0;251501969;15414987
