GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417;G418;G419;G420;G421;G422;G423;G424;G425;G426;G427;G428;G429;G430;G431;G432;G433;G434;G435;G436;G437;G438;G439;G440;G441;G442;G443;G444;G445;G446;G447;G448;G449;G450;G451;G452;G453;G454;G455;G456;G457;G458;G459;G460;G461;G462;G463;G464;G465;G466;G467;G468;G469;G470;G471;G472;G473;G474;G475;G476;G477;G478;G479;G480;G481;G482;G483;G484;G485;G486;G487;G488;G489;G490;G491;G492;G493;G494;G495;G496;G497;G498;G499;G500;G501;G502;G503;G504;G505;G506;G507;G508;G509;G510;G511;G512;G513;G514;G515;G516;G517;G518
Республика Адыгея;98 381 825;8 568 869;8 840 276;1 081 979;92 215 111;10 022 315;9 088 723;1 245 242;35 198;18 019;510;3 463;287;0;5 952 669;180 787;23;5 771 882;1 602 153;1 154 139;173 120;0;0;0;0;126 217;18 903;92 672;18 951;13 814;2 843;36 157;0;0;0;0;0;0;0;0;36 157;279;2 724 461;13 482 630;0;65 874;875;106;630;248;15;35 021;96 314;1 019 338;22 149;105 884;926 293;12 872;619;93 449;2 574;124;18 690;386;19;2 803;0;10 188;403;19;3;10;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28 909;0;0;23 630;0;0;5 278;0;0;158;0;0;0;0;0;0;0;0;1 860 348;0;1 861 415;0;30 306;0;2 092;0;314;0;31 373;0;7;0;3;0;8 748;6 673;42;2 033;0;407;61;1;0;0;0;0;0;0;0;0;0;485 792;233 676;0;0;0;0;0;0;287 814;174 278;2 014;89 519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44 000;0;148;0;0;0;0;0;0;17;28 333;285 560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 253;1;0;0;410;2;55;1;0;0;239;1;3 641;2;0;0;0;0;0;0;0;0;2 358;1;0;0;0;0;0;0;0;0;0;0;0;0;2 819 268;385;107 070;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 125;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 114 168;7;0;0;192 522;4;0;0;0;0;0;0;0;0;0;0;116 310;21;0;0;14 200;12;0;0;0;0;0;0;1 172;2;119 548;5;7 906;3;32 463;1;0;0;0;0;0;0;0;0;11 759;1;1 590;10;0;0;0;0;0;0;19 420;2;12 168;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517;2;0;0;0;0;0;0;0;0;0;0;0;0;89;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Башкортостан;3 326 646 633;252 270 749;168 052 175;30 279 534;3 115 492 027;272 945 312;116 021 818;31 352 694;1 010 829;1 174 851;22 483 378;9 980 638;241 629;71;241 624 045;8 091 240;543;233 532 849;30 545 990;46 160 813;7 005 258;26 254;0;0;0;5 280 743;799 233;2 588 919;58 013;390 536;9 097;1 618 248;543 760;6;0;0;0;208;0;0;2 162 216;0;44 382 180;92 632 914;1 329 283;185 292;17 874;2 624;9 111;2 258;1 969;2 158 511;5 227 994;2 973 908;2 133 950;4 929 800;2 769 260;44 029;390 033;241 422;8 806;78 007;48 284;1 322;11 701;7 242;19 650;91 842;37 496;223;63;133;2;9;5;0;0;12 197 776;0;0;11 593 015;0;0;481 121;0;0;24 057;0;0;72 169;0;0;14 434;0;0;12 101;0;0;40;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47 291;0;0;45 043;0;0;2 647;0;0;79;0;0;420;0;0;1;0;0;20 994 022;0;20 801 224;0;1 912 992;0;382 597;0;57 244;0;1 720 194;0;66;0;10;0;2 647 118;1 376 582;0;1 272 642;2 107;254 529;38 179;5;3;6;0;0;0;0;0;0;0;9 127 594;9 171 850;9 094 790;12 313 031;23 255;18 228;164 322;60 890;66 923 154;45 860 292;2 623 295;2 263 182;3 517 297;0;206 449;0;3 345 585;0;156 349;4 367 953;7 576;0;0;0;0;0;0;0;20 000;0;129 600;0;65 000;0;0;0;0;0;35 371;0;8 016;279 718;6;4 986;4;1 246;1;240;2 820 107;13 828 928;0;0;10 672;5;700;1;0;0;0;0;0;0;0;1 385 884;9;1 087 700;8;0;0;0;0;0;0;0;0;0;258 848;5;25 885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62 337;2;0;0;0;0;0;0;0;0;67 000;1;13 400;0;0;0;0;0;316 031;20;50 319;16;134 991;28;288 805;74;4 276;4;661;2;646 349;8;577 693;51;19 976;16;155 063;24;14 321;6;20 250;3;522 309;90;0;0;0;0;0;0;1 059;2;891 252;3;0;0;66 719 174;5 954;1 201 244;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422 678;47;894;2;0;0;14 050 776;45;0;0;13 775;3;0;0;0;0;0;0;16 168 498;40;55 321;1;1 321;1;0;0;0;0;0;0;7 520;2;0;0;1 602 120;148;74 532;12;3 225 489;275;0;0;1;1;0;0;552 861;9;1 647 412;89;1 384 527;84;8 461;4;146 242;49;0;0;132 335;7;0;0;41 994;2;115 506;13;226 928;62;0;0;0;0;880;4;260;2;115 407;9;0;0;0;0;0;0;160;1;0;0;0;0;75 671;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49 241;15;0;0;173 882;9;0;0;48 485;83;0;0;73 881;3;56 327;9;2 175;2;604;3;20 435;2;0;0;5 910;0;201 604;0;5 910;0;0;0;5 910;0;0;0;0;0;0;0;0;11;1;23
Республика Бурятия;238 224 790;9 303 310;20 608 057;1 181 929;212 165 170;12 867 448;20 160 634;1 487 748;479 259;79 256;497 620;0;25 963;0;26 462 731;3 665 929;56;22 796 803;3 752 822;4 417 413;683 904;0;0;0;0;385 940;57 929;758 291;1 538;116 178;232;733 186;141 918;2;0;0;0;0;0;0;875 104;0;6 048 859;17 302 931;0;0;1 952;228;745;600;1 061;363 054;1 004 505;515 417;362 931;944 905;503 042;123;59 644;12 375;25;11 929;2 475;4;1 789;371;0;7;0;83;18;3;0;1;0;0;0;19 320;0;0;18 435;0;0;885;0;0;44;0;0;133;0;0;27;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 898;0;0;9 296;0;0;0;0;0;0;0;0;398;0;0;1;0;0;2 766 174;0;2 180 247;0;590 890;0;118 178;0;17 726;0;4 963;0;5;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;79 218;41 330;0;0;37 888;2 886;6 350 993;5 167 727;3 651;1 179 379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;512 813;1 141 076;0;0;0;0;0;0;0;0;0;0;0;0;0;20 829;1;5 247;1;0;0;0;0;0;0;0;0;0;7 914;1;791;0;0;0;25;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 724;1;0;0;1 310;8;53 332;6;0;0;0;0;12 000;1;14 326;6;750;4;28 492;1;0;0;0;0;41 472;8;0;0;0;0;0;0;0;0;0;0;0;0;5 356 454;519;4 350 516;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 462;12;0;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0;6 260 073;18;191 305;3;0;0;0;0;0;0;0;0;7 407;2;0;0;118 615;78;1 688;2;230 677;136;0;0;0;0;0;0;504 219;6;877 997;51;20 929;5;41 452;3;9 386;8;0;0;106 533;4;0;0;11 238;1;2 329;2;23 260;15;0;0;0;0;1 121;2;2 494;2;8 920;4;0;0;0;0;0;0;0;0;682;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 760;6;0;0;0;0;0;0;74 460;68;0;0;95 763;1;24 856;3;0;0;5 575;1;0;0;0;0;10 523;0;0;0;10 523;0;0;0;10 523;0;0;0;0;0;0;0;0;1;0;1
Республика Алтай;119 380 742;4 319 785;14 546 893;452 766;112 050 393;6 690 832;8 676 203;947 202;99 905;3 463;5 527 631;0;14 892;0;7 758 444;206 713;24;7 551 732;2 862 019;1 426 704;226 507;0;0;0;0;260 887;40 667;105 018;30;17 486;4;41 343;83 563;52;0;0;0;0;0;0;124 906;0;745 195;8 935 041;2;200;691;70;843;138;1;0;82 807;0;0;74 274;0;0;11 773;0;0;2 355;0;0;353;0;0;3 239;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69 957;0;64 845;0;5 112;0;1 022;0;153;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1 457 408;1 242 610;330 505;330 502;0;0;23;0;2 534 128;2 199 245;161 898;172 985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;32;2 081 010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;1;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 381 746;240;7 156;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27 685;12;3 268;1;0;0;435 669;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52 645;1;0;0;0;0;0;0;0;0;729;1;14 288;6;2 754;3;30 663;10;281;1;0;0;0;0;281 259;3;5 025;1;1 000;1;0;0;99;1;0;0;681;1;0;0;0;0;0;0;486;1;0;0;0;0;2 982;4;106 548;2;0;0;0;0;0;0;0;0;805;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 674;3;0;0;0;0;0;0;0;0;0;0;0;0;4 696;1;0;0;0;0;0;0;0;0;854;0;1 446;0;844;0;0;0;844;0;0;0;0;0;0;0;0;3;0;4
Республика Дагестан;162 545 413;25 681 619;6 407 850;1 987 788;151 730 822;31 175 032;5 514 685;5 428 483;242 644;4 086;70 606;7 796;2 510;0;11 877 289;476 489;41;11 400 802;8 937 816;2 277 475;342 024;0;0;0;0;505 262;75 999;192 834;507;28 712;75;95 298;2 682;2;0;0;0;0;0;0;97 980;0;11 771 735;37 828 699;0;0;1 645;293;1 305;1 086;41;754 936;732 821;0;681 196;730 945;0;73 740;94 074;0;14 748;18 815;0;2 212;2 822;0;0;92 198;0;37;29;0;0;1;0;0;0;122 099;0;0;110 203;0;0;11 896;0;0;594;0;0;1 781;0;0;356;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;673 610;0;598 019;0;75 591;0;15 118;0;2 268;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238 029;166 589;7 337;64 084;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9 745;436 691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 075 870;546;9 931;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32 251;4;0;0;0;0;55 804;4;0;0;168 198;2;0;0;0;0;0;0;4 578 392;26;28 752;1;555 961;1;0;0;0;0;0;0;0;0;0;0;17 759;10;993 953;10;35 610;5;0;0;0;0;0;0;1 107 062;8;324 060;13;91 036;4;19 750;1;2 298;3;0;0;508;1;0;0;24 870;1;412;2;7 068;4;0;0;0;0;14 215;3;2;1;0;0;0;0;0;0;0;0;2 996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;0;0;0;0;0;0;580;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Ингушетия;29 275 045;5 829 784;704 213;85 938;27 737 103;6 574 827;639 078;353 829;553;2 471;0;0;0;0;1 603 630;679;2;1 602 951;1 010 463;320 179;48 089;0;0;0;0;108 733;16 985;13 199;14;1 924;2;136;412;2;0;0;0;0;0;0;548;0;75 332;3 853 420;0;0;456;16;595;151;1;0;1 595;0;0;239;0;0;1 356;0;0;271;0;0;41;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 171 205;0;1 123 557;0;97 445;0;19 489;0;2 923;0;49 797;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;22 953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;656 079;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 581;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кабардино-Балкарская Республика;89 880 543;16 449 764;3 337 571;1 041 873;86 487 510;17 896 655;3 568 603;1 574 199;47 560;14 220;4;1 976;6;0;3 210 067;77 550;13;3 132 517;1 966 971;626 370;93 961;309;0;0;0;147 428;22 119;40 927;2 473;6 137;371;15 510;41;1;0;0;0;0;0;0;15 551;0;2 088 880;3 092 230;0;0;1 054;147;998;474;5;33 078;14 029;1 120 193;32 711;11 539;881 920;861;2 503;255 034;172;501;51 007;26;75;7 651;494;12;16 761;13;6;34;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 125 802;0;1 001 020;0;130 461;0;26 091;0;3 914;0;5 679;0;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 981;8 190;0;0;0;0;515;0;46 139;29 000;4 850;12 289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;18 150;59 241;1 360;1;0;0;204;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;1;0;0;0;0;0;0;0;0;0;0;0;0;2 281 637;368;586;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94 299;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71 736;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 674;2;0;0;3 942;6;0;0;0;0;0;0;0;0;1 674;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49 920;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31 610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Республика Калмыкия;13 966 982;4 662 218;1 089 768;176 486;14 029 011;6 427 186;548 197;419 020;1 456;0;94;1 199;0;0;480 904;14 918;5;465 986;2 008 701;93 196;13 980;0;0;0;0;15 157;2 274;23 401;22;3 510;4;2 984;0;0;0;0;0;0;0;0;2 984;0;1 095 357;3 895 334;0;0;361;48;711;241;24;5 551;54 499;0;5 928;52 532;0;0;1 967;0;0;393;0;0;59;0;377;0;0;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 967;0;0;3 954;0;0;13;0;0;0;0;0;0;0;0;0;0;0;54 611;0;48 143;0;6 468;0;1 294;0;194;0;0;0;3;0;0;0;9 566;7 678;0;1 888;0;378;57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 702;0;925;2 776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1 330 505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;784 168;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40 626;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158 277;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 848;8;12 691;2;5 357;7;0;0;0;0;0;0;367 683;6;9 169;3;15 161;1;3 495 958;1;38 402;5;0;0;404;1;0;0;0;0;4 964;4;0;0;0;0;0;0;0;0;24 176;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 843;6;0;0;0;0;0;0;5;1;0;0;0;0;16 927;1;0;0;3 210;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Карачаево-Черкесская Республика;92 372 795;16 162 602;3 987 372;798 859;88 956 588;17 554 974;4 581 793;2 431 951;41 676;14 705;3 660;148;1;34 452;2 859 803;56 618;18;2 803 185;3 045 358;555 954;84 085;136;0;0;0;142 188;21 653;124 831;2 249;18 751;338;11 324;0;2;0;152;1;0;0;0;11 476;0;702 796;3 341 002;0;0;592;94;769;187;3;138 000;41 048;250 364;138 087;33 310;247 849;0;7 828;2 524;0;1 566;505;0;235;76;87;89;10;34;5;15;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 399 312;0;1 909 595;0;495 499;0;99 100;0;14 865;0;5 782;0;16;0;1;0;80 082;66 414;2 964;10 704;0;593;321;2;0;0;0;0;0;0;0;0;0;0;0;215 669;215 669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6 110;687 006;2 142;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 705;2;31 711;2;48;1;1 393;3;0;0;0;0;0;0;540;1;0;0;0;0;0;0;0;0;4 009;2;0;0;0;0;0;0;0;0;0;0;0;0;2 601 942;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 050;4;0;0;0;0;0;0;0;0;1 386;1;0;0;0;0;0;0;89 906;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75 748;6;40 539;9;2 583;5;0;0;0;0;0;0;83 916;5;43 300;3;4 403;1;100;1;1 688;3;0;0;0;0;0;0;0;0;0;0;357;1;0;0;0;0;0;0;50 075;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 364;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 010;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
