"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195","G196","G197","G198","G199","G200","G201","G202","G203","G204","G205","G206"
"Чувашская Республика","313037611","313269874","17827","2300855","2300855","46017076","2119","12693","12693","266559","40","194594","194594","2779910","75","0","0","0","0","0","0","0","0","10781935","10846582","108465815","2034","355","265","2918","9","0","204778681","204641313","1023206814","14985","0","0","0","0","0","1114059","1113270","6679618","270","0","0","0","0","0","0","0","0","354297","352029","1760500","175","78191245","78534198","478364888","10452","14368039","14325190","4330","23958","23971","9","15308893","15274076","6741","131607","131114","846","0","0","0","5846","5846","32","5946","5984","17","29170","20257","19","0","0","0","251858768","252238732","15996","155652795","155784258","15418","4568441","4569316","562","507079","509855","345","14712134","14701293","3763","349442","346001","170","75987041","76247408","9792","81828","80594","133","0","0","0","63","63","1","62256","62256","42","65786528","65630229","18053","0","0","0","0","0","0","4443625","4446097","220","663096","664405","221","24658745","5493","37751713","6236622","7862172","7913423","1582683","471222","5808267","0","0","0","0","0","0","0","0","0","0","7688732","298422","1552667","426651","85331","7443","1459893","0","0","0","0","0","0","0","0","0","0","45440445","9414839","8340074","1668014","478665","7268160","2386620","119435","483295","574763","114953","3920","364422","0","0","0","0","0","0","0","0","0","0","597613","2984233","128988","0","0","0","0","0","0","24658745","77433","51850"
"Алтайский край","438148298","437856295","38496","3459515","3459515","69154237","3156","70752","70752","1485791","147","198570","198570","2836712","71","7","7","113","1","0","0","0","0","66599437","66575605","665731703","8345","19079","18915","202062","55","2573","277691571","277522095","1403623764","32329","25","0","0","0","0","1775494","1749761","10498632","574","0","0","0","0","185","185","927","2","459514","450578","2261149","312","73654694","73635315","487467767","18447","12975775","12953670","8810","33715","31570","28","14212768","14167104","14387","188034","187874","1605","0","0","0","1026","1026","25","178","178","4","25696","23176","67","0","0","0","375269488","375431007","35471","278761763","278968884","34533","8026854","8021182","998","1854279","1853119","644","14302766","14284641","7781","449509","442296","289","71783761","71770844","17197","131355","130974","212","0","0","0","36","36","1","1445795","1446933","234","77978921","77566973","38219","0","0","0","0","0","0","16228040","16269710","1456","1657211","1657312","381","151634951","11927","74899758","4584020","15209152","17176442","3435289","1963873","9809990","0","0","0","0","0","0","0","0","0","0","16372228","141277","3281509","8131020","1626204","39472","1615833","0","0","0","0","0","0","0","0","0","0","91271986","18490661","25307462","5061493","2003345","11425823","13217899","378477","2662504","1353010","270601","204905","2186998","20","0","4","5","1","0","3","2","0","2","411233","13629132","531303","244","0","0","1","0","1","151634951","529126","1431222"
"Краснодарский край","2339904936","2338100844","107147","15986539","15986539","319730744","15473","394445","394445","8283345","804","1705030","1705030","24357610","549","44373","44373","678264","18","0","0","0","0","215634454","215542544","3593898266","14625","96461","97179","1068959","122","5714","1426197978","1423527453","7117637532","85085","0","0","0","0","0","18872506","18624152","111744913","1671","635","646","2593","10","2204","2204","26358","11","2188165","2180067","10903923","829","378210285","377757452","2495462341","58456","127520646","129373730","27266","235791","235791","55","136751199","138456194","38942","3106907","3056009","1886","63","24","1","18037","17987","123","431847","431634","53","27982","21020","84","3406","3409","19","2148205265","2149035066","93277","1589652377","1591483279","88380","50535228","50633558","3979","9217165","9218613","1576","151194927","150774614","23924","2154042","2144964","782","343786206","343168335","53660","1638146","1606654","637","4437","4233","19","4393","4410","15","27525582","27495528","1039","331786194","328886599","105986","0","0","0","0","0","0","164113539","163850891","1862","34277974","34411277","1145","1112044063","33440","693813461","34913739","140508381","76342311","15268460","10208996","115030925","10008","3500","2177","9776","1955","4","218","10","1","10","952696597","1213355","190599986","525846002","105169201","545993","84884792","0","0","0","0","0","0","0","0","0","0","1646510058","331108367","602188313","120437661","10754989","199915717","35735478","4847317","7389460","1991326","398265","49687","6941508","152508","5575","30780","18052","3610","24","27146","44","2","21","103071782","138807260","4888873","144603","29692","4708","31","4","28","1112044063","2713154","27347604"
"Красноярский край","1422878562","1422266952","53829","6066878","6066878","121310228","5711","163542","163542","3434384","259","590103","590103","8430037","216","3214","3214","49127","3","0","0","0","0","46977686","46900918","469023828","5907","58863","51069","526582","82","1967","1043414052","1043039222","5215125182","45904","0","2157","2157","21592","1","3301003","3264596","19582311","722","3295","3295","34110","10","4801","4801","42934","4","3836133","3792371","23780914","345","220445767","220432214","1353558101","25001","92738378","92704530","13501","73039","73019","22","98017220","97959089","20351","641123","645272","2449","0","0","0","39958","39958","44","76511","76511","38","314668","298251","32","6","6","5","1272929726","1273490593","48138","958595699","958923687","46695","18472877","18471236","1444","847049","847194","478","83680780","83574729","11625","3817709","3777277","339","206949898","207355645","23179","561192","559850","701","1610","1610","3","6256","6256","7","28824241","28816017","523","319520947","318715540","53237","0","0","0","0","0","0","197314273","197666401","1659","112468543","112443471","483","1398367835","16741","177978412","8477987","36019582","51006271","10201256","4530679","21287647","0","0","0","0","0","0","0","0","0","0","115464034","567293","23121171","24344690","4868936","27174","18225061","0","0","0","0","0","0","0","0","0","0","293442446","59140753","75350961","15070192","4557853","39512708","44709634","154765","8949667","1686772","337355","22766","8589546","0","82","4","0","0","0","4","0","1","1","4723648","49433282","155421","0","0","0","0","0","0","1398367835","601904","26889093"
"Приморский край","976113126","973621003","43497","6181684","6181684","123633093","5405","158068","158068","3319437","287","468248","468248","6689251","152","231","231","3524","5","0","0","0","0","51462510","51422761","514219921","6183","4906","4725","51970","30","170","679524225","677458141","3387207378","36216","0","0","0","0","0","1658653","1658359","9949106","473","8237","8177","40883","12","6765","6765","57256","6","665873","664742","3328787","226","161511889","161506503","998306157","19740","51861970","51507855","8418","133374","133374","23","74474576","74095113","12737","953031","944413","1613","412","412","4","1110","1110","10","39810","39810","26","40390","3635","21","471","471","2","893670837","893934315","38382","508221416","509411480","36777","143962144","143743578","5938","27122930","26919846","240","54473915","54499659","7453","653519","652211","216","158375131","158316477","18022","530626","535434","387","248","271","1","6072","400","5","18217979","18330358","1060","133964472","131058374","42598","0","0","0","0","0","0","68568663","68554937","1741","7575873","7551138","446","662168892","13718","139804671","7296503","28325759","24192934","4838588","3524975","19962196","438232","2382","87766","102769","20554","91241","-24029","17","3","11","264783584","105633","52961999","163520559","32704111","346116","19911772","0","0","0","0","0","0","0","0","0","0","404588255","81287758","187713493","37542699","3871091","39873968","15842899","9340","3169047","417678","83536","32074","3053437","93272","0","18654","58329","11666","899","6089","23","0","12","49636625","65479524","13198","163772","0","4294","9","0","6","662168892","1705576","18262692"
"Ставропольский край","506147668","506062646","32199","4121647","4121647","82434546","3733","94479","94479","1984066","169","434588","434588","6208394","163","10301","10301","157457","6","0","0","0","0","56740965","56734488","567341823","5960","108159","107791","1185698","62","25061","318477561","318415419","1592015482","26188","0","0","0","0","0","1812974","1779703","10677724","517","2781","2781","18552","13","5745","5745","114208","5","672852","671198","3355989","298","101978121","102037996","703820836","15751","19885534","19847596","6845","73252","73252","23","21670031","21631715","10965","483631","496830","795","0","0","0","8547","8547","57","4573","4573","19","5337","6576","30","196","321","5","443870737","443943081","28148","313052963","313136727","27163","9039001","9057352","940","1777230","1779699","501","20236120","20277048","6055","672203","670285","299","98654012","98579988","14276","445938","443804","215","1057","1057","1","25697","25697","1","532500","527942","106","76348877","75606954","32281","0","0","0","0","0","0","14024504","13383721","434","3041412","3032569","289","83959521","10020","110294814","6334134","22375674","13617081","2723419","1721853","17930402","270554","0","54111","267523","53505","786","-180","5","0","3","113492606","522416","22724643","75166544","15033309","6649","7684685","0","0","0","0","0","0","0","0","0","0","223787420","45100317","88783625","17756728","1728502","25615087","25847485","515105","5195252","2445831","489166","14625","4691461","103524","321665","36788","8201","1640","9320","25828","27","6","20","2131261","27978746","560660","41239","1369","0","2","2","4","83959521","116003","525417"
"Хабаровский край","525431614","524564927","26417","3963549","3963549","79271535","3652","108380","108380","2275972","187","402381","402381","5748296","141","803","803","12271","3","0","0","0","0","27065714","27027006","270270058","3247","1529","2980","32776","21","80","368798679","368452353","1842317720","21747","0","0","0","0","0","9094817","9079683","54478099","354","2016","2016","40328","2","29750","30637","211109","6","951728","949780","4748901","183","90031715","89656459","546511660","12578","21822584","21762734","6155","78947","78947","12","25011551","24921169","9365","359025","340054","2128","0","0","0","296","296","8","191","191","2","115465","115465","7","689","268","6","480639791","480360845","22665","368712105","368969130","21609","11986502","11965083","1239","257618","257618","143","23827204","23782419","5491","951143","949173","178","74484101","74174806","11581","396503","259240","287","15749","15749","6","33628","33630","5","11581122","11574877","277","99765328","99047435","27401","0","0","0","0","0","0","65955092","65844306","818","6551396","6463101","215","508032337","8577","65254333","5994167","13350576","20491026","4098204","1648693","7603679","5872","0","1174","239","48","3","1123","5","0","4","32923086","277251","6598479","697409","139482","17485","6441512","0","0","0","0","0","0","0","0","0","0","98177419","19949055","21188435","4237686","1666178","14045191","5045129","82491","1013151","871873","174375","25904","812872","303491","51467","63272","28667","5733","2535","55004","26","4","12","8972063","14017192","82993","70024","1210","0","4","1","4","508032337","96722","11496125"
"Забайкальский край","139436297","138820146","8486","1583987","1583987","31679742","1641","61034","61034","1281704","99","187691","187691","2681299","54","0","0","0","0","0","0","0","0","6635394","6531036","65310360","1032","10013","6285","69131","15","1823","97613363","97386195","486944311","6344","0","0","0","0","0","409370","405688","2434131","190","6248","124","7808","1","6124","0","0","0","1461987","1451162","7255808","122","21205393","21082766","129121356","3053","9469875","9381623","1266","44077","44077","6","10269560","10122480","2343","288968","286880","1602","0","0","0","90","78","7","392","392","4","898","898","5","0","0","0","133176388","132861542","6747","98270192","97855078","6391","3943932","3938781","488","44349","42820","24","12780411","12772117","1073","1262567","1274010","117","16674059","16801459","2643","228120","204517","172","208","208","1","0","0","0","26600424","26605995","156","26958956","26602478","9160","0","0","0","0","0","0","47067775","47025469","779","2261035","2242652","96","391857753","3222","55177796","1872216","11129172","10987828","2197568","379590","8552014","744","0","149","0","0","0","149","3","0","3","58742174","21010","11749485","555979","111196","4776","11633513","0","0","0","0","0","0","0","0","0","0","113919970","22878657","11543807","2308764","384366","20185527","6425247","43127","1287206","39903","7981","2475","1276750","8349","0","1670","19","4","569","1097","10","0","5","56341","6481588","81564","27940","0","0","2","0","2","391857753","541116","26605994"
"Амурская область","272634187","272415182","12600","2011611","2011611","40230925","1866","93277","93277","1958810","98","137886","137886","1969800","42","5590","5590","85451","3","0","0","0","0","17728187","17725661","177255546","2221","371592","371493","4086413","47","201","188785718","188523744","942645408","9767","0","0","0","0","0","284757","285423","1712536","164","19412","18162","87965","5","0","0","0","0","820122","820269","4101343","85","30551336","30736177","197109313","4798","31078464","30952570","2059","0","0","0","31843866","31703806","3506","1602926","1603668","832","0","0","0","3946","3946","9","192","137","5","87","87","2","45","45","5","265028247","265204367","10753","191900858","191925440","10242","11032509","11027667","1597","197790","197792","78","32309253","32562149","1839","755835","755981","79","27039926","26990284","4305","1791596","1744564","128","0","0","1","0","0","0","5795556","5817320","160","80814219","80510503","12292","0","0","0","0","0","0","77316920","77428418","929","44618518","44685054","138","211117813","4115","170112978","2764018","34160798","118799216","23759844","582578","9818376","0","0","0","0","0","0","0","0","0","0","106902686","6340","21380855","85142387","17028477","244","4352134","0","0","0","0","0","0","0","0","0","0","277015664","55541653","203941603","40788321","582822","14170510","2247482","78042","453399","85159","17032","52","436315","0","0","0","0","0","0","0","0","0","0","26952","2274434","127535","0","0","0","0","0","0","211117813","155213","5817331"
"Архангельская область","222830653","222683089","10658","2439872","2439872","48798471","2321","26576","26576","558066","75","122591","122591","1751296","58","336","336","5135","4","0","0","0","0","8155806","8165392","81656693","1394","0","0","0","0","0","155828534","155727539","778620229","7973","0","0","0","0","0","448200","447286","2683717","216","0","0","0","0","824","824","4945","2","448994","448679","2216596","165","43085809","43078633","264609159","5022","9476943","9452737","1599","50373","50373","18","12273493","12226157","3207","123289","113865","1549","0","0","0","442","438","28","743","743","5","2484","2147","6","27","27","2","185251209","185381006","8672","122861941","123030209","8065","815950","812069","100","199499","198864","91","11611765","11650435","1393","403328","402145","160","49278389","49216129","4423","79533","70352","293","824","824","2","119","119","1","4927993","4936885","89","54393518","54087583","11495","0","0","0","0","0","0","21547818","21538938","332","3298576","3300056","154","131238629","3618","40530045","5424613","8377242","10698191","2139638","1888608","4348996","0","0","0","0","0","0","0","0","0","0","14299657","140213","2866942","191752","38350","2302","2826290","0","0","0","0","0","0","0","0","0","0","54829702","11244184","10889943","2177988","1890910","7175286","3017428","55361","606254","251721","50344","13656","542254","0","0","0","0","0","0","0","0","0","0","9876184","12893612","56670","0","0","0","0","0","0","131238629","83105","4929393"
"Астраханская область","92444180","92139772","7649","1652388","1652388","33047230","1466","51729","51729","1086305","84","154302","154302","2204300","48","4","4","62","1","0","0","0","0","3982792","3973523","39768509","984","8249","10326","113589","22","158","66766049","66636921","333189690","5653","0","0","0","0","0","1180844","1179538","7076640","140","37","37","2152","1","58","3","15243","1","24011","24011","120056","41","14234333","14084213","88988832","3638","3782602","3779559","1277","85","85","3","4389296","4372524","2103","196637","194987","295","0","0","0","410","410","3","0","0","0","14996","13452","16","130","130","3","66475810","66291427","6353","45865295","45820711","5934","2939893","2936939","330","253219","253272","92","4375300","4370519","1177","24011","24011","41","12891548","12759531","3159","126070","126046","48","89","89","1","266","266","4","12401824","12401881","218","30571016","30456137","7322","0","0","0","0","0","0","16763575","16771396","485","766720","766304","94","384607092","2545","20340776","1970207","4166667","2365817","473163","358784","3334720","692","0","138","0","0","0","138","4","0","1","1785423","12594","357715","173680","34736","2442","320537","0","0","0","0","0","0","0","0","0","0","22126199","4524382","2539497","507899","361226","3655257","3530803","202619","716292","415534","83107","6542","626643","234782","375","46975","0","0","0","46975","8","1","5","584371","4115174","205073","84703","118","0","1","1","2","384607092","154654","12388265"
"Белгородская область","595000066","594595845","31589","2107840","2107840","42158577","2101","49179","49179","1028257","73","192724","192724","2753136","71","8","8","128","1","0","0","0","0","131145641","131244062","1312439936","4617","27790","28491","313403","32","-61","344665466","343968855","1719834544","27935","0","0","0","0","0","3800564","3845067","23082110","442","21663","21663","144882","10","0","0","0","0","985524","984647","4923233","278","83599581","83742740","597266958","15526","26943679","26943608","8242","25656","25656","21","28447627","28432124","12442","305115","302992","1288","5","5","2","4717","4717","26","6116","6359","17","186746","164189","27","5","5","1","518739454","518612810","29373","386040003","385899665","28734","25808183","25804687","1117","2634196","2590097","891","24243362","24285152","7221","976249","975306","261","78826556","78849510","14611","266433","265802","213","118","118","1","-151","15","1","885263","835224","94","104368106","104087221","31731","0","0","0","0","0","0","28295973","28297168","573","3423474","3431453","348","282757018","9729","37124296","4806668","7665193","4022211","804442","718797","6141954","29732","0","5946","16642","3328","0","2618","8","0","5","59648806","223472","11940935","360692","72138","16770","11852027","0","0","0","0","0","0","0","0","0","0","96773102","19606128","4382903","876580","735567","17993981","4637809","125069","933816","129141","25827","3882","904107","75987","0","15197","7072","1414","0","13783","5","0","4","2555387","7193196","125394","416","0","0","3","0","2","282757018","130790","816880"
"Брянская область","272864495","272411820","14418","1770120","1770120","35402395","1612","38589","38589","810361","97","128011","128011","1828723","36","9252","9252","141423","3","0","0","0","0","35174341","34849180","348491800","2252","9541","9541","104956","14","20","158672803","158624086","793120432","12100","0","0","0","0","0","1788389","1787720","10726321","303","0","0","0","0","0","0","0","0","784287","782629","3913087","140","59858825","59827732","419844654","7029","13254640","13269581","2761","245726","245502","11","14629852","14584724","4756","295525","292830","814","0","0","0","1479","904","25","50220","50041","26","16933","15552","19","-1","0","0","226039652","226028457","12783","143512007","143503718","12300","4449485","4447899","465","7150190","7158840","1181","13077091","13067256","2417","784031","782373","138","56803113","56804033","6459","271175","270690","231","0","0","0","0","0","0","607786","607652","213","54012005","53558327","14563","0","0","0","0","0","0","7427584","7429900","403","2789146","2789543","135","40526483","4466","26580889","3114485","5471903","4115495","823102","636947","4011854","0","0","0","0","0","0","0","0","0","0","18544920","19752","3709972","29816","5963","4817","3699192","0","0","0","0","0","0","0","0","0","0","45125809","9181875","4145311","829065","641764","7711046","3703901","17452","741654","82467","16493","22830","702331","613","0","123","0","0","0","123","4","0","1","363136","4067037","202054","0","0","0","0","0","0","40526483","109359","592663"
"Владимирская область","420671928","420512116","21042","2591757","2591757","51838491","2548","28083","28083","589753","82","137385","137385","1962636","60","47","47","720","2","0","0","0","0","44234146","44224662","442246619","2396","5405","5405","59450","7","0","280774898","280834135","1404176544","17728","0","0","0","0","0","1781422","1782145","10692872","381","0","0","4359","0","0","0","0","0","429549","429425","2153686","210","76782077","76604471","482271660","11228","10746737","10723462","4644","11834","11834","30","13906992","13874433","7443","2542109","2539715","1115","33","33","1","1147","1147","31","6276","3899","11","14881","13060","63","0","0","0","349703791","349667973","18858","230615022","230453814","18131","31104009","31150797","933","1391473","1391336","629","13045136","13036661","4119","428743","427497","202","70661377","70752658","10548","2471354","2468905","247","0","0","0","1316","1316","2","246687","248113","112","79438937","79319845","21423","0","0","0","0","0","0","6079738","6090145","339","930502","930457","278","61764680","6451","44045387","4659932","9042075","10727956","2145592","760199","6136284","514","0","103","12","2","0","101","3","0","3","10048969","26679","2011128","949477","189895","10677","1810556","0","0","0","0","0","0","0","0","0","0","54094356","11053203","11677433","2335487","770876","7946840","16098674","79166","3223693","632857","126572","22014","3075107","2768","0","554","0","0","8","546","5","0","3","4577167","20675841","136209","0","0","0","0","0","0","61764680","175093","244322"
"Волгоградская область","412206852","411646495","24988","2457153","2457153","49145746","2455","87003","87003","1827057","126","162949","162949","2327848","49","5330","5330","81473","2","0","0","0","0","32524183","32561892","325622439","4191","154137","154137","1695507","60","52","281893731","281378902","1406856206","20540","0","0","0","0","0","9321216","9296455","55775927","592","0","0","0","0","0","0","0","0","1222029","1218737","6093687","204","68111053","68109334","443408937","13473","14205891","14161196","5802","87315","88070","33","16265092","16211238","8864","286877","287720","2146","-15","0","0","647","590","39","1192","1176","13","7256","7255","25","0","0","0","331538290","331629405","22154","235700170","235869686","21342","13506991","13505000","639","1561339","1561402","370","14467996","14445145","5091","1219981","1216700","195","64933841","64894645","12556","147672","136028","255","0","0","0","0","0","0","556211","556599","115","101411723","100764430","26017","0","0","0","0","0","0","20941103","20944973","277","4519971","4505540","223","76068422","7894","80256083","6334941","16367967","24327135","4865428","2270278","9232261","130","0","26","0","0","0","26","2","0","2","13097830","337906","2636461","2497969","499594","36979","2099888","0","0","0","0","0","0","0","0","0","0","93353913","19004428","26825104","5365022","2307257","11332149","6261480","657735","1285181","198374","39674","1612","1243895","933","0","187","2","0","0","187","2","0","2","1312297","7573777","685984","0","0","0","0","0","0","76068422","69053","553965"
"Вологодская область","518414677","518106770","23282","2170284","2170284","43408955","2163","54641","54641","1147464","118","135055","135055","1929361","53","0","0","0","0","0","0","0","0","22644969","22646990","226469901","2461","9068","9068","99750","19","-3","376654047","376696098","1883895274","20460","0","854","854","5123","1","2652290","2652227","15913365","375","-2402","0","4","1","0","0","0","0","4483914","4483758","22401872","246","94241454","93861031","574215730","10271","13289206","13320585","5402","5219","5219","8","15365833","15394440","8355","123705","133736","1133","0","0","0","2014","1881","19","6738","6738","8","35815","29123","17","133","133","4","516747929","516494086","21221","380295798","380612424","20650","15983889","15994600","373","5546477","5546978","314","14998675","14991691","4920","4472787","4472627","243","95343256","94767633","9420","113809","113173","208","136","136","2","4124","0","0","519023","518124","90","54977496","54925247","23671","0","0","0","0","0","0","53610853","53605846","351","13097489","13094950","252","511300328","7350","46984113","6168097","9705227","4784447","956890","340051","8408286","11983","2249","2509","2511","502","1","2006","3","5","5","288339378","200947","57677922","166043675","33208735","99009","24370178","0","0","0","0","0","0","0","0","0","0","335323491","67383149","170828122","34165625","439060","32778464","10305780","13069","2061810","117294","23459","186","2038165","3863","0","773","0","0","0","773","11","0","5","1460906","11766686","16383","33841","45","0","5","1","5","511300328","170535","500592"
"Воронежская область","798181157","793695879","52619","4717305","4717305","94346059","4429","34965","34965","734271","113","407126","407126","5816084","122","1","1","20","4","0","0","0","0","119432869","119337207","1193372057","7672","-353","956","10520","9","135","458385436","454132544","2270660857","45571","-165","15","15","87","1","3931187","3942193","23651294","774","0","0","0","0","0","0","0","0","504734","504750","2525232","273","166091704","166065607","1121322579","27014","40167149","40056614","13179","32969","32361","29","44676224","44553091","19286","343397","338635","1557","0","0","0","4188","4150","27","18214","18204","52","9944","9265","37","0","0","0","694754057","693631147","48001","490184674","489058146","46662","14206897","14204865","1356","3329541","3334352","1170","43325007","43385349","11729","347064","347046","260","143115564","142982584","25215","310644","293824","327","0","0","0","0","0","0","1077673","1077673","152","125515994","122141521","52670","0","0","0","0","0","0","22693818","22687258","440","2818825","2818102","537","119579568","15964","145524979","12838312","29746913","23790299","4758058","2701659","22287196","0","0","0","0","0","0","0","0","0","0","301705809","583413","60370333","242942420","48588484","8746","11773103","0","0","0","0","0","0","0","0","0","0","447230788","90117246","266732719","53346542","2710405","34060299","17655203","357770","3548928","364449","72890","29318","3446720","0","0","0","0","0","0","0","0","0","0","3705901","21361104","505892","0","0","0","0","0","0","119579568","253679","1073086"
"Ивановская область","260184674","259864954","22167","3737936","3737936","74758724","3092","65806","65806","1381921","136","887683","887683","12681192","115","10943","10943","167275","5","0","0","0","0","9314530","9301292","93012917","2310","43457","43457","478027","18","8","182619448","182442753","912214300","18374","1","0","0","0","0","721629","720259","4321551","394","22668","22668","136152","10","86","86","429","3","340028","342330","1711652","82","44565440","44441199","274209783","9722","11557897","11570347","3787","5569696","5564574","16","17884040","17877562","6107","206305","205885","518","0","0","0","1661","1661","23","4947","5039","5","36847","26624","38","0","0","0","216487125","216975312","19615","142242594","142690694","18968","18115130","18121207","1251","1506824","1505280","447","10352774","10413352","3571","339939","342241","76","43946368","43911932","8905","138718","138412","114","0","0","0","20259","16716","8","11612398","11618576","59","36765052","35955461","22231","0","0","0","0","0","0","4411358","4415910","179","450466","441728","165","98859605","6974","26654956","4752424","5568616","5280356","1056072","687768","3824776","29560","0","5912","12113","2423","2540","949","1","0","1","24655008","188292","4940417","629349","125870","94167","4720380","0","0","0","0","0","0","0","0","0","0","51309964","10509033","5909705","1181942","781935","8545156","2859200","21333","572906","512610","102522","118498","351886","0","0","0","0","0","0","0","0","0","0","464373","3323573","21884","275","3290","0","1","1","2","98859605","58874","11603901"
"Иркутская область","864617435","863727798","36154","4766349","4766349","95326980","4458","123463","123463","2592725","169","400753","400753","5725040","132","0","0","0","0","0","0","0","0","26758962","26705792","267057918","4129","36261","36261","398872","43","26","613852498","613685844","3068429214","30378","0","0","0","0","0","1621875","1559519","9357115","594","0","0","0","0","0","0","0","0","8396457","8393389","41966385","279","159809165","159235433","965517611","16910","46600226","46576311","8311","269","269","5","48850482","48819824","13353","543970","538692","2372","320","320","4","1403","1403","18","2814","2721","14","42034","36422","31","1145","1145","3","733207546","733159709","31784","501759372","502284649","30625","21129858","21136670","1162","637355","645433","278","48788462","48664209","7313","7107591","7104575","279","153373575","152916776","15553","411236","407302","404","96","96","1","-18484","14","1","40907693","40842439","396","194915679","194040773","36785","0","0","0","0","0","0","103722246","103649324","1024","15991107","16146532","296","788350705","11634","109550621","7086684","22264456","25565863","5113175","1096166","16055115","0","0","0","0","0","0","0","0","0","0","78114671","257353","15635803","6200411","1240083","17508","14378212","0","0","0","0","0","0","0","0","0","0","187665292","37900259","31766274","6353258","1113674","30433327","5993477","526259","1225008","685940","137188","5223","1082597","0","0","0","0","0","0","0","0","0","1","1788945","7782422","575580","0","0","0","3","0","1","788350705","1274789","37259614"
"Калининградская область","431398020","430985593","19177","5611436","5611436","112206959","4988","193158","193158","4056311","281","697903","697903","9970043","269","17784","17784","271849","16","0","0","0","0","52774482","52759190","527591901","2462","34496","34485","379338","29","1117","254065369","254244278","1271268986","13042","78","0","0","0","0","1397826","1358410","8150458","359","1931","1931","38367","8","337","337","6731","2","439008","437643","2188213","124","101363215","101327688","657655934","9340","13031189","12666207","2666","1374","1374","10","14156759","13938435","4609","406732","408385","715","0","0","1","957","957","26","14321","14321","37","8062","8062","21","0","0","1","341671326","341643251","15499","213285938","213262828","14117","12347750","12368621","1198","2663814","2678637","692","15349833","15350385","2441","434371","433005","122","96783183","96734642","8226","208489","215900","252","12","12","1","1186","1186","5","9900459","9888351","444","106542987","106223529","18803","0","0","0","0","0","0","26159267","26209999","791","1593412","1592563","170","191275976","6303","96356853","10933259","19818034","17409772","3481952","1591544","14744538","306","40230","2073","0","0","1689","384","1","7","4","644654910","368820","128949424","353150123","70630023","628527","57690874","0","0","0","0","0","0","0","0","0","0","741011763","148767458","370559895","74111975","2220071","72435412","376374334","780930","75313913","353156749","70631349","10345","4672219","376133","11633","75808","312696","62539","0","13269","34","7","30","27300962","403675296","960610","64957","0","0","3","0","3","191275976","1081129","9876066"
"Калужская область","609159654","602625779","21854","2059852","2059852","41197037","1981","33369","33369","700747","84","214327","214327","3061820","65","604","604","9236","3","0","0","0","0","42185107","42178301","421783009","1935","5385","5385","59239","7","85","374963167","374548056","1872740441","18952","0","0","0","0","0","6210979","6208269","37251397","310","0","0","0","0","0","0","0","0","242130","244302","1239790","155","149593175","143536776","880672669","12020","31693595","31653127","5365","39768","39768","16","33651508","33596618","7817","610948","611071","952","4389","4389","2","1126","1126","29","37331","37327","45","73379","72694","69","0","0","0","525881097","520112753","19428","304301198","304951331","18716","51216141","51211915","1093","3147905","3156521","689","34540373","34533382","4736","236978","231060","146","131862083","125456005","11307","576418","572538","351","0","0","0","0","0","0","840235","840343","91","93728288","92930469","21928","0","0","0","0","0","0","10556533","10467395","406","1700462","1703734","293","55088131","6685","55417678","4086452","11287861","9574395","1914880","719620","8653361","213","0","43","0","0","0","43","1","0","1","4471532860","128797","894313012","4402361804","880472361","229610","13611041","0","0","0","0","0","0","0","0","0","0","4526950538","905600873","4411936199","882387241","949230","22264402","56673472","119636","11340676","48103457","9620692","24665","1695319","93014","0","18603","0","0","0","18603","7","0","3","1110708","57784180","150053","33218","460","0","2","1","2","55088131","67276","834881"
