GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417;G418;G419;G420;G421;G422;G423;G424;G425;G426;G427;G428;G429;G430;G431;G432;G433;G434;G435;G436;G437;G438
Республика Адыгея;45 726 911;7 674 576;3 082 194;559 097;42 907 796;8 913 088;2 931 560;526 552;10 471;1 684;10;0;0;0;2 980 210;159 157;17;2 821 053;1 038 736;564 210;84 631;0;115 457;17 306;79 811;557;12 049;83;31 832;147;1;0;0;0;0;0;143;0;0;0;0;738;90;408;244;0;538 084;10 169;0;453 541;7 038;0;92 704;3 201;0;18 541;640;0;2 781;96;0;8 161;71;0;31;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798 039;787 104;19 560;3 912;587;8 625;7;1;7 307;5 766;42;1 499;0;300;45;0;0;1;0;0;0;0;0;0;0;484 786;232 675;0;0;0;0;0;225 721;157 415;0;60 306;8 000;0;0;8 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 000;0;35;0;0;0;0;0;0;14;72 515;228 872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;523;1;0;0;322;2;28;1;0;0;123;1;1 520;2;0;0;0;0;0;0;0;0;688;1;0;0;0;0;0;0;0;0;0;0;1 450 845;339;97 293;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Башкортостан;1 497 920 116;156 279 296;79 820 871;13 477 385;1 392 802 368;168 138 608;59 436 516;21 430 222;401 848;1 042 065;6 901 961;2 979 744;157 559;10 598;118 940 691;5 604 252;349;113 336 440;21 760 225;22 355 385;3 399 957;2 377;4 442 166;666 372;1 923 297;72 551;304 884;10 884;1 120 850;311 365;4;0;0;0;0;0;0;0;0;0;0;14 652;2 739;8 890;2 282;0;5 184 686;26 362;0;4 887 246;22 842;0;375 201;3 520;0;75 038;704;0;11 257;106;0;80 901;0;0;357;26;0;13;0;0;0;0;4 911 383;0;0;4 707 465;0;0;198 228;0;0;9 911;0;0;29 735;0;0;5 670;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 339 519;8 453 935;1 088 375;217 675;32 651;1 202 791;45;12;578 672;607 249;0;0;28 577;0;0;2;2;8;0;0;0;0;0;0;0;9 033 668;8 829 213;5 564 497;5 467 174;0;0;97 442;12 724 528;9 382 384;210 963;612 136;451 096;414;0;439 082;0;48;1 589 854;7 576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11 790;849;0;129 682;4;103;1;0;0;183;2 114 720;5 931 680;154;1;4 077;4;0;0;0;0;0;0;0;0;714 983;9;567 047;8;0;0;0;0;0;0;22 835;6;1 772;1;0;0;0;0;0;0;0;0;0;0;30 171;2;0;0;54 198;1;149 806;19;22 464;15;60 001;28;182 353;70;656;4;342;2;309 382;8;253 805;49;9 350;15;60 823;19;6 235;6;15 923;4;208 136;82;0;0;0;0;0;0;0;0;136 376;2;32 068 781;5 290;982 855;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Бурятия;95 379 052;7 964 151;4 547 536;3 952 319;81 444 888;10 344 162;5 308 780;3 848 995;8 440;73 880;34 265;0;221;26;13 146 874;1 904 092;30;11 242 782;2 180 333;2 168 948;337 283;0;292 731;44 672;83 623;1 780;12 544;267;380 818;79 607;2;0;0;0;0;0;0;0;0;0;0;1 662;220;717;410;0;991 159;4 526;0;913 688;3 371;0;77 471;1 155;0;15 494;231;0;2 324;35;0;0;0;0;102;1;0;0;0;0;0;0;1 996;0;0;1 858;0;0;138;0;0;7;0;0;21;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 413 869;1 085 438;328 783;65 757;9 863;352;6;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;43 512;21 012;0;0;22 500;2 762 551;2 378 295;3 489;380 767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;167 027;324 451;0;0;0;0;0;0;0;0;0;0;0;0;12 436;1;2 624;1;0;0;0;0;0;0;4 374;1;0;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;866;1;0;0;931;8;31 195;6;0;0;0;0;3 488;1;4 662;5;359;4;12 844;1;0;0;0;0;18 602;7;0;0;0;0;0;0;0;0;0;0;2 421 165;459;2 322 629;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Алтай;53 034 277;7 365 027;8 412 681;477 689;49 966 644;7 789 416;6 128 970;765 052;96 889;874;1 654 898;11 581;25;15 377;3 793 335;157 815;17;3 658 578;737 836;692 139;109 736;0;132 953;21 493;79 685;57;12 677;9;31 563;39 242;47;0;0;0;0;0;0;0;0;0;0;586;62;510;151;0;38 930;0;0;35 880;0;0;6 289;0;0;1 258;0;0;189;0;0;3 239;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42 541;27 157;15 384;3 077;462;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;219 902;177 075;144 592;144 592;0;0;20;481 792;448 893;6 235;26 664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;17;265 257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 178 658;220;4 568;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Дагестан;59 697 632;12 623 357;1 970 768;361 081;55 625 766;15 875 245;1 775 411;1 264 500;3 170;629;69 086;926;1 251;0;4 200 059;251 075;17;3 948 985;4 155 600;789 154;118 467;0;362 092;54 486;63 711;119;9 366;18;50 215;642;2;0;0;0;0;0;0;0;0;0;0;1 292;306;1 234;900;0;631 069;0;0;538 711;0;0;110 273;0;0;22 055;0;0;3 308;0;0;17 917;0;0;51;0;0;2;0;0;0;0;25 837;0;0;25 839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209 657;207 882;7 551;1 510;227;5 776;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100 880;69 548;7 337;23 995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3 786;376 626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 355 651;437;8 277;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Ингушетия;8 876 279;3 188 413;26 792;1 195 034;8 466 038;4 438 672;58 621;2 202 652;553;11 651;0;0;0;0;378 965;0;0;378 965;2 246 224;75 764;11 369;0;28 450;4 270;6 492;0;923;0;0;21;1;0;0;0;0;0;0;0;0;0;0;290;26;409;127;0;944;0;0;157;0;0;787;0;0;157;0;0;24;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;878 846;523 260;355 586;71 117;10 668;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441 902;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кабардино-Балкарская Республика;39 828 960;6 922 904;1 227 510;468 767;38 468 610;7 642 074;1 109 705;758 294;3 823;14 014;4;0;0;0;1 482 222;21 276;9;1 460 946;994 682;291 835;43 768;14;50 473;7 589;45 524;8 087;6 827;1 214;4 255;354;2;0;0;0;0;0;0;0;0;0;0;738;148;946;449;0;573 042;0;0;380 440;0;0;194 997;0;0;38 999;0;0;5 850;0;0;2 531;0;0;51;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637 746;581 597;56 452;11 291;1 693;303;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;2 000;2 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3 897;51 980;680;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;1;0;0;0;0;0;0;0;0;0;0;1 229 160;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Калмыкия;7 882 085;1 327 222;360 849;69 401;7 735 514;1 625 100;307 766;62 155;1 120;0;0;0;0;0;200 774;27 024;6;173 750;290 632;34 750;5 213;0;14 623;2 192;8 154;40;1 223;6;5 405;0;0;0;0;0;0;0;0;0;0;0;0;306;46;637;239;0;27 742;2 029;0;22 497;1 751;0;5 245;278;0;1 049;56;0;157;8;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 747;6 931;2 816;563;84;0;3;0;5 179;1 421;0;3 758;0;752;113;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 563;0;0;14 563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436 965;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Карачаево-Черкесская Республика;35 812 709;6 920 431;1 093 715;353 401;33 966 440;7 747 465;1 561 196;708 249;8 632;12 763;0;0;1;630;1 387 420;29 419;8;1 358 001;1 169 749;271 281;40 740;0;59 495;8 924;44 148;506;6 704;76;5 884;0;3;0;319;1;0;0;0;0;0;0;0;471;85;732;191;0;36 566;4 105;0;32 444;3 600;0;4 122;505;0;824;101;0;124;15;0;0;0;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;551 416;409 928;141 488;28 298;4 245;0;6;0;30 514;28 293;0;3 059;839;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3 296;160 352;345;1;871;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 398;2;19 341;2;20;1;1 096;3;0;0;0;0;0;0;135;1;0;0;0;0;0;0;0;0;1 868;2;0;0;0;0;0;0;0;0;0;0;1 418 938;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Карелия;89 517 928;21 008 526;6 691 342;2 252 815;77 929 478;24 221 827;5 178 880;3 828 707;31 183;77 182;61;3 460;6 892;15 405;13 125 143;948 148;118;12 176 995;4 730 876;2 375 016;365 227;39;351 122;53 831;249 390;9 039;37 721;1 355;189 630;60 301;8;0;0;0;0;0;0;0;0;0;0;1 670;629;655;624;0;613 126;4 220;0;579 169;2 710;0;36 158;1 510;0;7 232;302;0;1 084;45;0;2 202;0;0;59;2;0;4;0;0;2 308 238;0;557 357;2 107 094;0;685 877;0;0;40 092;0;0;2 005;0;0;6 014;0;0;1 203;0;0;168 612;1;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 542 519;1 378 671;257 885;51 578;7 736;94 037;20;8;28 848;24 489;2 171;2 189;0;438;66;2;0;2;0;0;0;0;0;0;0;76 923;73 812;61 747;61 747;0;0;0;535 910;118 000;4 524;283 484;65 879;0;0;65 879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65 879;0;0;4 606;1;0;0;0;0;33;30 588;358 983;1 060;1;0;0;0;0;0;0;0;0;0;0;55 530;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 427;1;0;0;0;0;489;2;2 061;2;3 866;10;12 190;16;0;0;0;0;0;0;5 294;4;0;0;95;1;11;1;515;1;10 607;21;0;0;0;0;0;0;0;0;0;0;3 984 876;954;57 908;8;0;0;0;0;0;0;0;0;0;0;140 039;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
