"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67"
"Орловская область","2 882","","0","0","787","0","31 275","22","7","3 603","3 193","776","544","281","20","28","2","11","1 294","36","688","4 218","511","850","3 292","4 143","24","37","19 327","4","1","0","0","0","4","0","0","7","3 703","11 797","6 234","8 622","15 031","3 757","2","1","25","5 935","789","1 297","17 434","3 683","10 372","75 385","18","112","160 309","4","17","0","0","0","112","0","0","310","0","0","32 958",""
"Пензенская область","4 383","","0","0","20","0","38 880","58","19","3 806","4 035","1 228","999","454","43","59","10","24","1 475","322","836","6 207","807","1 199","4 878","5 769","86","151","26 339","28","7","0","0","1","4","0","0","19","5 808","13 537","9 069","15 660","26 555","6 934","6","3","106","7 209","6 193","1 694","29 344","6 425","16 532","148 597","74","637","286 738","50","146","0","0","15","155","0","0","2 319","0","0","129",""
"Пермский край","10 113","","0","0","159","0","83 748","1 352","141","6 076","10 153","3 441","2 682","1 904","146","65","19","56","3 246","2 116","1 208","11 653","1 655","3 395","11 744","13 116","590","685","59 412","190","236","11","2","11","26","202","188","86","11 025","37 311","27 626","39 732","85 798","21 102","9","7","199","19 885","43 684","2 416","53 685","12 942","48 227","344 836","307","1 595","727 381","240","2 994","2","143","47","589","9 813","3 430","32 269","0","0","1 211",""
"Псковская область","2 535","","0","0","57","0","22 927","299","18","2 477","2 543","692","466","252","24","59","4","6","737","65","568","3 847","513","643","2 981","3 576","75","82","15 853","86","27","0","0","3","7","2","10","9","3 213","8 514","5 637","7 268","14 334","3 570","4","2","12","3 496","1 022","1 119","17 124","3 916","9 048","95 571","58","283","170 280","96","420","0","0","33","256","1","97","15","0","0","8 478",""
"Ростовская область","15 838","","0","0","1 302","0","155 637","1 663","185","13 667","19 505","5 877","4 424","2 489","229","111","20","72","5 766","1 449","4 603","20 901","2 878","4 898","17 332","19 299","38","49","103 984","500","182","12","1","4","16","150","333","183","10 816","33 012","42 378","69 010","136 627","35 816","6","3","314","14 135","10 145","5 486","60 917","13 788","37 106","316 610","35","195","750 352","654","4 207","104","60","32","883","1 922","20 905","5 923","0","0","35 716",""
"Рязанская область","5 020","","0","0","286","0","48 594","203","16","3 774","4 508","1 524","1 326","665","77","61","8","26","1 933","192","890","6 664","946","1 490","4 595","6 357","144","154","28 602","119","30","0","0","2","3","15","4","14","2 876","9 937","11 058","20 622","38 012","11 403","3","3","98","6 828","2 591","1 640","24 288","5 839","19 418","136 689","133","663","279 900","231","1 135","0","0","41","176","22","163","1 439","0","0","41 769",""
"Самарская область","15 073","","0","0","58","0","129 907","968","35","17 431","18 775","5 055","4 593","2 404","207","124","35","138","5 105","1 540","3 142","17 985","2 507","4 793","16 384","17 456","368","582","100 006","372","342","4","4","12","54","16","43","35","21 290","58 031","34 430","70 162","133 198","32 175","15","19","537","19 273","28 811","5 918","83 972","19 273","67 314","477 924","345","2 425","1 020 167","825","7 579","4","1 190","137","4 249","207","824","407","0","0","19 257",""
"Саратовская область","8 366","","X","X","X","0","84 131","522","14","8 390","8 877","2 547","2 306","1 073","70","40","12","36","3 811","934","2 088","12 272","1 643","3 463","8 669","12 804","224","296","56 158","233","140","0","4","5","17","17","10","14","9 234","30 407","20 684","36 676","56 387","11 026","2","4","156","18 600","18 763","3 730","53 235","13 129","48 661","255 748","201","1 249","565 415","517","5 888","0","577","88","1 426","19","172","538","X","X","X",""
"Сахалинская область","2 496","","0","0","59","0","29 504","3 384","26","828","2 533","716","641","600","22","18","5","6","1 516","532","412","3 238","757","1 280","4 107","7 530","385","400","17 189","565","105","2","3","5","6","35","285","14","452","4 484","2 922","7 381","20 819","2 714","1","1","6","9 180","12 748","848","15 466","6 116","18 420","119 917","339","1 636","218 760","1 119","2 903","5","1 468","48","346","168","9 659","1 339","0","0","5 873",""
"Свердловская область","21 062","","0","0","4 875","0","167 763","582","54","11 390","24 468","8 162","7 186","4 824","423","216","83","307","4 396","1 456","3 051","18 424","2 966","5 197","14 601","23 147","491","699","106 725","195","88","1","0","20","43","9","27","43","8 517","38 783","45 319","77 825","190 587","47 935","12","20","775","18 981","23 623","2 542","35 096","9 497","29 471","284 308","304","2 074","765 361","319","1 426","0","0","158","1 997","7","361","5 543","0","0","293 624",""
"Смоленская область","5 226","","0","0","51","0","42 895","156","5","4 379","5 011","1 403","1 111","549","32","45","6","24","1 418","204","763","5 623","833","941","11 555","5 394","154","165","33 864","81","21","1","0","4","4","10","0","4","3 391","11 317","8 976","16 097","27 078","3 875","2","1","55","5 928","3 267","1 214","20 192","5 052","9 511","230 993","141","630","343 076","259","885","0","0","40","176","20","0","784","0","0","9 304",""
"Тамбовская область","3 099","","0","0","9","0","41 298","44","9","4 181","4 007","1 051","864","429","34","30","7","8","1 751","90","972","5 968","711","1 858","4 539","5 301","37","116","26 466","25","13","0","0","2","3","0","0","9","6 501","13 482","8 506","13 463","23 061","5 800","3","3","32","10 229","2 241","1 987","28 490","5 647","26 262","130 267","32","537","270 175","85","425","0","0","40","375","0","0","141","0","0","2 812",""
"Тверская область","5 006","","0","0","747","0","46 341","636","118","3 456","4 559","1 467","1 156","543","36","139","24","37","1 323","694","969","6 951","1 091","1 327","4 346","8 449","470","388","28 082","217","125","5","0","18","17","40","81","99","2 653","10 856","7 174","18 090","28 109","5 457","4","4","30","8 071","16 429","1 909","32 156","8 205","18 636","129 016","407","1 485","281 341","96","2 821","8","0","183","792","11","30","8 933","0","0","15 520",""
"Томская область","4 119","","0","0","5","0","46 292","726","19","4 068","8 981","1 505","1 162","753","28","34","4","17","2 130","601","711","5 915","716","2 505","5 431","7 017","473","419","34 525","273","54","0","0","7","13","80","27","19","2 492","14 221","6 928","11 637","27 986","3 552","2","1","14","7 341","6 136","1 193","20 930","4 581","30 371","133 116","248","1 189","266 948","245","622","0","0","31","387","161","308","5 083","0","0","160",""
"Тульская область","5 170","","0","0","470","0","51 301","114","11","3 828","5 184","2 188","1 633","834","62","59","8","27","1 746","406","920","6 855","1 035","1 469","5 471","8 532","57","117","31 663","32","9","0","0","1","4","25","2","9","3 340","16 778","17 624","24 879","41 137","7 098","5","3","80","8 060","7 968","1 878","31 701","8 016","20 932","163 557","52","460","345 959","67","226","0","0","9","177","30","67","90","0","0","29 290",""
"Тюменская область","7 272","","0","0","983","0","82 832","812","37","3 995","5 891","2 397","2 279","1 795","145","60","21","51","1 903","983","984","9 129","1 572","3 139","10 310","14 927","870","397","44 509","262","108","0","0","7","7","69","19","14","2 909","20 176","14 722","26 466","68 071","16 842","3","5","116","7 118","9 230","1 994","42 003","12 171","41 371","295 409","426","874","541 765","315","1 058","0","0","47","215","95","201","3 353","0","0","108 012",""
"Ульяновская область","4 506","","0","0","121","0","35 849","138","303","2 984","4 168","1 177","1 061","538","43","22","4","5","2 277","138","747","5 452","608","1 114","4 947","4 348","78","124","25 242","54","38","5","0","1","2","2","0","272","2 691","14 096","8 294","15 443","24 016","4 811","1","1","10","7 509","1 876","1 483","25 231","4 247","15 192","151 043","57","360","271 133","60","954","3","0","7","76","16","0","10 943","0","0","40 462",""
"Челябинская область","15 289","","0","0","209","0","112 469","744","10","9 945","13 496","5 133","4 912","2 505","220","96","34","137","3 985","1 087","2 558","15 414","2 292","4 116","14 058","17 591","290","340","79 759","225","46","5","0","15","31","164","21","10","3 989","20 694","42 370","78 485","137 579","32 092","3","4","316","23 992","28 316","5 206","71 932","18 106","56 798","433 985","259","1 409","921 774","263","786","5","0","148","1 261","128","97","2 305","0","0","25 687",""
"Ярославская область","5 820","","0","0","132","0","46 346","290","3","3 783","5 797","1 906","1 611","791","71","59","14","27","1 764","1 247","875","7 710","1 143","1 225","4 341","7 053","329","204","32 294","116","68","3","2","8","7","3","26","3","4 433","18 383","14 118","24 030","42 803","10 284","5","4","85","9 534","20 818","1 806","33 861","8 270","16 142","113 637","285","738","307 931","237","2 384","6","1 133","76","409","3","354","89","0","0","11 219",""
"Г.Москва","82 638","","0","1","1 568","0","841 889","3 247","1 311","51 684","245 906","62 996","42 051","32 383","4 717","251","181","1 432","12 669","4 968","14 751","111 924","21 363","12 417","95 624","88 023","339","810","710 595","841","675","38","7","31","145","452","547","992","52 970","904 150","490 057","643 410","2 105 205","770 442","23","67","5 987","41 973","82 869","19 752","375 132","134 614","159 757","2 544 103","283","3 812","7 560 069","3 475","42 035","230","3 329","590","14 710","13 647","35 570","1 056 560","0","X","1 330 367",""
"Г.Санкт-Петербург","39 801","","0","2","60","0","301 865","4 616","323","18 536","55 182","19 607","18 672","10 979","1 265","113","84","674","6 452","6 345","5 670","39 147","7 350","6 464","39 318","39 629","276","594","234 580","755","568","71","21","21","64","697","687","254","33 904","218 540","157 490","289 363","651 948","193 709","13","40","2 318","40 903","104 622","11 085","185 088","55 913","77 080","965 451","243","2 455","2 793 757","1 471","34 616","108","15 199","377","6 502","37 237","115 892","65 982","0","236","53 149",""
"Г.Севастополь","1 403","","0","0","0","0","8 962","302","0","831","1 223","402","262","133","13","14","2","9","566","230","237","1 237","271","270","1 048","1 254","3","3","6 735","44","39","5","1","1","13","72","40","0","322","970","1 568","3 874","5 183","1 279","0","0","9","695","964","224","2 971","1 042","1 747","14 605","3","11","34 174","38","980","1","18","5","278","1 417","5 664","0","0","0","0",""
"Еврейская автономная область","434","","0","0","9","0","4 778","37","1","252","503","108","63","46","1","5","3","1","273","21","63","620","101","162","456","1 274","3","19","2 677","14","3","0","0","0","1","2","0","1","167","867","628","763","1 611","33","0","0","3","1 616","507","92","2 152","728","2 152","12 778","2","158","24 062","6","29","0","0","0","68","2","0","23","0","0","53",""
"Ненецкий АО","199","","0","0","83","0","2 712","157","4","69","94","23","26","30","4","0","0","3","60","44","32","160","27","172","201","546","150","121","941","55","27","0","0","0","0","4","4","0","53","163","94","167","605","178","0","0","1","205","618","37","422","135","1 762","3 299","5","52","7 561","10","111","0","0","0","0","12","34","0","0","0","1 669",""
"Ханты-Мансийский АО - Югра","6 580","","0","0","66","0","127 919","1 585","429","7 300","7 262","2 342","2 887","2 733","116","76","7","39","4 144","4 760","1 005","14 926","2 586","9 677","35 819","26 171","1 466","981","95 561","754","258","1","0","8","18","110","67","20","8 234","29 483","15 239","36 355","109 774","14 018","8","3","74","24 478","120 185","1 621","70 657","20 129","136 967","1 004 459","1 001","3 784","1 577 664","820","6 709","1","0","87","841","294","1 602","9 651","0","0","7 564",""
"Чукотский АО","366","","X","X","X","0","8 169","489","25","251","534","91","60","36","1","5","14","14","189","185","50","572","253","685","1 229","3 086","231","153","4 168","187","143","0","0","0","2","6","44","9","418","1 783","634","774","1 050","114","0","7","44","722","2 677","77","2 229","1 534","8 086","21 318","166","474","41 355","93","565","0","0","0","46","53","1 139","694","X","X","X",""
"Ямало-Ненецкий АО","2 375","","0","0","54","0","49 873","1 376","407","1 815","3 298","787","802","894","27","49","8","11","1 577","1 811","266","3 875","1 140","5 225","9 921","12 791","678","894","31 477","363","202","0","0","0","8","304","44","391","2 042","9 114","3 147","6 622","28 601","2 680","4","3","41","4 046","18 069","526","18 720","9 263","75 303","265 574","353","2 290","441 076","471","2 291","0","0","0","430","214","503","335 618","0","0","19 775",""
"Примечание: Х - Информация исключена из отчета, т.к. в нем содержатся сведения о налоговой базе и структуре начислений по 1 налогоплательщику. В соответствии со статьей 102 Налогового кодекса Российской Федерации любые сведения о налогоплательщике, полученные налоговыми органами, составляют налоговую тайну и не подлежат разглашению, за исключением случаев, предусмотренных федеральным законом.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
