"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57"
"Московская область","727 027 941","307 730 656","664 102 656","276 220 125","1 817 105","727 160","566 919 628","1 608 725 908","72 845 299","41 461 231","33 352 273","96 152 112","10 717 240","6 153 800","11 578 063","23 250 933","294","7 238","21 773 852","72 883 648","9 733 768","5 888 192","2 488 150","592 428","121 432","39 594","661 431","126 222","180 652","35 713","188 426","31 107","53 206","239 072","32 327","19 366","23 237","57 369","8 585","5 460","513","50","248","104","414","96","0","0","0","0","0","0","0","0"
"Мурманская область","49 510 677","10 675 818","45 130 559","9 211 070","158 111","5 241","74 256 789","109 075 878","4 757 288","1 664 496","3 446 136","5 368 512","660 069","233 949","1 089 160","1 546 291","0","0","2 356 965","3 825 144","580 985","221 466","205 960","28 522","11 301","585","1 008 999","1 173 482","39 090","15 248","0","0","5 562","13 282","2 453","790","2 223","2 991","731","196","0","0","734","1 068","172","45","0","0","0","0","0","0","0","0"
"Нижегородская область","276 605 026","113 173 436","257 115 477","100 711 749","1 207 569","425 868","150 251 684","308 853 172","23 981 633","13 002 047","8 676 584","18 359 544","3 541 735","1 935 395","3 216 226","5 147 386","0","0","5 460 347","13 212 162","3 074 722","1 810 901","1 216 561","269 418","54 348","35 982","337 828","171 484","46 205","12 589","0","0","14 743","56 884","14 734","7 878","5 476","14 320","3 703","2 097","0","0","167","253","85","19","0","0","0","0","0","0","0","0"
"Новгородская область","49 822 413","13 622 082","46 488 295","12 361 694","247 714","36 542","19 594 925","41 185 122","3 834 615","1 378 810","1 157 350","2 413 712","560 109","201 776","448 230","759 877","0","0","709 121","1 653 835","474 824","181 104","254 545","42 151","9 548","2 484","17 944","54 067","12 896","4 726","2 787","0","2 332","9 560","2 776","1 373","793","2 292","600","364","17","0","21","87","74","36","0","0","0","0","0","0","0","0"
"Новосибирская область","378 659 505","116 304 794","352 504 983","116 126 074","931 512","224 262","184 271 046","370 343 938","32 110 959","14 014 643","11 056 191","22 075 014","4 793 504","2 083 721","3 996 492","6 145 264","0","0","7 059 699","15 928 961","4 218 882","1 954 663","1 583 101","279 683","45 410","8 873","X","41 344","20 808","2 139","98 159","16 137","19 530","66 091","19 765","8 940","7 499","15 856","4 761","2 513","245","32","X","32","24","7","0","0","0","0","0","0","0","0"
"Омская область","108 619 376","70 267 650","99 851 880","62 664 533","336 300","93 161","75 382 386","176 928 408","9 875 488","7 958 275","4 093 545","9 721 287","1 404 531","1 140 485","1 479 740","3 028 746","0","105","2 613 805","6 692 436","1 251 101","1 065 810","415 333","145 668","12 779","2 543","429 340","817 916","69 475","35 892","78 410","15 785","8 825","32 176","6 364","4 390","3 562","7 564","1 787","850","201","16","288","403","101","49","0","0","0","0","0","0","0","0"
"Оренбургская область","102 835 575","77 353 318","102 705 016","66 003 105","249 992","270 922","32 387 002","92 703 821","12 567 066","11 629 775","1 909 623","5 543 120","1 275 843","1 184 573","709 682","1 620 150","0","0","1 199 910","3 922 970","1 091 687","1 075 251","493 432","224 421","8 766","10 630","33 429","13 664","555 497","528 787","15 714","3 652","5 646","24 828","6 683","6 315","2 976","8 265","1 892","1 834","38","21","16","33","4 389","4 048","0","0","0","0","0","0","0","0"
"Орловская область","41 759 917","22 365 716","39 074 903","19 370 187","448 541","42 052","20 723 467","48 841 813","3 512 257","3 045 600","1 155 118","2 859 572","451 864","441 373","441 494","899 691","0","428","713 625","1 959 453","385 746","418 727","208 196","41 925","25 982","1 935","88 290","24 054","69 493","6 920","46 725","8 316","2 546","12 405","2 266","1 621","1 154","3 739","544","409","123","6","34","40","60","13","0","0","0","0","0","0","0","0"
"Пензенская область","85 648 928","53 572 742","79 451 839","47 505 803","323 854","162 421","43 279 238","124 114 053","7 719 241","6 311 991","2 493 365","7 262 007","1 154 682","931 021","921 912","2 130 118","0","0","1 571 454","5 131 889","1 030 608","881 159","310 678","106 993","7 194","5 291","103 390","142 158","226","5 429","42 179","11 991","4 915","25 942","4 198","3 294","2 020","7 537","1 103","820","96","26","28","72","5","11","0","0","0","0","0","0","0","0"
"Пермский край","210 430 327","85 941 690","196 601 225","76 172 957","685 154","355 447","107 924 170","273 230 072","19 162 495","10 270 993","5 404 246","12 729 073","2 649 629","1 409 706","1 871 319","4 219 506","0","0","3 532 927","8 509 462","2 283 685","1 311 157","951 857","219 401","42 080","10 976","1 071 097","3 606 267","205 525","115 568","53 797","3 543","13 334","48 700","12 638","6 689","5 186","12 311","3 391","2 079","200","13","1 398","11 184","697","619","0","0","0","0","0","0","0","0"
"Псковская область","52 687 194","14 779 244","48 913 116","12 670 537","119 440","94 614","21 213 119","39 800 014","4 600 191","2 165 632","1 244 206","2 319 291","572 848","250 727","475 350","723 728","0","0","768 856","1 595 296","475 612","231 709","245 110","38 565","11 632","185","28 581","67 808","101 001","71 265","0","0","2 380","9 106","2 857","1 293","974","2 287","658","352","0","0","11","25","255","106","0","0","0","0","0","0","0","0"
"Ростовская область","281 928 800","230 584 216","349 439 908","188 369 345","542 356","796 642","127 518 303","449 297 780","37 602 655","43 574 889","7 287 091","26 881 149","3 804 557","4 441 692","2 735 677","7 432 298","0","0","4 551 422","19 448 320","3 336 419","4 201 872","1 162 424","502 562","18 314","36 709","363 928","64 252","1 694 898","2 038 027","0","0","14 918","93 820","13 925","14 315","5 896","31 958","3 304","3 780","0","0","128","99","8 687","9 432","X","X","X","X","0","28","0","0"
"Рязанская область","80 499 751","35 209 709","74 548 128","31 049 804","166 835","83 108","47 863 130","109 513 498","6 968 751","4 245 810","2 696 024","6 322 971","1 006 755","604 714","949 275","1 747 187","0","226","1 746 749","4 575 530","884 640","566 235","327 296","71 156","14 055","2 476","175 737","210 111","29 830","27 572","34 247","2 148","5 032","20 114","3 998","2 295","1 911","6 156","938","623","83","6","148","327","120","53","X","X","X","X","0","28","0","0"
"Самарская область","247 504 873","87 119 876","229 980 626","77 376 999","887 560","213 973","135 293 457","287 581 335","20 355 859","10 200 652","8 081 286","17 200 678","3 041 418","1 520 670","3 058 923","4 658 243","0","0","5 022 030","12 541 953","2 647 747","1 418 746","1 032 450","221 453","36 068","7 211","15 848","29 688","3 807","3 616","2 895","X","16 139","56 490","14 964","6 872","5 902","15 821","3 915","2 357","9","X","33","84","6","18","X","4","X","X","0","54","26","0"
"Саратовская область","102 565 506","57 133 286","94 160 274","50 325 718","371 515","111 463","64 566 098","174 829 721","9 322 877","7 193 234","3 796 129","9 730 537","1 388 308","1 027 046","1 512 714","3 002 987","0","0","2 283 415","6 727 482","1 227 668","961 384","415 482","140 411","12 534","8 724","77 837","748 822","7 567","51 815","12 566","39","10 081","38 200","6 902","4 111","4 476","10 762","1 974","979","64","6","137","2 201","53","154","0","0","0","0","0","0","0","0"
"Сахалинская область","89 422 043","32 400 197","83 573 546","29 311 055","217 125","54 922","49 260 572","70 055 861","8 052 184","3 796 402","2 923 407","4 088 370","1 138 619","555 126","1 036 137","1 120 259","0","0","1 887 270","2 968 111","1 019 387","515 255","402 061","90 872","9 981","584","32 228","36 443","59 783","7 979","79 656","7 055","3 828","10 688","3 243","1 756","1 693","3 477","825","677","137","9","16","24","172","34","0","0","0","0","0","0","0","0"
"Свердловская область","716 019 797","499 169 346","598 221 711","357 575 045","2 383 877","1 699 144","97 977 103","341 839 778","129 966 693","147 864 644","5 878 275","20 284 926","8 325 195","9 220 886","2 052 696","5 559 859","0","0","3 824 839","14 723 102","6 892 181","8 651 708","3 452 587","1 095 910","69 568","33 183","0","0","10 361 264","12 516 393","175 556","203 505","14 593","75 785","36 122","34 898","6 763","22 095","8 914","9 018","280","208","0","0","26 193","24 922","0","0","0","0","0","0","0","0"
"Смоленская область","111 858 189","60 198 522","97 375 940","47 757 775","528 825","118 884","21 845 311","54 829 939","15 448 711","12 635 736","1 180 619","3 240 976","1 506 926","1 228 958","437 778","883 644","0","0","742 891","2 357 332","1 305 827","1 159 770","516 927","137 470","11 369","8 568","130 050","32 522","753 559","634 471","16 369","17 309","2 971","11 531","5 967","4 484","1 154","3 078","1 480","1 318","55","24","69","47","2 137","1 772","0","0","0","0","0","0","0","0"
"Тамбовская область","42 469 758","23 256 420","39 013 359","20 640 681","153 945","72 498","25 921 400","63 843 661","4 092 643","2 703 267","1 458 971","3 672 739","598 627","399 549","558 451","1 103 462","0","29","900 520","2 569 233","536 311","382 100","151 925","45 532","5 416","1 924","96 154","79 055","10 970","2 047","79 780","3 983","3 287","15 887","2 490","1 726","1 369","4 962","771","488","165","10","95","194","23","9","X","X","X","X","0","15","0","0"
"Тверская область","105 811 164","30 199 030","99 685 118","26 524 223","249 270","43 241","53 293 013","117 136 118","8 908 839","3 829 099","3 157 166","6 935 730","1 317 853","553 531","1 210 913","2 047 269","0","0","1 946 253","4 888 434","1 149 876","529 309","446 518","56 105","16 306","951","40 443","86 529","17 624","20 295","0","0","6 558","21 660","5 811","2 311","2 694","5 500","1 428","586","0","0","54","222","32","18","0","0","0","0","0","0","0","0"
"Томская область","115 240 425","42 686 337","104 350 493","36 714 861","38 680","15 391","31 862 066","81 284 641","12 412 893","6 196 208","1 911 728","4 863 582","1 504 118","757 974","713 517","1 424 740","0","20","1 198 211","3 437 292","1 321 149","709 655","492 955","102 781","8 086","7 578","0","4 118","321 718","163 699","9 110","1 115","5 227","17 508","7 320","3 756","2 460","4 858","2 100","1 045","42","9","0","4","3 719","2 057","0","0","0","0","0","0","0","0"
"Тульская область","91 042 564","39 809 173","83 960 966","34 870 557","345 796","78 730","65 723 725","156 870 407","8 305 230","5 079 060","3 276 217","8 144 147","1 150 939","703 091","1 192 170","2 353 831","0","0","2 084 019","5 790 200","1 011 132","667 023","385 081","96 289","18 414","2 065","667 206","1 088 440","87 302","55 533","152 178","2 786","6 295","26 689","4 419","2 826","2 390","7 140","983","864","234","15","404","1 888","192","107","X","X","X","X","28","0","0","0"
"Тюменская область","282 784 769","198 784 070","228 624 720","131 759 121","772 232","479 431","53 140 148","177 110 647","59 917 357","67 836 956","2 046 526","7 169 593","3 034 060","3 408 861","779 922","2 583 431","0","0","1 266 604","4 586 125","2 352 274","3 098 741","1 491 367","522 128","13 801","12 076","1 140 827","3 435 213","5 547 165","6 612 875","22 547","15 451","5 881","29 626","14 451","12 322","2 457","6 166","3 762","2 350","105","32","3 157","21 521","10 372","9 759","X","X","X","X","0","0","0","28"
"Ульяновская область","69 325 776","34 827 191","63 905 421","30 769 881","145 047","28 636","49 844 573","121 360 623","6 451 525","4 361 179","2 326 594","5 046 893","874 826","551 240","870 253","1 699 123","0","113","1 456 341","3 347 657","768 051","506 044","272 338","95 719","10 184","3 530","663 866","2 230 411","84 159","98 466","2 374","25","6 033","21 922","4 326","2 209","2 841","5 662","1 385","502","10","2","392","3 679","188","203","0","0","0","0","0","0","0","0"
"Челябинская область","272 200 355","123 616 765","242 122 566","103 681 740","926 917","503 825","132 946 362","297 907 102","33 898 100","20 697 700","6 618 359","16 163 338","3 272 377","2 068 137","2 434 894","4 669 511","0","0","4 183 437","11 510 786","2 765 282","1 940 513","1 262 673","273 599","41 322","24 508","1 358 291","1 602 938","1 646 773","984 970","125 460","24 113","15 391","63 815","14 479","9 631","6 036","19 117","3 463","2 786","247","35","752","1 289","7 121","4 632","0","0","0","0","0","0","0","0"
"Ярославская область","112 267 864","33 792 367","103 257 723","29 947 628","554 877","182 457","59 543 031","119 160 505","10 666 413","3 966 198","3 572 581","7 128 855","1 599 962","590 616","1 268 321","2 034 203","0","0","2 304 260","5 093 428","1 419 837","560 051","452 124","74 431","32 012","12 724","0","0","0","0","20 674","4 314","7 196","21 433","6 374","2 914","2 732","5 364","1 646","822","79","6","0","0","0","0","X","X","X","X","0","28","0","0"
"г.Москва","2 528 052 235","531 050 653","2 301 281 965","457 378 517","6 758 281","2 069 878","1 855 644 232","3 512 323 235","274 236 564","78 368 485","111 305 540","210 430 816","40 873 752","11 627 842","37 096 127","45 434 318","302 740","1 244 790","73 906 356","163 750 845","37 952 926","11 243 467","7 938 892","941 427","375 848","106 888","37 864","246 776","237 542","114 051","23 055","2 411","113 010","378 467","91 164","27 795","36 925","65 732","19 165","6 113","202","18","21","151","598","193","4","9","0","2","110","224","0","33"
"г.Санкт-Петербург","1 653 740 018","701 794 070","1 396 563 232","497 688 444","3 670 872","2 428 702","398 995 413","978 222 256","283 825 003","206 933 488","22 886 308","58 498 480","21 548 104","15 358 657","8 144 454","14 376 409","0","0","14 741 292","44 121 561","18 747 400","14 735 234","6 683 984","1 205 159","135 636","83 615","1 053 334","81 956","19 753 863","15 372 660","119 090","92 217","31 508","147 080","61 715","40 102","9 429","25 305","10 576","8 092","489","176","320","88","39 216","25 904","0","0","0","0","0","0","0","0"
"г.Севастополь","29 521 794","14 700 901","26 243 961","12 675 545","149 164","54 743","36 191 911","81 023 344","3 660 481","2 139 587","1 449 278","3 265 424","360 511","216 394","526 617","1 231 884","0","0","922 633","2 033 462","302 593","192 296","129 910","45 878","13 591","2 418","722 236","1 594 994","172 992","98 552","581","X","4 919","14 714","1 641","936","2 484","3 929","558","258","24","X","2 362","10 254","1 005","636","0","0","0","0","0","0","0","0"
"Еврейская автономная область","8 840 135","3 782 105","8 294 114","3 357 842","11 755","374","3 581 831","8 860 472","703 066","439 768","214 932","530 400","102 546","64 318","66 124","145 331","0","0","148 808","385 068","85 951","60 548","48 235","8 472","616","56","0","0","2 737","2 048","2","X","441","1 441","494","247","204","384","155","70","3","X","2","0","14","6","0","0","0","0","0","0","0","0"
"Ненецкий АО","946 176","460 570","883 283","194 552","0","133","12 101 251","27 923 070","87 075","272 186","142 062","365 911","6 001","4 253","47 423","157 748","0","0","94 639","208 162","3 647","4 014","7 623","1 416","0","7","584 013","1 309 037","5 546","2 768","862","0","516","1 288","55","23","167","120","17","5","3","0","338","1 090","19","14","0","0","0","0","0","0","0","0"
"Ханты-Мансийский АО - Югра","142 240 150","91 704 718","121 323 567","64 006 008","153 336","215 983","53 851 589","118 630 906","22 995 953","28 032 610","3 010 745","7 001 196","1 273 573","1 619 316","1 122 277","2 030 443","0","0","1 888 497","4 970 753","907 010","1 462 440","865 485","284 546","4 557","6 068","220 271","91 013","1 954 747","2 498 642","29 035","20 420","6 486","27 152","7 141","7 196","3 101","9 314","1 970","2 517","115","34","662","853","4 532","4 122","0","0","0","0","0","0","0","0"
"Чукотский АО","3 721 217","1 021 026","3 278 100","793 471","3 185","694","9 275 851","14 382 647","449 814","227 902","94 107","155 054","24 923","11 447","41 904","79 239","0","0","52 203","75 800","13 994","6 556","28 336","6 825","49","0","461 998","707 905","34 473","21 055","0","0","332","842","96","46","126","132","28","8","0","0","196","656","58","32","X","X","X","X","0","16","0","0"
"Ямало-Ненецкий АО","67 948 130","60 733 005","55 835 773","36 069 398","120 064","147 368","14 437 361","31 679 276","14 742 469","25 004 999","728 516","1 607 527","753 531","1 259 359","297 499","515 460","0","0","430 989","1 092 067","595 117","1 206 672","344 201","106 390","561","5 525","137 725","293 092","1 373 325","2 462 944","142","956","1 257","7 133","2 669","4 702","580","2 191","658","1 189","6","5","635","4 353","1 959","3 459","0","0","0","0","0","0","0","0"
"Примечание: Х - Информация исключена из отчета, т.к. в нем содержатся сведения о налоговой базе и структуре начислений по 1 налогоплательщику. В соответствии со статьей 102 Налогового кодекса Российской Федерации любые сведения о налогоплательщике, полученные налоговыми органами, составляют налоговую тайну и не подлежат разглашению, за исключением случаев, предусмотренных федеральным законом.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
