GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Омская область;87966218;88196465;7069;6941200;6932585;69326015;1120;726;11749;129237;9;-122;61543960;62057802;310289994;6753;135;176188;179406;1076435;82;0;0;0;0;0;0;0;0;53703;50691;253458;38;14394496;14140239;87991651;2883;4577603;4549322;1342;6709;6740;10;4855929;4823665;2202;107287;107243;298;139;139;1;132;199;5;19364;629;4;0;0;0;76099788;76377679;6871;56397113;57012006;6825;835743;823972;143;263336;263665;138;5378701;5364806;1347;53984;50638;38;13125764;12812028;2874;43061;50522;55;-68;0;0;590;182;2;129328;125660;74;15244637;15183998;7006;0;0;0;3396055;3375089;188;3066347;3066568;12;15872353;7277;14666316;2933260;4592257;918451;282455;1732354;355;71;5;1;0;70;3;0;5579865;1115974;5636302;1127260;1462;-12748;0;0;0;0;20246181;4049234;10228559;2045711;283917;1719606;6090639;1218128;130053;26011;93724;1098393;730;0;0;0;730;1;0;761329;6851968;0;0;0;0;15872353;124397
   Оренбургская область;123324791;122672890;4749;4509178;4476054;44760530;809;668;618;6793;4;638;89879660;89409703;447048515;4499;0;1712010;1710985;10265909;98;227;0;0;0;0;0;0;0;257940;253874;1269367;54;22617442;22535141;138101996;2186;4054456;3996460;1084;155687;155778;6;4347933;4284844;1622;75682;75475;308;0;0;0;343;343;13;25452;1921;2;0;0;0;87955294;87530823;4476;61872350;61621551;4449;659608;659755;83;279079;276225;52;4551669;4536260;1062;258377;253972;53;20265667;20112728;2139;71116;70400;64;0;0;0;18415;0;0;1565471;1569652;61;35642765;35408622;4851;0;0;0;1738376;1743721;123;2220396;2214608;21;55559229;4935;8644147;1728829;2002244;400450;193102;1135277;156;31;0;0;0;31;3;0;32462701;6492542;27329357;5465871;18171;1008500;0;0;0;0;41106848;8221371;29331601;5866321;211273;2143777;1602644;320529;18862;3773;2919;313837;93998;31;6;0;93992;9;0;305563;1908207;24017;3182;5;0;55559229;1564812
   Орловская область;32256598;32217384;2675;5458966;5435921;54359197;535;2085;2073;22803;1;964;17079003;17102310;85513607;2478;0;577109;565272;3391631;70;20;20;100;1;0;0;0;0;31152;31175;155873;24;7380448;7362540;48709396;1210;1062007;1029359;476;2088;2088;6;1726869;1718048;721;43310;50507;164;0;0;0;1720;1765;7;9270;7876;1;0;0;0;29711056;29720022;2537;19236051;19304568;2519;1437500;1438563;92;116658;116806;67;2028681;2029312;456;29378;29401;23;6805259;6754180;1195;39660;47197;37;0;0;0;10;0;0;20461;20461;13;3886829;3837226;2688;0;0;0;1310084;1300651;82;210171;210171;9;7965692;2762;2732751;546549;805610;161122;30017;355410;7547;1509;7526;1505;0;4;2;0;356849;71370;17702;3541;765;67064;0;0;0;0;3089600;617919;823312;164663;30782;422474;785595;157120;2676;535;713;155872;0;0;0;0;0;0;0;7662;793257;16462;0;6;0;7965692;20302
   Пензенская область;57997147;57776298;4057;7952738;7939060;79390827;654;-3866;6;61;2;4778;37875293;37723660;188608380;3843;0;542043;522047;3132281;121;0;0;0;0;0;0;0;0;48175;42356;211780;51;9096298;9097567;57572354;1977;2306801;2275700;902;712;712;2;2481996;2450448;1373;25440;26212;264;2;2;1;241;241;11;424545;418866;5;0;0;0;50557993;50395215;3902;37650682;37540656;3877;1286792;1286978;118;148083;149459;59;2802695;2765550;866;48132;42313;50;8586591;8574915;1992;34979;35305;41;0;0;0;0;0;0;1670;1675;10;9570060;9506470;4127;0;0;0;1680922;1680046;76;391857;391804;22;7563289;4233;5354790;1070957;509546;101908;117220;851829;0;0;0;0;0;0;0;0;8839616;1767923;4550271;910055;9904;847964;0;0;0;0;14194406;2838880;5059817;1011963;127124;1699793;1935287;387058;2897;579;159;386320;29556;0;0;0;29556;1;0;134787;2070074;0;0;0;0;7563289;703
   Пермский край;183313597;182757244;11575;6252215;6226887;62268874;1083;1126;22;238;2;13904;137697564;137219228;686096136;11320;-1116;1676758;1688849;10133081;274;-2680;1;3;1;0;0;0;0;836591;835822;4179110;98;29311013;29325551;177131827;5525;6841398;6749350;2825;66370;66371;11;7527279;7460137;4226;627266;621494;727;420;420;1;1353;1353;13;3227;253;5;-143;0;0;134321109;134052407;11122;98475919;98318537;11050;2363689;2367473;324;377236;361587;112;6115273;6054937;2646;835565;834800;94;25543534;25541528;5497;585214;574297;111;0;0;0;1;1;1;409266;409397;62;53864380;53623383;11954;0;0;0;4625886;4673519;126;3373101;3373037;41;121840696;12046;30632957;6126587;4736135;947227;523713;4655647;2341;468;740;148;656;-336;7;0;20152273;4030455;3217785;643558;16828;3370069;0;0;0;0;50785230;10157042;7953920;1590785;540541;8025716;11150887;2230178;161141;32229;20756;2177193;11145;15294;3059;76;8010;5;0;2712112;13862999;24375;1491;5;0;121840696;409394
   Псковская область;20870267;20285709;2015;3819358;3819493;38194937;251;698;609;6694;2;9;12457095;12322548;61612734;1958;0;1087024;668196;4009179;44;0;0;0;0;0;0;0;0;20258;20089;100445;19;2800797;2780186;17269137;875;571681;604756;361;2441;11261;4;685029;674579;577;72660;87832;165;0;0;0;2889;2889;4;3462;1476;2;0;0;0;18801242;18542827;1935;14293847;14054510;1914;1031270;1031070;132;136902;129347;93;511556;508842;350;21338;18614;19;2769589;2767383;824;37030;36993;32;0;0;0;9;0;0;647578;381927;113;2535462;2435958;1978;0;0;0;1025538;976851;188;266029;266029;4;6089857;2110;2044206;408843;229059;45810;160595;202438;334;67;306;61;0;6;2;0;103481;20696;25983;5196;945;14555;0;0;0;0;2147687;429539;255042;51006;161540;216993;84051;16809;65;13;334;16462;0;0;0;0;0;0;0;92577;176628;1639;0;1;0;6089857;380122
   Ростовская область;230539404;229835167;15279;21144232;21114687;211251551;2289;50356;20846;229308;27;46508;142015281;141660135;708181065;14326;-240;3976632;3956064;23736385;309;3638;3638;45064;5;0;0;0;0;337743;337429;1687146;135;50689313;50545390;324715483;8742;9758432;9604196;3795;217838;216816;23;12287885;12190332;5379;226067;225571;516;668;668;3;1169;1961;29;140099;2322;12;-10;55;2;219419885;219605570;14664;146662063;147064415;14506;10184791;10107509;930;1089246;1130898;281;12036497;12077085;3636;326008;323219;130;48987189;48775463;8520;131602;131052;138;21;0;0;-1182;78;1;9455218;9430908;209;28565736;27877036;14931;0;0;0;25453206;26815956;804;817354;789925;27;258131188;15530;33350355;6670071;9716257;1943252;661061;4065758;7120;1424;1195;239;0;1185;10;0;15435661;3087134;1480914;296184;87122;2703828;0;0;0;0;48786016;9757205;11197171;2239436;748183;6769586;5333893;1066779;475754;95150;316727;654902;34047;854;171;1948;31928;20;0;19653253;24987146;38983;4284;9;0;258131188;9394902
   Рязанская область;78086826;78639345;5306;6542877;6545384;65453841;704;23;23;256;4;71392;53027415;53353873;266769819;5054;0;950826;1160621;6963725;130;0;0;0;0;0;0;0;0;25033;25095;125473;37;13832652;13834860;85650625;2451;3310592;3329826;1072;7533;7533;7;3626365;3648121;1601;62781;62448;253;0;0;0;1075;1075;10;40843;189;5;0;0;0;67586151;68355448;5112;48303371;49028676;5079;2466365;2464581;187;266670;262351;75;4369251;4369687;1009;24289;24351;36;12238130;12183411;2379;26051;26051;57;0;0;0;10;10;1;77833;77045;31;11991260;11829265;5371;0;0;0;1448123;1552246;51;142560;142868;8;17652636;5440;5115315;1023064;1064774;212957;109724;700383;7908;1582;7908;1582;0;0;1;0;2076601;415319;294575;58915;12967;343437;0;0;0;0;7191916;1438383;1359349;271872;122691;1043820;855030;171006;3972;794;0;170212;468;0;0;0;468;3;0;231329;1086359;0;0;0;0;17652636;76805
   Самарская область;300194287;298604157;20777;11904070;11912228;119121992;1777;1706;4345;47791;5;88030;216835963;215537954;1077690495;20218;0;4305936;4291317;25747901;276;82;67;654;2;0;0;0;0;184983;182244;911223;93;55177764;55122801;336981664;9472;10733594;10610177;4404;114133;109999;25;11695552;11548663;6321;347916;552484;652;213;213;3;489;489;11;130837;126079;13;-4;0;0;239469354;238284335;20110;166579679;165869880;19971;10427470;10364992;572;592546;592975;186;11959999;11808673;4288;184686;180921;87;49192254;48949595;9348;527723;514714;219;0;0;0;4003;3760;3;1994687;1982321;150;61367588;61166262;20708;0;0;0;2137766;2132207;198;4120420;4100981;47;106731697;21098;41189339;8237866;10053573;2010716;1101106;5126044;98331;19666;24245;4849;6491;8326;8;0;22294979;4458996;3171795;634357;30621;3794018;0;0;0;0;63484318;12696862;13225368;2645073;1131727;8920062;21336965;4267394;321331;64266;518970;3684158;13786;953;191;0;13595;18;0;2193139;23530104;32900;3078;10;0;106731697;1968075
   Саратовская область;109111370;108894629;7972;11986258;11945216;119452133;1179;5491;12996;142958;6;57616;65115234;65039604;325199317;7564;0;3755313;3727899;22367393;151;0;0;0;0;-71;0;0;0;261714;261718;1308592;58;21032349;21038054;131803312;4169;6315343;6276918;1963;308972;311021;21;6897729;6863934;2770;68898;68540;293;0;0;0;93;93;5;4508;1000;4;0;0;0;95483169;95724805;7687;66942994;67126741;7626;1607700;1665406;161;162384;155447;89;5338295;5330421;1893;244356;244056;55;21125935;21141569;4086;60830;61163;60;0;0;0;741;32;1;438803;440468;56;17692318;17332099;7979;0;0;0;4419807;4526016;164;924477;1005198;12;21669764;8125;14239708;2847945;2628411;525682;596678;1725585;318025;63605;35198;7040;104;56461;6;0;3792629;758526;203587;40717;1012;716797;0;0;0;0;18032337;3606471;2831998;566399;597690;2442382;2085890;417176;179457;35892;24333;356951;552;1257;251;0;301;8;0;233311;2319201;7124;0;2;0;21669764;338526
   Сахалинская область;24075515;24117549;1350;1722768;1636335;16363343;259;282;282;3103;2;387;18421615;18429435;92147326;1313;0;120600;157926;947556;18;0;0;97672;0;0;0;0;0;32021;31856;159277;13;2951839;3055098;19615523;581;624705;605198;204;46496;46496;5;826004;806285;416;262426;261926;168;0;0;0;28;28;1;17094;16966;1;0;0;0;23855496;23725330;1272;20171698;10499556;1256;815958;828971;98;795;795;7;666985;666742;187;32506;31724;12;1839212;2812709;564;328340;257551;61;0;0;0;0;0;0;2311152;2313016;35;6862832;6908798;1352;0;0;0;8669700;8546150;134;146390;146719;6;52906741;1433;10235155;2047032;3295164;659035;92145;1295852;33953;6791;9471;1894;181;4716;5;0;1058074;211615;112801;22560;12545;176510;0;0;0;0;11293229;2258647;3407965;681595;104690;1472362;1372136;274427;675306;135062;70388;68977;70807;0;0;0;70807;4;0;1610372;2982508;121310;681;2;0;52906741;2312881
   Свердловская область;588704487;578493660;29226;14424745;14415916;144158953;2059;24061;23999;263987;15;-57313;372336388;361836132;1809179131;28556;91;45042342;45002563;270015377;642;248;173;4691;4;20651;20651;103255;1;455275;454202;2271009;186;129208226;129475905;782564523;16008;25188945;25139384;8028;561395;560650;55;27308926;27236270;10740;507260;485772;1488;2544;2544;5;14324;14635;40;127798;6452;22;74;34;1;527753237;513218044;28395;375116649;361149378;28205;15589174;14817554;1253;3523474;3523266;344;34947539;34548526;7417;442682;440507;181;98098345;98364062;15840;505805;393774;347;-384366;379;2;21593;542;5;-604887;3138630;250;81267584;81444225;29774;0;0;0;18813694;18589833;340;2977659;2890137;72;229905777;29998;71355339;14271066;16162319;3232468;1969086;9069512;930110;186022;52570;10514;11440;164068;12;0;115711801;23142360;41499263;8299852;207484;14635024;0;0;0;0;187067140;37413426;57661582;11532320;2176570;23704536;52988728;10597744;1641615;328322;125718;10143704;69567;469696;93939;78152;-102524;23;0;1967766;54956494;67638;2161;14;0;229905777;3121447
   Смоленская область;60619103;60668161;5393;4361009;4358115;43581155;687;84;36;395;1;61289;39568297;40256822;201271028;5099;0;2079485;1729520;10377121;133;0;0;0;0;0;0;0;0;28560;26805;134025;31;12782092;12575038;77184879;2237;1216229;1202200;897;416660;416260;14;1737468;1721786;1371;151315;151021;494;605;600;2;92;92;4;1184;295;6;0;0;0;55566411;55828290;5371;34111783;34430489;5233;2065560;2068402;303;6210611;6205352;1281;1863861;1854857;861;28107;26352;31;11332616;11122085;2164;120793;120710;169;0;0;0;173;173;1;1964353;1809089;385;6740262;6668378;4829;0;0;0;3486768;3471936;1181;26212;26212;5;49028504;5661;5092183;1018436;1059575;211917;70963;735556;3949;790;934;187;1;602;6;0;2098727;419746;82614;16523;1936;401287;0;0;0;0;7190910;1438182;1142189;228440;72899;1136843;1177652;235531;162038;32407;499;202625;37357;160171;32034;124;5199;10;0;2451422;3629074;807741;45818;66;0;49028504;1808750
   Тамбовская область;43633694;43268739;2675;12519861;12520667;125206658;752;6454;5832;64156;5;197;19530573;19377578;96887892;2425;0;145676;143827;862966;49;-13;0;0;0;0;0;0;0;93231;85920;429600;35;8474833;8307247;61947870;1206;2598929;2561359;527;176635;176635;2;2865106;2828502;827;38395;38383;256;0;0;0;539;539;6;4054;428;2;127;138;2;41327891;41156737;2541;29950324;29861647;2525;478882;478882;36;129962;126524;26;2704460;2668303;548;92068;85876;35;7949093;7912403;1172;23321;23321;46;0;0;0;2547;0;0;165357;165364;2;5158498;4971573;2798;0;0;0;2975143;2979486;38;26860;26827;5;5922498;2834;4971616;994322;761237;152247;39343;802732;11014;2203;0;0;0;2203;2;0;685797;137161;20589;4118;799;132244;0;0;0;0;5657413;1131483;781826;156365;40142;934976;1076447;215289;131965;26393;12273;176623;7;0;0;0;7;1;0;80962;1157409;20756;0;1;0;5922498;165102
   Тверская область;65236151;65220259;5119;3652702;3648759;36487893;567;952;436;4803;4;-595;47231738;47268149;236335155;4970;0;3638282;3638260;21829563;123;-237;0;0;0;0;0;0;0;59326;59261;296310;38;9118457;9111600;56166856;2363;1236936;1236645;983;90189;90021;12;1535536;1493718;1524;125458;123435;589;0;0;0;216;216;5;1966;711;3;0;0;0;59680763;59666923;4789;46410253;46404319;4746;2817457;2818148;169;231957;231376;73;1557371;1554679;926;59219;58786;36;8506208;8496519;2329;104239;104178;89;0;0;0;0;0;0;482320;486680;43;7734345;7730203;5481;0;0;0;2526744;2532683;86;165328;165328;13;15558021;5510;8647469;1729491;1531542;306309;86950;1336232;1142;228;0;0;0;228;2;0;1458617;291723;31460;6291;1871;283561;0;0;0;0;10106086;2021214;1563002;312600;88821;1619793;1460136;292027;38099;7619;1840;282568;1205;216;43;61;1101;2;0;540248;2000384;592;0;1;0;15558021;486534
   Томская область;94315047;94228865;3917;5082360;5080402;50804047;449;5308;5308;58391;2;-883;73588458;73565057;367826293;3808;14;246732;269444;1616670;59;0;0;2;0;0;0;0;0;124014;124014;620069;26;13126581;13077867;79166688;1833;1987697;1953802;886;49794;50347;3;2142490;2106750;1303;55282;52877;355;0;0;0;526;417;6;6432;26;1;-23;0;0;74171179;74218380;3783;56770580;56920237;3758;1064179;1065107;90;47334;46837;36;3629127;3620513;841;122245;122245;24;12509500;12423367;1849;20734;20724;52;0;0;0;0;0;0;155390;168818;18;23427514;23287385;4110;0;0;0;3371623;3387932;99;1634927;1639189;21;10309363;4177;11298096;2259620;2290281;458059;201439;1600122;256;51;3622;724;727;-1400;2;0;2937228;587446;111889;22377;6770;558299;0;0;0;0;14235324;2847066;2402170;480436;208209;2158421;4747954;949592;7838;1567;19820;928205;106;0;0;0;106;5;0;591924;5339878;20450;0;1;0;10309363;163716
   Тульская область;118355391;117050236;6196;7949576;7934170;79341697;715;4779;4779;52567;2;3675;82528632;81900613;409503586;5978;0;1494630;1507551;9045309;120;1035;1121;8580;3;0;0;0;0;180232;179407;897038;68;20987857;20564516;128122656;2991;4519486;4300486;1334;15344;15343;12;5205935;4954703;1916;571281;570728;434;0;0;0;982;982;15;16875;412;6;-1;0;0;116880777;115467125;5926;82284960;81306673;5877;8388682;8444689;238;250265;262036;113;5779503;5758659;1286;179912;179088;65;19483348;19003533;2942;512353;512360;100;92;92;1;0;0;0;76264;75884;22;14016717;13878606;6348;0;0;0;12009522;11782410;129;1125227;1147449;30;77317110;6456;15692182;3138441;3558711;711740;493580;1933121;844;169;844;169;0;0;1;0;3646880;729376;177598;35519;2292;691565;0;0;0;0;19339062;3867817;3736309;747259;495872;2624686;3020006;604002;98646;19730;194888;389384;1814;248;50;987;777;4;0;712265;3732271;2136;0;1;0;77317110;75779
   Тюменская область;191317721;190690883;6703;3865784;3851445;38514444;667;286;274;3010;7;-6774;144099099;143984870;719925154;6484;20;723232;688379;4130272;136;36;36;212;2;0;0;0;0;242439;242771;1213851;48;34981168;34509734;208392278;3240;6756641;6663281;1728;8309;8663;9;7407335;7306584;2561;1010543;1050646;470;0;0;0;814;847;13;2008;0;0;10;10;2;152979476;152925413;6434;108514860;108541761;6363;2502104;2513553;112;203753;203293;41;7337586;7259409;1670;239914;240211;45;33252470;33154273;3241;1011854;1093071;97;0;0;0;0;0;0;28900;19143;14;42655149;42126892;6873;0;0;0;3138230;3295563;116;7083226;7066045;16;81475371;6988;28632232;5726443;5916126;1183224;607738;3935481;77495;15499;12338;2468;352;12679;6;0;6570361;1314073;646660;129333;114316;1070424;0;0;0;0;35202593;7040516;6562786;1312557;722054;5005905;18934712;3786943;2268369;453674;286343;3046926;182822;0;0;0;182822;9;0;3743420;22678132;0;0;0;0;81475371;19143
   Ульяновская область;56366310;54622210;5027;4267131;4257196;42571959;551;2595;2595;28538;5;15606;40618167;38966909;194835213;4869;50;947021;947020;5696460;107;0;0;0;0;0;0;0;0;38807;38522;192613;40;8529926;8504250;53862762;2233;1685690;1684892;1030;19866;19866;6;1947009;1905528;1544;104873;104395;309;1310;1310;1;395;395;4;97;6;1;0;0;0;52012173;50279695;4856;39098220;37356859;4823;2428466;2446209;130;114772;112541;49;2799781;2803226;986;39060;38407;39;7442724;7433703;2174;89151;88749;65;0;0;0;0;0;0;186666;186841;21;6646165;6656944;5093;0;0;0;2550532;2393027;92;32652;32652;5;15354556;5233;10504330;2100866;2864384;572877;337498;1190491;1341;268;0;0;0;268;2;0;1211791;242358;55640;11128;3926;227304;0;0;0;0;11716121;2343224;2920024;584005;341424;1417795;1442210;288442;54653;10931;16905;260606;0;0;0;0;0;0;0;5942991;7385201;2020;0;1;0;15354556;185638
   Челябинская область;300776290;301232753;19816;9081855;9078736;90787345;1185;11071;10208;112284;14;-9221;215351575;215195107;1075944754;19318;137;8016259;7873734;47242406;419;242;128;4511;4;0;0;2;1;452404;451076;2255387;121;56405265;56729692;344300700;10166;10172145;10610873;4887;232431;241252;19;11462691;11891309;6657;200805;199659;855;160;157;3;4076;4004;24;101286;15425;24;-357;4;1;269803558;270535211;19286;191436419;191845981;19140;7501613;7490028;626;5174658;5192884;269;11149957;10883793;4573;266466;265323;113;54287785;54592758;9925;160880;165721;177;-271196;0;0;9243;168;2;2558833;2566162;244;35497974;35161543;19852;0;0;0;6633343;6649085;524;1709097;1723083;40;136126758;20320;48037531;9607505;8047974;1609591;510805;7487109;2276;455;29957;5991;914;-6450;10;0;56830632;11366126;24416974;4883395;68501;6414230;0;0;0;0;104868163;20973631;32464948;6492986;579306;13901339;8655118;1731024;117364;23473;13248;1694303;7998;11104;2221;1300;4477;11;0;1478956;10134074;88426;8491;18;0;136126758;2542470
   Ярославская область;112450463;112135065;8569;3001238;3001444;30014430;645;11;8;92;2;13707;69962081;70171899;350859580;8416;6;657514;641931;3851585;129;0;0;0;0;0;0;97;0;60240;60208;301042;55;33249090;32787830;197665804;3860;4615759;4581222;1614;187927;187945;23;5505578;5471938;2375;168899;168969;317;176;176;2;2088;2088;12;3822;804;3;36;0;0;86361324;86630398;8255;61212380;61611480;8216;3322683;3214155;240;163396;162048;100;5384136;5394431;1499;60163;60126;55;16161448;16122754;3771;67521;67488;93;0;0;0;17;0;0;370584;370486;50;28241869;27679469;8647;0;0;0;2337958;2359915;125;602514;602828;18;28029019;8737;24083728;4816748;3570958;714191;541409;3561148;30940;6188;0;0;0;6188;4;0;1860963;372193;237600;47521;974;323698;0;0;0;0;25944691;5188941;3808558;761712;542383;3884846;10109057;2021811;160370;32074;3111;1986626;68985;0;0;0;68985;6;0;173823;10282880;95689;4869;5;0;28029019;370486
   г. Москва;6299571036;6192476850;157162;221341382;220845851;2208459397;12972;486622;498386;5482240;55;3719901;4360077910;4262923486;21314400368;153209;17983;32016136;31068117;186409584;1946;631705;632917;3162106;20;328886;328760;1652678;44;7092831;7051441;35257200;294;1339453959;1336819543;8103853620;84357;252468368;248632580;34430;50689232;50524971;220;335297756;330762092;48501;35364330;33912725;8416;134002;139955;110;-27267;4242;27;2747692;2155984;251;-10218;584;10;5694408357;5587420549;152467;3678047222;3581537950;150677;462241952;462311886;15877;30976703;30738759;2979;293518102;291799984;31738;7076227;7040137;290;1194496708;1186298742;83163;27851620;27469901;4604;225378;225417;59;175267;109405;34;247064869;247382025;1528;875832808;865973539;156088;52406087;52449589;1777;479562622;472077590;1592;77912560;77631650;216;3382054247;159542;1453616391;290723274;419979038;83995809;32153068;174574397;9208514;1841702;1915575;383116;79540;1379046;200;0;38644858558;7728971712;37287341030;7457468205;42188677;229314830;2105566;421113;33;0;40100580515;8020116099;37707320068;7541464014;74341745;404310340;3229256378;645851272;582977571;116595513;2348748;526907011;19605028;5191957;1038391;968752;17597885;217;0;23805732272;27034988650;2984443;209020;103;0;3382054247;246269558
   г.Санкт-Петербург;2024881047;2009382152;69942;75615265;75154773;751517068;4980;3514;4339;47729;25;138928;1459100626;1451696934;7257043663;68475;123;8514624;6911653;41579125;897;1839;1206;6784;5;16866;16880;84398;2;939270;850306;4251535;171;371914270;370124817;2262863704;39345;102278027;98662891;18092;963805;964374;75;108951144;104912100;24365;5708104;5497788;2794;149390;27550;23;5857;5787;40;199319;37480;61;-2620;11;4;1835475390;1822066519;68448;1297040970;1286240711;67870;85793533;85776310;5910;3690419;3763422;1150;103399404;101977956;16918;928437;839613;161;341027748;340028547;38845;3583167;3460601;1176;2701;2701;3;53537;4082;4;118771072;112501619;828;256229703;254759682;70073;0;0;0;181586377;174088753;883;79799900;79686138;83;2097532505;71065;266940082;53388015;78438067;15687616;6150734;31549665;553132;110627;293012;58602;1308;50717;48;0;1789389852;357877970;1456968774;291393756;6488840;59995374;0;0;0;0;2056329934;411265985;1535406841;307081372;12639574;91545039;1171520310;234304062;6311040;1262208;763619;232278235;40978;41003;8201;6496;26281;50;0;235529434;1407049744;149534;5829;34;0;2097532505;112397345
   г.Севастополь;11139414;11061252;1546;627100;628264;6282638;199;0;0;0;0;131;7873289;7821693;39108465;1497;0;4706;4814;28887;17;0;0;0;0;0;0;0;0;34491;34491;172453;13;2031797;1998515;12022986;929;423382;419577;405;0;0;0;567900;573344;584;6980;6778;113;0;0;0;318;317;4;0;0;0;0;0;0;9396479;9383258;1471;6612442;6598783;1445;4976;4976;6;2556;2571;6;665116;657982;392;35364;34398;13;2072130;2080653;906;3895;3895;8;0;0;0;0;0;0;1861;1861;3;1814598;1748970;1640;0;0;0;60086;59495;9;28550;28550;2;86195;1620;2145517;429104;77023;15404;126478;287222;439;88;129;26;22;40;1;0;183771;36754;14767;2953;75;33726;0;0;0;0;2329288;465858;91790;18357;126553;320948;9253310;1850663;42035;8407;5917;1836339;5349;17000;3400;34;1915;2;0;9249;9262559;7477;0;1;0;86195;1804
   Еврейская автономная область;1546602;1531034;147;151996;158861;1588613;36;-111;0;0;0;0;895202;886388;4431939;137;0;260;0;0;0;0;0;0;0;0;0;0;0;21962;21962;109810;4;273584;266501;1617219;56;198367;194593;23;0;0;0;203709;197321;43;2694;2822;103;0;0;0;75;75;1;0;0;0;0;0;0;1421672;1419159;143;1066115;1071407;140;44711;44861;14;382;382;2;101383;96211;23;21962;21962;4;184762;182639;49;2358;1697;9;0;0;0;0;0;0;509273;509273;4;213459;206888;231;0;0;0;606636;601103;18;0;0;0;11893633;207;243661;48733;57933;11588;5787;31358;24548;4910;7310;1462;864;2584;1;0;4598;920;0;0;0;920;0;0;0;0;248259;49653;57933;11588;5787;32278;174561;34913;16427;3286;0;31627;3;0;0;0;3;1;0;0;174561;0;0;0;0;11893633;509272
   Ненецкий автономный округ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
   Ханты-Мансийский автономный округ - Югра;371841279;372298834;4879;1512830;1417481;14174812;285;354;354;3889;5;460;303793694;304147899;1520739528;4798;6;446498;426754;2560518;105;0;0;0;0;0;0;0;0;9007219;8995159;44975797;52;48720305;48532107;294429901;1749;7264600;7686000;905;5192;4468;4;8126695;8776586;1465;285874;281163;510;0;0;0;615;34;2;2856;381;2;-1158;0;0;215081125;215939028;4535;143253037;144058473;4508;761528;720702;53;166249;213623;16;23106527;23374360;830;5027315;5014530;50;42496945;42295131;1713;268813;261698;129;0;0;0;0;0;1;12573950;12574490;22;155666865;155321611;5168;0;0;0;11156488;11228563;79;14656461;14584841;40;556835161;5151;14614091;2922818;4975664;995134;395843;1531841;42025;8405;112;22;64;8319;12;0;30980031;6196007;4846443;969288;8637;5218082;0;0;0;0;45594122;9118825;9822107;1964422;404480;6749923;3947125;789424;555532;111107;23590;654727;72842;9133;1827;8968;62047;11;0;1781843;5728968;0;0;0;0;556835161;12573867
   Чукотский автономный округ;5146054;5145946;113;112530;115252;1152524;29;9324;6045;66490;2;0;3120892;3136286;15681431;110;6;16571;5609;33655;4;0;0;0;0;0;0;0;0;135865;135865;679325;7;981730;978403;5901477;48;679526;679259;18;0;0;0;769138;768480;43;244114;243729;223;0;0;0;0;0;0;0;0;0;0;0;0;7657242;7655685;109;5188310;5188683;109;33179;32838;8;102;102;1;1055005;1055005;17;135865;135865;7;1051887;1050295;45;192895;192897;33;0;0;0;0;0;0;2284677;2292273;10;1042062;1047040;278;0;0;0;5586787;5598292;46;47481;47481;2;31177455;254;195791;39159;22714;4542;8972;25645;621;124;0;0;0;124;2;0;169220;33845;6482;1296;6482;26067;0;0;0;0;365011;73004;29196;5838;15454;51712;108639;21728;35796;7159;31461;-16892;26;0;0;0;26;1;0;5761;114400;0;0;0;0;31177455;2292273
