GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254
Республика Коми;451739728;90738038;106088444;7491719;384021878;94349835;101436380;8941558;160154;31696;150196;82209;4871;3427;72375561;2796320;114;69579241;5115573;13915730;2087374;3741;0;0;0;1312944;196979;851027;28604;128049;4290;559264;0;0;0;0;0;0;0;0;559264;162;14914310;58903354;0;0;1613;410;1250;220;56;498335;1659287;519168;461725;1535690;477116;37796;138893;47846;7559;27778;9569;1135;4166;1435;1186;15296;5794;166;33;33;2;5;1;0;0;130251;0;0;87878;0;0;42373;0;0;0;0;0;8475;0;0;1271;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383727;0;21681;379322;0;0;12006;0;0;360;0;0;7602;0;0;3;0;0;0;1838472;0;1494729;0;343743;0;68749;0;10312;0;0;1;1;0;0;2531294;2662774;39554;194008;365042;38802;5821;10;4;5;0;0;0;0;0;0;0;0;0;560;0;0;0;560;32826459;20143220;882147;19690;1773190;14464884;0;2829713;0;0;13621;3780481;0;0;1694984;0;0;0;0;0;0;73227;0;0;0;0;0;0;0;0;0;13500954;0;0;0;0;0;0;0;0;45;419218;6684857;162;1;1516;1;0;0;0;0;0;0;0;0;0;45000;2;0;0;0;0;0;0
Республика Крым;606110445;54363456;110124772;6814985;599135121;62849769;83063367;4474363;354643;86857;4747473;96605;15507;162;29758641;2878094;168;26880549;6052037;5373959;806138;9;0;0;0;665428;100194;765249;5508;114009;826;575619;0;0;0;0;0;0;0;0;575619;0;23769676;22356852;0;0;4684;494;3421;361;449;1053083;3054636;0;926727;2741636;0;130565;316295;0;26113;63259;0;3917;9489;0;4210;3294;0;340;38;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271894187;0;0;241551417;0;0;4015777;0;0;27728813;0;0;0;1706314;0;0;3839448;0;0;831865;0;0;1461943;0;0;581;0;0;45;0;11397;0;141742;8572;0;0;2825;0;0;85;0;0;0;0;0;0;0;0;13400376;0;11774098;0;2150360;0;430072;0;64511;0;524082;0;33;0;4;0;281658;195471;0;88308;2121;17661;2649;19;2;13;0;0;0;0;0;0;0;48431;48406;1971540;2015543;2500;2500;183857;1795;5715788;4500409;361412;240958;608647;0;827;0;0;0;608647;0;0;604377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4128;0;0;0;0;0;0;42;30814;544795;7000;1;696;1;219;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Марий Эл;312509714;19463327;8483171;336225;294350657;20213450;9033682;927950;109892;2630;306742;11852;121320;0;17300050;259679;84;17078627;1351070;3341880;510752;5159;13;75;0;490593;74342;254960;6979;38280;1047;51936;63126;3;0;0;0;0;0;0;115150;164;2134039;16801055;6128;0;2064;214;552;115;70;1115509;1889167;0;928194;1662919;0;187421;226248;0;37484;45250;0;5622;6787;0;106;0;0;126;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239798;0;65654;215925;0;0;23873;0;0;716;0;0;0;0;0;0;0;0;11674495;0;10295834;0;1566196;0;313239;0;46986;0;187535;0;16;0;2;0;40420;52894;0;0;12475;0;0;4;4;0;0;0;0;0;0;0;0;484130;460777;2286;3150;0;0;0;9619;1033815;644160;16935;360838;0;0;5040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;45084;982803;800;1;860;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Мордовия;427984128;33674464;14996905;2356947;387274023;35687730;28889483;3014581;167246;125247;414612;51082;49883;19746;26698631;1424334;104;25274298;2616482;4905510;758228;0;0;0;0;982973;152556;404919;9546;60170;1438;284867;149348;8;0;0;0;0;0;0;434215;0;17274560;11057878;4095;0;2088;329;2016;471;26;149878;595851;0;149218;548152;0;659;47699;0;132;9540;0;20;1431;0;0;0;0;24;22;0;0;0;0;0;0;3453253;0;0;2795409;0;0;695050;0;0;34753;0;0;104258;0;0;20852;0;0;37207;0;0;16;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39608;0;14349;37217;0;0;2391;0;0;72;0;0;0;0;0;0;0;0;45536070;0;34052169;0;11503728;0;2300746;0;345112;0;19826;0;44;0;3;0;60949;66189;0;14;5253;3;0;5;4;0;0;0;0;0;0;0;0;22746;21267;204226;39556;0;0;178354;54050;3315325;3019315;132464;163483;30;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;82489;1041414;0;0;0;0;1181;1;0;0;0;0;0;0;0;106851;2;0;0;0;0;0;0
Республика Саха (Якутия);994181261;125239337;190486216;33651707;698918598;150488958;121653841;21772198;416714;409419;68062320;1694052;186824;67372;296266495;7735709;105;288530786;14721291;55464302;8642635;0;0;0;0;3872761;609792;1189027;19620;176329;2943;1547142;2228567;1;0;0;0;0;0;0;3775709;0;30074328;92701205;227;1780;2173;626;2678;350;46;464948;1221381;0;455422;1068313;0;9871;179877;0;1974;35975;0;296;5396;0;344;26809;0;113;29;0;2;2;0;28995790;73015690;78151427;19939548;52582192;53621397;10478635;22072132;24792985;1029524;2027033;7006;1066203;2027033;4951590;314359;608110;742738;3661531;7030;253662;10;8;22;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46225;0;13262;46934;0;0;64;0;0;2;0;0;773;0;0;1;0;0;234194;555204;230336;519971;8798;35234;1760;7047;264;1057;4940;0;2;2;1;0;1739299;1463219;0;280299;4219;56060;8409;5;1;2;0;0;0;0;0;0;0;12106630;12332224;3993459;3853412;0;0;232624;43729;229927798;103133564;2383637;2558971;32615245;5855;44098;0;19539494;13069896;44098;0;0;16860;0;0;0;0;13069896;0;0;0;0;0;0;0;0;0;0;0;19539494;0;4370;0;0;0;0;0;0;59;471506;13779180;0;0;0;0;14933;1;0;0;0;0;0;0;0;1826324;3;70240;1;0;0;0;0
Республика Северная Осетия - Алания;83885175;13431302;2839660;2751327;79940300;17777835;2608404;2178038;11449;26139;1450;407;0;0;4186130;69000;26;4117130;3747511;823426;123514;0;1142;9482;2;173297;26430;53264;1919;7914;288;13800;210;1;0;0;0;0;0;0;24634;0;446766;6448398;0;0;848;139;733;358;19;326712;640085;473395;312428;554496;226074;14284;100993;247321;2857;20199;49464;429;3030;7420;0;15404;0;11;8;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2316017;0;1846073;0;603310;0;120662;0;18099;0;133366;0;13;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72486;33187;11561;27234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;28175;43168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Татарстан;7327613996;673906686;512607894;463179330;6783342391;730732410;344037255;393680782;4522396;1886444;47925680;77624684;2306401;14257;667365783;30719823;805;636645961;62985549;123202067;18845742;399542;0;0;0;16674004;2522396;3087474;296478;483619;44541;6143964;38722;2;0;252989;3834769;47;0;0;10270444;0;316181062;313682497;432901;45;29325;2626;13134;1928;67;4696130;13836061;0;4151123;11881740;0;555753;2016095;0;111150;403218;0;16672;60482;0;10744;61774;0;228;126;0;3;8;0;0;0;70024426;0;0;62478374;0;0;8505520;0;0;427194;0;0;1273910;0;0;254447;0;0;1191655;0;0;80;0;0;23;0;0;350010387;0;0;343998156;0;0;0;0;0;6012231;0;0;0;347129;0;0;855317;0;0;180367;0;0;0;0;0;2;0;0;0;45231;0;317385;43854;0;0;1377;0;0;41;0;0;0;0;0;0;0;0;108464923;0;97909704;0;12654770;0;2530954;0;379643;0;2099552;0;196;0;27;0;14220756;14697082;1031;652062;1129419;130412;19562;31;14;6;0;0;0;0;0;0;0;13748336;13279398;22993124;23415931;2700;0;328626;123114397;195943981;92433367;42781076;37550868;22453964;5672249;404044;0;11661064;1712920;2593949;0;477814;2413192;0;0;0;19465;0;53760;10279000;146;796039;7169;71232;369760;0;0;5;0;3938208;24284;448470;322347;2;228018;10;0;0;444;6125309;32834428;78044;2;0;0;0;0;0;0;1133;1;227;0;0;106950;16;1505;2;0;0;0;528998
Республика Тыва;21921635;4487364;4542400;1455498;19644165;5871130;3549880;1351615;6030;554104;0;0;0;0;3276019;179689;8;3096330;725778;619266;92890;0;0;0;0;226016;33903;40194;700;6029;105;35938;0;0;0;0;0;0;0;0;35938;0;905404;10329859;0;0;336;47;796;44;62;237111;32149;0;237111;34040;0;0;0;0;0;0;0;0;0;0;0;1891;0;52;3;0;0;1;0;16694169;3950974;0;9607704;3424326;0;4958659;1062853;0;495866;180685;0;495866;31886;0;148760;31886;0;0;787182;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200000;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1324902;3986041;0;0;0;0;0;0;0;4;15627;77766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Удмуртская Республика;1285354221;50741534;204966178;4488321;1178552503;55047533;193022436;5502797;128728;66221;5377143;1882388;115297;6000;113832324;5847362;267;107984961;7142634;21573186;3238993;1125;35091;164966;7;2813645;422471;923228;14329;133335;2149;1169472;20199;2;0;0;0;0;0;0;1389728;0;27705607;28686541;15;421;8544;822;3402;630;104;986844;4298708;103603;919078;3686066;86963;68232;622816;16766;13647;124563;3353;2047;18684;503;466;10175;125;153;56;3;1;5;1;0;0;2509685;0;0;2285285;0;0;325579;0;0;17248;0;0;47867;0;0;9573;0;0;103631;0;0;33;0;0;13;0;0;9597621;0;0;9416250;0;0;0;0;0;181370;0;0;0;24485;0;0;11789;0;0;5441;0;0;0;0;0;1;0;0;0;66003;0;207205;18999;0;0;48066;0;0;1442;0;0;1063;0;0;1;0;0;27764915;0;25520422;0;2617257;0;523451;0;78517;0;372764;0;56;0;4;0;51679;57628;0;263;6212;53;8;7;6;2;0;0;0;0;0;0;0;52511177;51652229;767634;1086820;0;33994;13453;0;6904690;4981252;418781;1247939;124153;0;118496;0;0;0;235117;0;0;117019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1222;0;0;22078;5;0;0;124;637613;5414598;0;0;34;1;0;0;0;0;462;1;92;0;0;28596;4;0;0;0;0;0;0
Республика Хакасия;299830284;14653597;14463543;549460;249599931;15913925;13805164;659229;118439;14295;1008974;20;0;0;50002456;4929751;65;45072706;1355823;9014541;1352181;0;0;0;0;1174493;176152;265570;7343;39851;1101;985950;0;0;0;0;0;0;0;0;985950;0;6292063;5640299;3125;0;1162;151;1035;71;18;321291;902667;0;314063;843740;0;7227;60109;0;1445;12022;0;217;1803;0;0;1183;0;107;21;0;0;1;0;20329;0;0;71099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50770;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1495;0;216;1495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;725424;0;544230;0;181194;0;36239;0;5436;0;0;0;11;0;0;0;652;497;0;155;0;31;5;1;0;0;0;0;0;0;0;0;0;0;0;4259;0;0;0;4259;0;6554814;6490584;5477;58753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;125876;1655331;0;0;0;0;0;0;0;0;0;0;0;0;0;479221;1;307;1;0;0;0;0
