GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254
Республика Адыгея;145076201;7090222;7344506;619485;134723693;8040275;6625132;816054;9316;16571;1996;0;0;0;11079204;606325;43;10472878;1130051;2094576;314186;48;0;0;0;322784;48418;147620;16132;22143;2420;121265;0;0;0;0;0;0;0;0;121265;393;11946288;3546670;0;12;849;131;700;149;14;527481;277215;392190;498479;284140;371895;29002;3256;20295;5800;651;4059;870;98;609;0;10181;0;6;13;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30881;0;0;28367;0;0;2514;0;0;75;0;0;0;0;0;0;0;0;1599942;0;959351;0;640591;0;128118;0;19218;0;0;0;11;0;0;0;22004;22027;0;417;440;83;13;2;1;1;0;0;0;0;0;0;0;0;0;29000;29000;0;0;0;0;917911;782977;85;134849;0;0;0;0;0;0;0;0;0;0;0;108516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;185764;0;0;0;0;0;0;24;18877;101899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Башкортостан;3829648896;320920635;245303671;22624750;3615371118;337808454;121685460;26638582;1157981;214599;22493824;4153388;156606;4663;316452206;17847803;605;298604404;24844103;59073417;8956921;24816;577991;5025917;14;5537843;831591;9505554;60071;1154135;9011;3569560;642939;6;0;0;0;0;0;0;9816407;0;127542975;84162091;1132853;182518;16791;2423;8028;2013;1418;2853001;11046809;0;2667161;9387349;0;185840;1724535;0;37168;344907;0;5575;51736;0;0;65075;0;402;95;0;0;10;0;0;0;33811888;0;0;30011768;0;0;3900261;0;0;195013;0;0;585039;0;0;117008;0;0;147465;0;0;72;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24687;0;143238;24936;0;0;324;0;0;10;0;0;573;0;0;2;0;0;32565292;0;27984869;0;5409528;0;1081906;0;162286;0;829105;0;62;0;15;0;2128791;2033117;272;108946;13544;21789;3268;12;9;3;0;0;0;0;0;0;0;86897883;86754934;1571853;21634816;51016;9871;49201;1009630;43287711;34721166;6533057;1578717;390068;0;43978;0;0;0;186849;0;0;252757;0;0;0;0;0;0;0;12650;0;0;53336;0;0;0;0;0;213263;24;109835;2473915;4;93035;6;0;0;240;1095240;13013383;0;0;4596;3;33;1;0;0;0;0;0;0;0;1222993;9;705213;7;0;0;0;0
Республика Бурятия;297835839;24385318;21743405;8563456;249346751;28039606;20747151;9664769;34206;10275;2677271;64998;2556;0;46839721;4729893;51;42109828;4808417;8319712;1263295;0;0;0;0;629307;100280;372899;26222;55968;3933;945979;102253;1;0;0;0;0;0;0;1048232;216;5305697;14064291;0;0;1869;234;683;357;1188;593036;1958100;0;587568;1745499;0;5468;212600;0;1094;42520;0;164;6378;0;0;0;0;111;19;0;0;0;0;1822682;0;323241;2172824;0;369939;288287;0;7345;0;0;367;57657;0;1102;8649;0;220;638430;0;54043;2;0;8;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6979;0;91269;7163;0;0;0;0;0;0;0;0;184;0;0;1;0;0;3661802;1205219;2981053;1131914;680749;73305;136150;14661;20422;2199;0;0;8;1;0;0;29046;31082;0;0;2036;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2356;450;0;0;1907;0;20105902;20036952;22233;38746;0;0;105;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;26;224092;1439887;0;0;0;0;0;0;0;0;0;0;0;0;0;79413;2;0;0;0;0;0;0
Республика Алтай;143951076;9200988;26031797;1632334;134471200;10353849;5553824;758616;4959;391916;20247848;833425;556;0;9720695;1015303;16;8705392;720652;1623265;261149;0;0;0;0;294768;47829;51909;6930;10085;1134;203061;117813;43;0;0;0;0;0;0;320874;0;2914653;5054575;0;0;580;81;734;100;4;0;120233;0;0;111671;0;0;8562;0;0;1712;0;0;257;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201185;0;171801;0;70779;0;14155;0;2123;0;41395;0;4;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4189776;3892652;342622;336330;0;0;6292;46;2940236;2598902;25355;297229;0;0;18750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1918;112605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Дагестан;213426606;11597796;7070440;2295545;200414845;14747687;5102710;2843440;59861;29464;1148;207810;0;0;15038205;520872;43;14517333;3876132;2857775;435518;0;0;0;0;571275;85608;344881;2386;45039;358;104174;45692;3;0;0;0;0;0;0;149866;0;6029142;32373700;0;0;1870;326;1342;880;46;1072681;1422475;0;1091715;3167839;0;14147;245747;0;2829;49149;0;425;7372;0;33181;1991111;0;49;33;0;5;3;0;0;0;264734;0;0;272088;0;0;20269;0;0;1013;0;0;3040;0;0;608;0;0;27624;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467321;0;1072404;0;394917;0;78983;0;11848;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318750;310809;546;7396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;67875;944785;79;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Ингушетия;30762907;7941106;804787;253924;29359909;9157143;818203;625338;1452;114868;0;0;0;0;1391035;14268;4;1376767;1472583;275353;41303;0;0;0;0;110639;17086;11890;1381;1756;207;2854;0;0;0;0;0;0;0;0;2854;0;23321;4930890;0;0;431;31;589;136;2;0;51709;0;0;50498;0;0;1211;0;0;242;0;0;36;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695977;0;970955;0;0;0;0;0;0;0;274978;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;241;6996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кабардино-Балкарская Республика;110847523;17553453;3479996;1015248;106013682;20328889;1680935;1241436;10057;259682;8445;0;3604;0;6631371;739896;26;5891475;2741942;1145269;171828;1383;0;0;0;613404;92033;42588;318;6404;47;147979;28110;10;0;0;0;0;0;0;176089;0;1974590;6362706;0;0;897;149;955;336;4;24868;220841;5741;26577;208121;5439;297;12720;302;59;2544;60;8;382;9;2006;0;0;17;13;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5847573;0;4600955;0;1270070;0;254014;0;38228;0;23452;0;34;0;2;0;12659;13558;0;0;899;0;0;1;1;0;0;0;0;0;0;0;0;0;95;12595;69970;0;0;461;0;280058;168981;76104;16561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;695;39783;1340;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Калмыкия;15780416;4155042;442777;243161;13381678;4455234;1140600;1645761;3870;22208;1032;117;0;0;1703751;640219;6;1063533;1680700;210011;31911;1;0;0;0;21940;3381;24054;3532;3598;530;128044;0;0;0;0;0;0;0;0;128044;0;1660057;5430045;0;0;337;47;649;218;23;5986;190787;2995;5930;160746;2925;56;30520;70;11;6104;14;2;916;2;0;479;0;10;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4667;0;0;4612;0;0;55;0;0;2;0;0;0;0;0;0;0;0;310;0;281;0;29;0;6;0;1;0;0;0;3;0;0;0;9262;19571;0;0;10309;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;553134;548144;120;4870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Карачаево-Черкесская Республика;96006950;11394497;3283391;1176543;90482939;14080618;4211519;1395496;43557;829359;0;0;2754;1;4636686;135120;16;4501566;2075716;899078;135041;6;0;3;1;111763;17493;84329;641;12384;104;27024;136;6;0;0;1101;2;0;0;28264;0;516584;5018873;0;0;576;85;786;150;10;230317;76747;3919;215107;73957;3915;15210;3238;4;3042;648;1;456;97;0;0;448;0;14;8;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14716;0;248;14716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1955978;0;1438762;0;555024;0;111005;0;16651;0;37808;0;16;0;4;0;33793;30409;0;3384;0;677;102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4666;33460;391;1;996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Карелия;267572464;24740395;13002301;2752574;237536988;34206162;12583800;3711933;225513;41022;50900;20031;9838;0;30618763;2275596;162;28343167;10404135;5412054;849995;0;0;0;0;736862;110839;768506;17443;82561;2606;455119;256495;10;0;0;0;0;0;0;711614;0;17446305;33106458;0;0;1742;511;593;363;747;35807;1831190;0;35520;1668377;0;287;167634;0;57;33527;0;9;5029;0;0;5325;0;14;36;0;0;2;0;8931206;0;3528521;7119072;0;3225823;0;0;605139;0;0;11344;0;0;109684;0;0;18154;0;0;308766;1;0;16;0;0;8;0;0;1361497;0;0;1215058;0;0;0;0;0;146438;0;0;0;7322;0;0;21966;0;0;0;0;0;0;0;0;1;0;0;0;94557;0;10600;91721;0;0;2836;0;0;85;0;0;0;0;0;0;0;0;6440724;0;4873693;0;1681391;0;336278;0;50442;0;114359;0;31;0;8;0;52904;51924;1584;2148;690;430;64;2;1;0;0;0;0;0;0;0;0;70922;2286318;2518136;9539920;0;0;10;0;23803863;22009793;22203;210416;1552100;0;1610;1610;1552100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1583402;0;0;0;0;0;0;0;0;56;88299;1618449;2100;1;259;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
