GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Республика Адыгея;19038684;19009172;1559;1733583;1732995;17329956;219;18131;17400;191404;7;485;13391665;13376232;66881110;1463;0;331616;338740;2032445;68;0;0;0;0;0;0;0;0;30054;30054;150272;28;2944311;2930493;18954950;795;469602;467359;359;0;0;0;586817;580749;536;7729;7729;98;0;0;0;437;437;7;472;0;0;2019;2019;2;15875550;15883092;1462;12029223;12050098;1442;412240;411444;74;6250;7138;14;450140;453131;319;29617;29617;23;2943794;2927379;747;4287;4287;15;0;0;0;0;0;0;50180;50180;14;3481002;3451811;1587;0;0;0;354693;363029;44;1309;1309;2;1061781;933;3599364;719872;113501;22700;45841;651331;1810;362;1810;362;302;-302;2;0;255732;51147;3814;763;2369;48015;0;0;0;0;3855096;771019;117315;23463;48210;699346;312505;62501;4;1;0;62500;234;4;1;0;233;1;0;0;312505;5430;0;1;0;1061781;50169
   Республика Башкортостан;586033751;582484837;29720;21596847;21571964;215691183;2678;2801;2801;30808;19;886106;405554855;402493504;2012451418;28807;0;3928821;3908559;23451348;497;6631;7004;48211;19;0;0;0;0;580451;564275;2821373;196;127052519;127296995;785072486;13054;25059916;24905037;6435;195879;182917;60;26431658;26287679;9375;764817;762978;3432;68;68;2;1092;1091;27;235154;203391;20;392;392;8;553773993;550449474;28551;397932784;394823054;28347;5043539;5043842;555;1372658;1358554;233;30768497;30733744;6074;653921;657562;196;117368322;117195113;12159;637156;632943;390;-1161;177;3;3848;279;4;11443195;11443957;143;59135287;58770246;31791;0;0;0;37248954;37168106;383;20747780;20816315;66;417905488;18245;49414216;9882841;22905497;4581099;783722;4518020;233350;46670;94898;18980;9501;18189;19;0;80019200;16003842;64236987;12847398;8836;3147608;0;0;0;0;129433416;25886683;87142484;17428497;792558;7665628;76689848;15337970;288790;57757;16324;15263889;88842;31165;6233;7245;75364;15;0;2371559;79061407;78330;0;14;0;417905488;11406656
   Республика Бурятия;37924679;37912356;2432;3617899;3616690;36166433;477;54;52;575;2;50;24278730;24261561;121307110;2249;0;74853;75317;451903;46;0;0;0;0;598;598;2988;3;74617;74617;373082;24;8232352;8261716;50233733;810;1290151;1280098;437;164556;217718;4;1646124;1622353;782;22884;22590;327;0;0;0;367;114;7;5651;1616;1;0;0;0;36728774;36643882;2303;26680631;26623551;2269;485437;485129;73;53138;53138;13;2039458;2018448;376;71237;71237;22;7345611;7353036;761;53187;39345;45;0;0;0;1504;1504;1;2351904;2369993;113;4565560;4549616;2510;0;0;0;5684726;5620141;233;152956;152956;5;75471101;1502;9477916;1895583;2214042;442809;247466;1205308;211;42;0;0;0;42;2;0;1587272;317455;2439;488;129;316838;0;0;0;0;11065188;2213038;2216481;443297;247595;1522146;1559633;311928;12019;2404;223;309301;56;109;22;109;-75;1;0;435803;1995436;0;0;0;0;75471101;2287449
   Республика Алтай;18447641;18403924;748;2007616;2004973;20049728;109;54;54;591;1;83;11898397;11886905;59434444;711;0;143203;143203;859219;29;0;0;6377;0;0;0;0;0;116;116;578;2;3321338;3320333;23370531;307;983737;980151;157;0;0;0;1072467;1043890;254;14834;14822;44;0;0;0;79;79;4;2377;2377;2;0;0;0;17518978;17510808;688;13212564;13209240;684;51809;51809;9;53708;53708;7;1267468;1265926;137;116;116;2;2926798;2923495;278;6515;6515;12;0;0;0;526;526;1;128969;128969;18;2119636;2086616;734;0;0;0;1311417;1305475;37;0;0;0;7769623;445;1002880;200574;80179;16035;10701;173838;0;0;0;0;0;0;0;0;659907;131981;162469;32494;1130;98357;0;0;0;0;1662787;332555;242648;48529;11831;272195;254268;50854;3569;714;26;50114;0;0;0;0;0;0;0;363;254631;0;0;0;0;7769623;128969
   Республика Дагестан;32079117;31765098;3833;2413150;2311101;23111005;427;19152;19213;211339;11;-3687;25076834;24909672;124548405;3594;-1151;168744;166445;998673;64;6725;4951;24791;9;6;6;30;1;24535;24532;122660;21;3254682;3246137;19856460;1058;1016880;985023;657;0;0;0;1126858;1084717;889;20303;19869;63;0;0;0;0;0;0;289;273;1;0;0;0;27263930;27087246;3602;22376426;22249104;3549;478321;482215;141;94678;94286;32;1116016;1064600;694;20007;20005;20;3173324;3171850;897;7251;7281;17;0;0;0;0;0;0;20707;23377;14;5407224;5263284;3746;0;0;0;593530;573770;60;2347;2347;1;5538953;2353;11580552;2316109;2440037;488005;92706;1735398;10939;2188;604905;120981;24;-118817;8;0;1760449;352090;4609;922;229;350939;0;0;0;0;13341001;2668199;2444646;488927;92935;2086337;1298620;259723;280276;56055;49569;154099;21436;8735;1747;392;19297;21;0;31220;1329840;7858;0;3;0;5538953;23378
   Республика Ингушетия;6615455;6178462;729;241636;242698;2426983;39;11;11;119;2;17380;5537891;5193306;25967019;685;0;123556;122400;734400;14;337;337;1695;1;262;262;1308;2;1180;1180;5899;2;448142;379707;2234756;106;234143;228531;98;0;0;0;245659;239160;122;1957;1957;9;0;0;0;1707;1707;2;0;0;0;0;0;0;6121312;5654759;698;5515359;5086436;695;51321;50966;10;547;547;1;239328;220773;96;1180;1180;2;313535;294816;86;40;40;1;0;0;0;0;0;0;7567;7555;2;574757;583164;704;0;0;0;93891;65059;6;32927;32927;4;38764;470;313071;62615;194910;38982;10;23623;28794;5759;6525;1305;0;4454;5;0;1605;321;0;0;0;321;0;0;0;0;314676;62936;194910;38982;10;23944;79013;15803;0;0;0;15803;15803;0;0;0;15803;2;0;0;79013;0;0;0;0;38764;7555
   Кабардино-Балкарская Республика;17572621;17403177;1906;1636458;1649145;16491512;493;23742;23742;261157;11;26;13227950;13078237;65391339;1594;0;52347;42312;253871;53;1126;1126;2031;2;0;0;0;0;25199;25189;125943;13;2013373;2002388;12775266;564;519815;510744;305;300;300;1;593533;582147;418;4915;4915;58;0;0;0;657;657;3;0;0;0;0;0;0;15805732;15771874;1788;12443522;12408603;1768;807631;810318;74;37273;37273;11;621412;611958;311;25199;25189;13;1868429;1876312;492;2276;2230;6;-1;0;0;0;0;0;2535;2498;7;2640748;2507802;1870;0;0;0;859288;857439;37;747;747;1;823598;1165;4539651;907932;630822;126164;7134;774634;28;6;0;0;0;6;1;0;289453;57891;9043;1809;7528;48554;0;0;0;0;4829104;965823;639865;127973;14662;823188;1793580;358715;1175120;235024;26463;97228;1211;13393;2679;0;-1468;2;0;102281;1895861;20393;1123;6;0;823598;2552
   Республика Калмыкия;3107224;3100927;471;286275;285041;2850410;96;32155;29455;320297;13;2;2409637;2409161;12045847;408;0;8844;8594;51544;30;0;0;0;0;0;0;0;0;2695;2695;13476;4;282998;281833;1870553;144;80747;80285;89;0;0;0;84619;84146;125;25617;25598;78;0;0;0;351;351;2;30;30;1;0;0;0;1799137;1800355;404;1492511;1493360;399;0;0;0;6150;6150;3;82071;82438;79;2695;2695;4;215643;215645;133;67;67;4;0;0;0;0;0;0;5373;5373;4;1404231;1391051;533;0;0;0;45006;45134;5;9548;9548;3;97286;302;581007;116202;104419;20884;438;94880;0;0;0;0;0;0;0;0;57225;11445;2066;413;0;11032;0;0;0;0;638232;127647;106485;21297;438;105912;23137;4628;0;0;0;4628;0;0;0;0;0;0;0;1320;24457;0;0;0;0;97286;5372
   Карачаево-Черкесская Республика;13819583;13867471;1187;881925;880715;8807146;159;1127;1127;12392;4;37900;10377113;10457179;52286734;1098;-38;108348;106847;640333;34;-217;0;19225;0;0;0;0;0;32219;32174;160870;5;1930671;1925254;11894532;358;416556;389389;184;0;0;0;450318;426840;286;2893;2845;32;0;0;0;92;92;5;0;0;0;0;0;0;12373843;12627528;1088;10041180;10302677;1076;190495;189684;28;37471;37352;11;388083;392939;177;32221;32174;5;1687022;1675347;316;1377;1360;5;0;0;0;0;0;0;661;661;3;1792485;1492587;1196;0;0;0;342127;248079;8;28832;28832;5;888092;705;660881;132177;182056;36411;7493;88273;12579;2516;2026;405;0;2111;7;0;308580;61716;202300;40460;201;21055;0;0;0;0;969461;193893;384356;76871;7694;109328;210778;42155;117652;23531;14422;4202;0;0;0;0;0;0;0;27027;237805;0;0;0;0;888092;660
   Республика Карелия;39935410;39716376;3164;1939168;1936953;19369530;348;17;17;191;1;37;31550838;31356857;156784285;3054;0;88046;85948;515688;50;1736;1736;10361;6;0;0;0;0;82983;82048;410242;57;5100392;5103863;31293194;1499;822325;813574;654;174732;174732;6;1173602;1150533;1030;83374;82266;718;0;0;0;107;107;4;336;57;2;220;0;0;34262245;34095353;3011;27199942;27043248;2981;1097861;1099066;123;330060;330060;30;1097112;1098521;588;82840;81905;56;4397283;4385509;1415;58074;57971;104;0;0;0;12;0;0;1946364;1944537;135;9180698;9125067;3531;0;0;0;5430377;5349812;302;250337;294588;10;70930209;2064;5256748;1051352;1799178;359836;247763;443753;0;0;0;0;0;0;0;0;3513664;702733;684249;136850;1487;564396;0;0;0;0;8770412;1754085;2483427;496686;249250;1008149;1108806;221760;19248;3849;1563;216348;2558;13856;2771;189;-402;3;0;4371044;5479850;0;0;0;0;70930209;1944537
   Республика Коми;110137433;110036862;2286;974079;944688;9446880;281;1005;1005;11052;3;-333;93798704;93724516;468621667;2215;7;146877;145328;871968;48;80;58;291;2;0;0;0;0;251909;251736;1258678;54;12753046;12756833;76794306;1006;1894441;1891293;368;3051;3109;2;2212143;2211954;697;154370;153519;1370;0;0;0;1493;1493;13;231;0;0;-3;0;0;72942012;72937519;2124;56719357;56707030;2101;787009;787147;45;46678;46625;13;2740923;2748014;315;250752;250578;53;12266270;12267425;980;130966;130645;105;0;0;0;33;0;0;8790626;8796820;40;31254524;31158653;3450;0;0;0;2684814;2692313;130;1611154;1611962;24;296797413;1831;6076271;1215255;673870;134775;28827;1051653;8122;1624;4094;819;240;565;4;0;24125351;4825070;9854;1971;121;4822978;0;0;0;0;30201622;6040325;683724;136746;28948;5874631;1284051;256809;533551;106711;55481;94617;417;0;0;0;417;1;0;132359;1416410;0;0;0;0;296797413;8796229
   Республика Крым;88980645;87466702;8791;7190775;7183517;71835059;1329;4240;4240;46636;7;904;59166160;57756341;288790604;8377;0;54079;54105;324629;97;923;923;4617;2;-294;0;0;0;182153;167671;838356;93;17522443;17490822;201780076;5162;4571346;4532086;2275;54;54;4;4859925;4809300;3110;105634;104148;1303;1;1;1;1125;1121;27;0;0;0;0;0;0;76658561;75681589;8343;56574307;55709683;8212;155169;153868;21;86925;86934;63;4763232;4750769;2147;179231;160446;87;14831913;14752389;4855;69341;69341;108;0;0;0;0;0;0;86651;84889;7;12699681;12417145;9779;0;0;0;317457;571248;42;109248;97207;14;2091926;5348;19564123;3912827;3098694;619739;6302616;-3009528;11263;2253;178;36;123;2094;14;0;108065187;21613037;88639426;17727885;181861;3703291;0;0;0;0;127629310;25525864;91738120;18347624;6484477;693763;4834307;966860;11489607;2297921;95256;-1426317;11740;26679;5336;2;6402;5;0;31987;4866294;445;0;1;0;2091926;84889
   Республика Марий-Эл;42576685;43669856;3218;4689247;4615852;46158519;467;1904;1907;46530;6;13000;24895906;26066995;130334307;3075;-3;896839;897475;5386674;89;602;602;6623;1;0;0;0;0;139212;145990;729950;58;10163780;10143985;63653685;1712;1678797;1662565;626;-7;0;0;1792770;1783946;996;18845;18483;323;1070;1070;1;764;765;18;1648;0;0;1;1;1;36762623;37840202;3037;25352136;26482486;3017;781941;781928;89;48806;48806;43;1770902;1757747;573;139212;145990;58;8544722;8516900;1644;107842;106420;37;0;0;0;0;0;0;763;763;5;6560306;6541839;3448;0;0;0;686696;685347;56;154979;148889;6;7415667;1913;9083359;1816672;1067736;213547;83466;1519659;0;0;0;0;0;0;0;0;2531117;506223;1682318;336463;7544;162216;0;0;0;0;11614476;2322895;2750054;550010;91010;1681875;1128686;225736;34437;6888;761;218087;731;0;0;0;731;1;0;296168;1424854;0;0;0;0;7415667;445
   Республика Мордовия;60912296;60847108;3860;11782943;11752853;117528531;693;16051;6534;71872;7;142;30899914;30863770;154419777;3670;0;4023032;4023108;24138650;118;220;220;1198;3;-27;0;0;0;62883;62884;314420;66;11172848;11188703;72458872;1918;2825431;2818729;762;39;39;2;2954483;2949250;1277;56094;54412;284;1110;1110;2;93;93;2;568;17;1;0;0;0;54723217;54684215;3625;40032544;40037513;3605;866695;859304;96;182642;185064;62;2816399;2814729;704;62148;62110;65;10728010;10691042;1855;35270;35270;69;44;19;1;0;0;0;73052;73052;6;8198919;8169848;3923;0;0;0;2016381;2015720;126;32861;33621;15;13852579;2320;8439487;1687897;488127;97625;77287;1512985;2700;540;0;0;2;538;2;0;814697;162940;85;17;6;162917;0;0;0;0;9254184;1850837;488212;97642;77293;1675902;1654341;330868;15675;3135;911;326822;228;370;74;16;138;4;0;99469;1753810;0;0;0;0;13852579;72965
   Республика Саха (Якутия);96190702;95898025;2696;1617330;1593338;15933389;379;26067;19313;212443;8;624;77313977;77009988;385049497;2587;0;119566;120898;725391;61;0;0;0;0;0;0;0;0;1146108;1137646;5688232;62;11702440;11767299;77512146;1062;3341727;3349144;525;0;0;0;4264591;4249300;920;262581;261630;433;117;117;1;0;0;0;0;0;0;0;0;0;63355077;63078939;2515;46168027;46055677;2478;346709;283490;41;10761;10761;13;5044185;4914171;506;1146100;1137638;61;10484071;10520461;1001;157158;156738;107;0;0;0;0;0;0;18006554;18009195;101;35271025;35006016;2835;0;0;0;20059707;19896082;287;1965853;1965812;27;354553082;1711;12015675;2403133;2897050;579411;267733;1555989;4281;856;101;20;147;689;5;0;41710765;8342154;6935275;1387055;68431;6886668;0;0;0;0;53726440;10745287;9832325;1966466;336164;8442657;1753350;350668;61643;12328;1373;336967;44804;0;0;16;44788;5;0;2953932;4707282;0;0;0;0;354553082;18009196
   Республика Северная Осетия-Алания;13588875;13361668;1575;1177662;1182479;11824786;251;10413;10273;113007;10;-11618;9396746;9222342;46117551;1388;0;247195;277254;1663523;88;-1002;45;3506;1;0;0;0;0;24790;16765;83823;14;2224499;2149645;12937793;492;492013;463786;273;-8022;468;1;519136;502889;367;6302;6197;75;0;0;0;460;408;3;704;0;0;51;0;0;12296758;12143304;1436;9652098;9582658;1420;202594;198248;44;9699;8801;18;469952;451651;259;16230;14711;13;1944729;1883981;438;3339;3339;11;0;0;1;0;0;0;15556;27409;18;1850266;1765239;1607;0;0;0;556393;551635;56;95723;95723;4;2052834;969;3470425;694085;1226636;245327;139364;309394;17171;3434;718;144;0;3290;7;0;858331;171666;29159;5832;6277;159557;0;0;0;0;4328756;865751;1255795;251159;145641;468951;1921630;384327;7925;1585;1125;381617;2635;6700;1340;611;684;6;0;9428;1931058;48448;4582;11;0;2052834;27409
   Республика Татарстан;1145165993;1143197059;52948;32852646;32838605;328386034;4116;24904;24878;272996;40;30071;799770921;798415042;3992076326;51247;-40;4425023;4436150;26616879;769;0;0;0;0;0;0;0;0;533668;496228;2481140;242;259383108;259023889;1580489478;29105;43998490;43945363;16387;1914832;1916765;36;48142429;48098415;20761;1638394;1669324;919;13554;13593;4;2997;2684;38;31132;11889;15;290;400;8;1021848592;1019915967;51578;694495897;693509041;51201;36557430;36540336;1327;1602366;1594815;402;52924618;52715703;14982;513024;478200;229;234300165;233610056;27684;1443910;1458904;363;0;0;0;13266;7185;4;4935202;4939177;178;163033019;162997648;51828;0;0;0;42918972;42917564;723;15623655;15580977;116;474212051;29886;84247110;16849422;34147327;6829461;5865052;4154909;530813;106163;21896;4379;445;101339;41;0;279697657;55939531;75090971;15018195;96129;40825207;0;0;0;0;363944767;72788953;109238298;21847656;5961181;44980116;20903059;4180610;1802214;360443;171008;3649159;602056;3049;610;275;601171;28;0;5461719;26364778;983057;0;17;0;474212051;4831908
   Республика Тыва;3038364;3011339;199;69490;69483;694826;23;195;195;2149;1;60;2429205;2420929;12104649;195;0;119;119;714;3;0;0;0;0;0;0;0;0;44449;34170;170854;9;321187;315902;1895532;57;116652;113448;28;0;0;0;172911;169734;63;37822;37822;21;0;0;0;0;0;0;0;0;0;610;610;2;2405037;2397770;174;1717469;1722084;172;123510;123510;2;8840;8840;2;62415;62261;35;44449;34170;9;409306;409008;50;37898;37896;10;0;0;0;0;0;0;567815;568331;12;950374;931963;205;0;0;0;845640;847492;20;948;948;1;9768641;125;1587983;317596;33191;6637;11213;299746;9911;1982;0;0;0;1982;1;0;2437695;487539;4188;838;10087;476614;0;0;0;0;4025678;805135;37379;7475;21300;776360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9768641;568331
   Удмуртская Республика;164982121;163130188;14688;8032761;8032950;80329777;1560;1033;1033;11358;3;102;117011707;115228206;576141503;14263;15;489282;493096;3117090;206;-649;4;3459;1;0;0;195;0;227052;226899;1134495;139;34138802;34099169;207453407;7327;4407402;4383647;3482;35772;34085;15;5084643;5048970;4886;153083;146388;563;0;0;0;3189;3136;36;4650;610;11;0;0;0;127540766;125841388;14378;87316842;85702675;14295;1921496;1914616;289;180733;182281;140;6057669;6058209;3195;226575;226191;133;31768534;31685685;7030;72197;71597;103;0;0;0;0;0;0;2476675;2478522;83;36729420;36559023;14701;0;0;0;1614161;1570897;249;1157279;1156031;45;99276374;8487;18604723;3720946;3036877;607375;505769;2607802;24614;4923;16953;3391;10;1522;8;0;43973448;8794690;24979084;4995818;2205;3796667;0;0;0;0;62578171;12515636;28015961;5603193;507974;6404469;3249819;649962;165381;33076;5226;611660;24;0;0;0;24;1;0;301181;3551000;4325;29;4;0;99276374;2478005
   Республика Хакасия;36554337;36534518;1843;972265;972009;9720088;310;1979;1979;21764;5;832;28760959;28746525;143732996;1747;0;88753;89112;534674;40;0;0;0;0;0;0;0;0;197539;197590;987948;29;5767112;5767337;34686364;790;671386;668225;391;2724;2047;4;764945;760210;604;41275;41209;265;0;0;0;13235;13174;9;3537;2538;1;0;0;0;30097882;30089165;1706;22231958;22240494;1693;1165563;1154344;40;160207;160207;18;733920;731992;367;197493;197544;28;5586926;5582768;741;21815;21815;26;0;0;0;419;362;1;4450304;4449853;41;6106090;6093402;2011;0;0;0;4051894;4050794;56;251272;252509;12;59211156;1142;3992523;798505;705968;141192;56498;600815;0;0;0;0;0;0;0;0;1167234;233446;78;16;78;233352;0;0;0;0;5159757;1031951;706046;141208;56576;834167;1510890;302180;61653;12330;573;289277;17;0;0;0;17;1;0;504;1511394;1500;0;1;0;59211156;4448193
   Чеченская Республика;32490616;31314857;2102;1703703;1701210;17004795;233;25718;25718;282899;2;29365;26955853;26067992;130344966;1960;0;383134;379277;2275660;52;0;0;9507;0;0;0;0;0;2162;2162;10809;6;2622306;2432003;14529585;357;649577;610050;244;0;0;0;766468;705786;338;15368;15368;30;0;0;0;0;0;0;6667;0;0;0;0;0;31191132;30449644;2002;28252621;27669069;1991;116625;117447;28;77347;77498;10;726942;726742;233;1941;1941;5;2036091;1857835;280;6100;6100;12;0;0;0;0;0;0;11258;13993;2;1506502;1471934;2047;0;0;0;193053;600156;11;0;0;0;1280185;1305;6580959;1316193;3574340;714868;115215;486110;555824;111165;1490092;298018;78873;-265726;13;0;11106;2221;0;0;0;2221;0;0;0;0;6592065;1318414;3574340;714868;115215;488331;324781;64956;31077;6215;6084;52657;32063;31077;6215;6084;19764;18;0;0;324781;347489;13993;4;0;1280185;13993
   Чувашская Республика;74579369;74578468;6924;3073738;3072260;30722602;762;5014;4223;46451;5;30473;50893802;50925900;254629490;6655;0;508715;508810;3052864;130;7;7;35;1;0;0;0;0;72438;70324;351618;84;17307207;17297724;105321962;4109;2256639;2241495;1719;139624;139691;9;2687982;2668877;2526;54771;53560;617;0;0;0;3795;3796;21;999;199;4;0;0;0;63958941;64013956;6694;44859265;44802580;6644;1679150;1679015;227;98878;98075;112;2603219;2728539;1557;71697;69608;82;14612255;14601410;3954;28666;28735;90;0;0;0;0;0;0;8002;7106;18;12541207;12479698;7198;0;0;0;1857077;1852847;118;32161;32161;11;9935667;4032;11647457;2329490;1905419;381082;69953;1878455;2452;490;172;34;15;441;3;0;2646988;529397;268368;53674;2553;473170;0;0;0;0;14294445;2858887;2173787;434756;72506;2351625;8407194;1681439;190358;38072;13495;1629872;3;0;0;0;3;1;0;72406;8479600;908;0;1;0;9935667;6930
   Алтайский край;191894390;185701366;17274;28768261;28679510;286791720;3797;7209;15649;172139;27;54595;124167727;118312501;591614568;15952;18;947379;948027;5688164;244;311;311;2687;3;50;50;250;1;263875;259518;1297590;149;31127556;31075224;207521397;7743;5456033;5363502;3650;671383;671925;29;6545324;6396425;5611;107458;107870;781;0;0;0;288;286;15;3856;564;4;-20;0;0;172387061;166315519;16765;131491402;125588152;16687;2542789;2541404;467;3153738;3146130;263;7589121;7556521;3468;209514;204839;139;27337290;27228267;7339;61352;61186;129;1944;1944;7;1255;666;1;1055325;1051299;172;24321096;24204035;17151;0;0;0;5680375;5677214;667;491876;491876;32;56760486;9842;19942207;3988441;5463451;1092690;386865;2508886;50465;10093;18266;3653;190;6250;10;0;4495103;899021;1703846;340769;1339;556913;0;0;0;0;24437310;4887462;7167297;1433459;388204;3065799;4606429;921286;172837;34568;1831;884887;820;0;0;0;820;11;0;433482;5039911;37632;0;2;0;56760486;1045058
   Краснодарский край;791686614;790963253;38837;122227049;122120987;1221211248;6010;45102;50225;552474;57;-239;480009761;479575784;2397938745;36527;1159;12916933;12952186;77723004;770;761;825;39409;5;-3100;0;0;0;710564;679923;3399618;419;138205999;138150115;918633146;21861;34148938;33963850;10596;113186;113648;32;37563210;37410505;14470;814001;811753;1166;13493;13500;11;7481;7137;80;130146;10257;20;7060;4342;9;732235726;732888663;37193;529718682;530622101;36747;33923899;33943469;1925;3128085;3156519;484;39314081;39176837;9715;694841;661445;400;124673894;124710256;20603;709664;613625;354;2349;2349;5;26;18;2;10351739;10335172;378;98057834;96664454;38313;0;0;0;47905053;47992415;1001;6055949;6020369;94;468113115;21930;104153496;20830700;19167489;3833498;2315674;14681528;145206;29041;23335;4667;3115;21259;50;0;161023708;32204744;96867542;19373510;102319;12728915;0;0;0;0;265177204;53035444;116035031;23207008;2417993;27410443;15492948;3098590;456576;91315;224748;2782527;77996;17391;3478;2972;71546;60;0;11124182;26617130;157982;1921;29;0;468113115;10141606
   Красноярский край;554433907;553449178;22784;18579380;18545847;185458439;2685;4556;4421;48635;30;-3972;432222515;431868142;2162936481;21972;14;1177493;1203776;7803405;381;83;69;11809;1;13044;12897;64486;2;1372171;1366562;6832812;177;76368495;76150222;468514640;10628;23238217;22960748;5431;33270;33436;13;24728944;24331525;7908;877415;875266;1495;3927;3927;3;328;349;10;28999;820;8;704;743;2;470608948;470335431;22038;347975724;347788643;21903;10979801;10964766;557;304233;304279;168;40597798;40497706;5021;1370881;1364825;169;68775998;68830344;10147;599358;582872;325;136;136;1;137;110;1;10590149;10548944;247;140773321;140117771;22783;0;0;0;67106655;66632383;825;25701482;25713700;96;611958871;13107;65748011;13149601;15559804;3111959;1064316;8973326;172471;34494;247;49;97;34348;12;0;26895608;5379120;2503686;500738;6343;4872039;0;0;0;0;92643619;18528721;18063490;3612697;1070659;13845365;36838162;7367633;951525;190306;75163;7102164;159031;11842;2368;1125;155538;24;0;1994174;38832336;16441;135;5;0;611958871;10502912
   Приморский край;344141128;342431483;17540;18393747;18398015;183969589;2818;30339;29499;324490;13;-782;255299201;254079190;1270359188;16777;719;1724964;1459493;8756954;227;12720;8761;44669;11;1514;458;2292;2;304790;283527;1417636;103;56145293;56108454;347471560;7795;11008427;10920004;3554;291767;291767;19;12241914;12070119;5052;771214;733110;989;14901;14901;4;-115;65;3;10281;5915;11;4;4;1;324327459;323516779;16823;209032924;208382002;16523;49012919;48850237;2723;157639;156584;81;13240754;13349870;3279;271117;249851;99;52038833;51958921;7420;571436;570717;213;6;6;1;32;32;3;7193069;6839314;557;35062050;34517387;17224;0;0;0;21635106;21666484;955;1380458;1386182;56;257035434;10248;42290335;8458065;7656986;1531400;1237825;5688840;599618;119923;296;59;0;119864;14;0;66377902;13275578;13361995;2672400;155563;10447615;0;0;0;0;108668237;21733643;21018981;4203800;1393388;16136455;27274207;5454842;4355150;871030;15269;4568543;791850;4088296;817660;314;-26124;15;0;13766873;41041080;146494;22232;6;0;257035434;6809874
   Ставропольский край;196110943;195176397;12500;23114328;22877355;228773548;2456;14924;14957;164526;19;14017;123982140;123446174;617200806;11712;0;662126;670115;4020689;213;1;1;6752;1;0;0;0;0;167718;167391;836952;149;39760525;39625442;262865512;6233;7819824;7784047;2804;39370;36893;8;8395170;8368359;4131;147018;143652;507;8;8;2;15515;15399;48;3686;625;4;-6;0;0;172938224;172238972;11850;123371889;122921378;11738;4879087;4872558;429;691546;691022;153;10035460;9975445;2600;164780;164259;144;33680992;33500573;5776;114402;113669;133;70;70;1;1570;0;0;205163;205167;32;28153654;27904932;12569;0;0;0;4994344;4996482;262;1899790;1899790;36;64211902;7062;27613958;5522793;4029670;805934;376150;4340709;345804;69161;251947;50390;231;18540;34;0;5814732;1162948;468449;93690;4792;1064466;0;0;0;0;33428690;6685741;4498119;899624;380942;5405175;4730513;946103;154004;30801;6776;908526;176413;39280;7856;6545;162012;19;0;1051219;5781732;200116;16392;7;0;64211902;205169
   Хабаровский край;177710247;176980765;10283;10820851;10849715;108497138;1441;1045;837;9204;5;2567;118867321;118258868;591177928;9957;67;6354426;6354468;38125864;216;62;62;3089;1;0;0;0;0;396557;383913;1919567;106;29213364;29137769;176182697;4782;9187339;9138082;2387;27323;27323;8;12054074;11986706;3584;363013;345469;1214;50;50;1;348;337;7;48952;9852;3;-27;8;1;160688232;160280156;9787;117434392;117417028;9683;4974750;4973946;458;2608975;2608589;41;9555874;9535590;2166;395574;383351;106;25300738;25005771;4591;392235;333749;151;20133;20133;2;37391;9289;3;5088013;5087276;183;36161311;35694756;10875;0;0;0;24502194;23704398;546;1681318;1709962;25;187179970;6219;18166364;3633272;5058706;1011743;295980;2325549;125504;25101;0;0;0;25101;3;0;2818629;563726;117089;23418;1984;538324;0;0;0;0;20984993;4196998;5175795;1035161;297964;2863873;8251458;1650291;782284;156457;9030;1484804;1669;1050;210;0;1459;16;0;1057591;9309049;16057;0;3;0;187179970;5074479
