GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417;G418;G419;G420;G421;G422;G423;G424;G425;G426;G427;G428;G429;G430;G431;G432;G433;G434;G435;G436;G437;G438
Республика Адыгея;76 232 935;11 744 345;4 992 127;897 791;71 913 751;13 507 760;4 992 963;810 839;29 499;1 890;10;112;76;0;4 347 761;237 420;16;4 110 341;1 495 691;822 013;123 310;0;104 993;15 955;54 039;1 305;8 115;195;47 484;0;0;0;0;0;0;0;215;0;0;0;0;806;101;414;229;0;743 272;16 546;0;690 350;11 407;0;69 124;5 140;0;13 825;1 028;0;2 074;154;0;16 202;0;0;31;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 337 774;1 336 438;21 334;4 267;640;19 998;7;2;7 307;5 718;42;1 547;0;309;46;1;0;1;0;0;0;0;0;0;0;484 786;232 675;0;0;0;0;0;260 045;159 103;2 014;76 927;22 000;0;0;22 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22 000;0;115;0;0;0;0;0;0;15;24 189;333 852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 789;1;0;0;322;2;41;1;0;0;184;1;2 648;2;0;0;0;0;0;0;0;0;1 353;1;0;0;0;0;0;0;0;0;0;0;2 103 783;357;142 709;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Башкортостан;2 349 451 856;195 131 871;120 892 989;20 173 550;2 187 701 467;213 804 410;81 188 985;23 696 020;684 209;1 075 530;17 249 588;5 037 104;184 857;10 542;184 811 043;6 619 041;370;178 192 002;26 163 906;34 955 540;5 345 491;59 681;4 566 729;685 030;1 320 631;101 748;203 433;15 460;1 323 808;381 803;4;0;0;0;0;0;0;0;0;0;0;16 148;2 662;8 871;2 005;0;7 241 735;39 389;0;6 801 386;35 251;0;537 177;4 138;0;107 435;827;0;16 117;125;0;97 246;0;0;358;27;0;15;0;0;0;0;7 496 453;0;0;7 222 066;0;0;264 409;0;0;13 220;0;0;39 663;0;0;7 933;0;0;36;0;0;24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 688 275;13 514 874;1 633 944;326 780;49 017;1 460 543;50;14;543 202;511 915;0;31 493;206;0;945;3;2;7;0;0;0;0;0;0;0;5 161 375;5 027 261;6 822 572;6 716 724;0;0;105 693;50 433 597;34 457 516;2 255 848;1 971 216;2 457 917;146 339;0;2 421 582;0;150 294;3 350 408;7 576;0;0;0;0;0;0;0;20 000;0;43 200;0;32 499;0;0;0;0;0;23 581;2 054;0;136 417;4;103;1;0;0;199;2 422 011;9 085 031;154;1;7 726;4;0;0;0;0;0;0;0;0;1 055 967;9;846 298;8;0;0;0;0;0;0;55 428;6;0;0;0;0;0;0;0;0;0;0;0;0;46 155;2;0;0;67 000;1;236 280;20;36 669;16;98 114;29;209 188;70;1 006;4;391;2;470 708;8;435 622;50;15 387;16;107 134;22;10 144;6;16 302;3;327 800;84;0;0;0;0;0;0;0;0;605 870;2;48 544 114;5 517;1 369 986;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Бурятия;156 291 773;14 908 872;6 336 613;5 712 944;134 297 465;18 707 674;7 684 362;5 497 676;12 722;75 233;62 680;0;7 296;17 030;20 589 305;2 861 770;36;17 727 536;3 502 831;3 427 058;531 826;0;912 616;136 882;224 650;6 454;34 228;968;572 354;118 448;2;0;0;0;0;0;0;0;0;0;0;1 774;220;733;336;0;1 590 441;6 695;0;1 517 883;5 331;0;72 668;1 364;0;14 534;273;0;2 180;41;0;110;0;0;104;1;0;1;0;0;0;0;5 018;0;0;4 546;0;0;472;0;0;24;0;0;71;0;0;14;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 100 782;1 613 647;487 251;97 450;14 617;116;6;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;45 102;22 602;0;0;22 500;6 602 333;5 433 526;3 489;1 165 318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;373 031;903 914;0;0;0;0;0;0;0;0;0;0;0;0;18 025;1;3 935;1;0;0;0;0;0;0;5 554;1;0;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 283;1;0;0;1 147;8;37 633;6;0;0;0;0;4 715;1;9 992;6;559;4;19 373;1;0;0;0;0;30 886;7;0;0;0;0;0;0;0;0;0;0;3 755 273;472;3 350 162;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Алтай;89 928 916;2 207 044;11 241 682;222 702;84 489 026;3 011 772;5 892 369;423 127;97 183;1 128;5 133 885;0;14 868;0;5 737 657;151 882;17;5 585 775;1 004 025;1 050 341;167 471;0;129 211;21 779;103 101;3 517;16 075;561;30 376;66 853;52;0;0;0;0;0;0;0;0;0;0;604;67;509;139;0;58 109;0;0;54 313;0;0;7 034;0;0;1 407;0;0;211;0;0;3 239;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53 257;32 493;20 764;4 153;623;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;638 383;476 481;263 156;263 153;0;0;23;1 397 053;1 161 771;159 418;75 864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;17;338 031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;1;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 850 201;234;5 737;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Дагестан;95 660 219;19 455 740;3 610 568;583 724;88 890 899;24 268 156;3 010 710;2 733 792;7 111;1 290;1 523;1 462;2 506;0;7 372 260;273 465;26;7 098 795;6 962 654;1 418 834;212 964;0;371 492;55 918;143 381;3 453;21 357;519;54 693;925;2;0;0;0;0;0;0;0;0;0;0;1 393;294;1 175;816;0;1 139 471;0;0;963 574;0;0;175 896;0;0;35 179;0;0;5 277;0;0;0;0;0;55;0;0;0;0;0;0;0;88 642;0;0;86 524;0;0;2 118;0;0;106;0;0;318;0;0;62;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468 186;460 350;13 685;2 737;410;5 849;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220 246;159 083;11 405;49 758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5 713;389 691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 943 150;470;15 080;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Ингушетия;15 071 471;4 665 503;209 199;209 798;14 148 517;5 857 465;271 087;600 900;553;0;6 150;0;0;0;855 470;8;1;855 462;1 583 063;170 976;25 663;0;44 848;6 740;11 980;128;1 797;19;2;105;2;0;0;0;0;0;0;0;0;0;0;337;17;437;121;0;1 021;0;0;170;0;0;851;0;0;170;0;0;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;845 530;705 576;139 954;27 991;4 199;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9 329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;5 513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736 685;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кабардино-Балкарская Республика;67 267 294;11 061 772;1 959 008;934 585;65 172 077;12 229 564;1 989 239;1 383 403;8 465;16 839;4;0;6;0;2 073 828;17 201;8;2 056 627;1 599 770;411 326;61 686;14;71 090;11 244;23 216;578;3 305;87;3 440;0;0;0;0;0;0;0;0;0;0;0;0;817;149;940;427;0;720 230;0;0;638 280;0;0;87 767;0;0;17 553;0;0;2 633;0;0;5 869;0;0;54;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906 906;806 062;106 370;21 274;3 190;5 526;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;2 000;2 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7 894;62 756;1 020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;1;0;0;0;0;0;0;0;0;0;0;1 716 129;343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Калмыкия;11 952 601;2 870 510;491 256;184 589;11 681 474;3 295 131;371 452;193 728;1 293;0;51;39;0;0;392 174;10 091;5;382 083;433 798;76 416;11 462;14;18 092;2 714;16 234;2 508;2 435;376;2 018;0;0;0;0;0;0;0;0;0;0;0;0;319;42;632;240;0;42 183;2 943;0;40 609;2 431;0;1 574;512;0;315;102;0;47;15;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38 517;33 725;4 792;958;144;0;3;0;8 202;3 925;0;4 277;0;855;128;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22 607;0;0;22 607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;265;2 657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;698 159;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Карачаево-Черкесская Республика;55 750 659;13 731 191;1 551 073;693 495;52 751 667;15 166 153;2 413 887;1 412 625;14 420;20 743;0;163;1;648;2 150 597;26 421;13;2 124 176;2 134 158;423 562;63 726;11;67 397;10 110;9 882;25 114;1 490;3 767;5 284;0;3;0;294;1;0;0;0;0;0;0;0;526;88;734;200;0;57 814;3 412;0;54 012;2 677;0;3 812;735;0;762;147;0;114;22;0;10;0;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 189 648;903 790;285 858;57 172;8 576;0;9;0;62 995;52 727;0;10 268;0;834;308;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3 934;185 223;1 663;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 907;2;24 284;2;39;1;1 131;3;0;0;0;0;0;0;203;1;0;0;0;0;0;0;0;0;2 160;2;0;0;0;0;0;0;0;0;0;0;2 026 419;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Республика Карелия;140 503 312;31 133 587;9 728 222;3 276 990;124 506 706;36 680 972;8 378 625;3 786 970;38 715;346 094;620;3 461;6 845;15 998;17 377 455;1 143 599;132;16 233 856;5 728 929;3 158 138;486 883;24;387 711;62 647;107 589;12 238;16 958;1 835;228 720;88 500;8;0;0;0;0;0;0;0;0;0;0;1 785;638;648;393;0;986 494;4 220;0;937 151;2 710;0;56 662;1 510;0;11 332;302;0;1 699;45;0;8 771;0;0;59;2;0;4;0;0;4 527 268;0;768 761;3 480 954;0;949 735;0;0;52 954;0;0;2 648;0;0;7 943;0;0;1 589;0;0;233 927;1;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 160 959;1 945 183;352 487;70 497;10 575;136 711;20;9;44 747;40 765;2 171;1 811;0;362;54;2;0;2;0;0;0;0;0;0;0;244 177;237 858;66 497;67 422;0;0;0;1 522 877;1 162 551;4 564;306 739;45 000;0;0;45 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65 936;0;2 142;12 902;1;0;0;0;0;44;73 896;407 763;2 090;1;0;0;67;1;0;0;0;0;0;0;73 889;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 817;1;0;0;0;0;714;2;3 089;2;5 483;10;13 891;16;0;0;0;0;0;0;7 985;4;0;0;122;1;14;1;694;1;14 991;22;0;0;0;0;0;0;0;0;0;0;5 972 530;969;78 638;8;0;0;0;0;0;0;0;0;0;0;189 859;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
